,2011-12-31,2012-12-31,2013-12-31
AccumulatedDepreciationDepletionAndAmortizationSaleOfPropertyPlantAndEquipment,,-7000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,19000.000,107000.000,1107000.000
DebtInstrumentPeriodicPayment,,30000.000,
Depreciation,,103000.000,
DepreciationAndAmortization,,12000.000,-155000.000
EquityMethodInvestmentDividendsOrDistributions,118000.000,136000.000,148000.000
GeneralAndAdministrativeExpense,8000.000,7000.000,11000.000
IncomeTaxReconciliationOtherAdjustments,,,54000.000
IncreaseDecreaseInAccountsReceivable,,-5000.000,56000.000
IncreaseDecreaseInAccruedTaxesPayable,,5000.000,85000.000
IncreaseDecreaseInDeferredRevenue,,-71000.000,23000.000
IncreaseDecreaseInDueToAffiliates,-5000.000,45000.000,
IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,4000.000,7000.000,55000.000
IncreaseDecreaseInOtherCurrentAssets,,-37000.000,163000.000
IncreaseDecreaseInSecurityDeposits,,,63000.000
InterestExpense,45000.000,51000.000,129000.000
InterestPaid,,6000.000,
NetCashProvidedByUsedInFinancingActivities,,,-3371000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-3371000.000
NetCashProvidedByUsedInInvestingActivities,,,4742000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,4742000.000
NetCashProvidedByUsedInOperatingActivities,19000.000,-66000.000,-264000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,19000.000,-66000.000,-264000.000
NetIncomeLoss,-32000.000,1258000.000,592000.000
NetIncomeLossAllocatedToGeneralPartners,0.000,13000.000,6000.000
NetIncomeLossAllocatedToLimitedPartners,-32000.000,1245000.000,586000.000
NetIncomeLossPerOutstandingLimitedPartnershipUnit,-1.960,76.530,36.060
OperatingExpenses,150000.000,39000.000,923000.000
OperatingIncomeLoss,-150000.000,-263000.000,-243000.000
OtherIncome,,17000.000,300000.000
ProceedsFromLimitedPartnershipInvestments,,,3950000.000
ProfessionalFees,43000.000,162000.000,149000.000
ProfitLoss,-32000.000,1258000.000,592000.000
PropertyPlantAndEquipmentAdditions,,35000.000,
PropertyPlantAndEquipmentDisposals,,-7000.000,
RealEstateRevenueNet,,50000.000,1024000.000
RealEstateTaxExpense,,5000.000,146000.000
RepaymentsOfDebt,,,3221000.000
Revenues,0.000,67000.000,1324000.000
SalesRevenueNet,0.000,50000.000,1024000.000
