,2013-03-31,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31
AmortizationOfDebtDiscountPremium,,,,,,,,,,,,355.000
CashPeriodIncreaseDecrease,,205.000,,,,-45.000,,,,,,
DebtConversionConvertedInstrumentAmount1,,,,,,,,,,,,135000.000
EarningsPerShareBasicAndDiluted,0.000,,,,,,,,,,,
GeneralAndAdministrativeExpense,,1380.000,735.000,1475.000,725.000,45.000,2099.000,1430.000,680.000,1421.000,2634.000,4008.000
IncomeLossFromContinuingOperations,,-4380.000,,,,-3045.000,,,,-5421.000,,
IncreaseDecreaseInAccountsPayable,,-750.000,,,,3000.000,,,,5421.000,,
IncreaseDecreaseInAccountsPayableRelatedParties,,5335.000,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,5335.000,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,5335.000,,,,,,,,,,
NetCashProvidedByUsedInOperatingActivities,,-5130.000,,,,-45.000,,,,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-5130.000,,,,-45.000,,,,,,
NetIncomeLoss,-2075.000,-4380.000,-1735.000,-2475.000,-1725.000,-3045.000,-3099.000,-2430.000,-1680.000,-5421.000,-4634.000,-12863.000
OperatingCostsAndExpenses,-2075.000,4380.000,1735.000,2475.000,1725.000,3045.000,3099.000,2430.000,1680.000,5421.000,4634.000,12863.000
OperatingIncomeLoss,,,,,,,,,,,,-12508.000
OtherGeneralAndAdministrativeExpense,,3000.000,1000.000,1000.000,1000.000,3000.000,1000.000,1000.000,1000.000,4000.000,2000.000,3500.000
ProceedsFromRelatedPartyDebt,89442.000,,,,,,,,,,,
RelatedPartyTransactionAmountsOfTransaction,95442.000,,,,,,,,,,,
SellingExpense,,,,,,,,,,,,5000.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,16643057.000,16643057.000,16643057.000,16643057.000,-33286114.000,16643057.000,16643057.000,16643057.000,-33286114.000,16643057.000,16643057.000,16643057.000
