,2011-06-30,2011-09-30
AccountsPayableCurrent,280761.000,262275.000
AccruedLiabilitiesCurrent,172778.000,187172.000
AdditionalPaidInCapital,124371.000,124371.000
Assets,980.000,956.000
CashAndCashEquivalentsAtCarryingValue,980.000,956.000
CommonStockSharesAuthorized,100000.000,100000000.000
CommonStockSharesIssued,10449166.000,10474166.000
CommonStockSharesOutstanding,10449166.000,10474166.000
CommonStockValue,930608.000,930608.000
ConvertibleNotesPayableCurrent,200534.000,200534.000
LiabilitiesAndStockholdersEquity,980.000,956.000
LiabilitiesCurrent,1215850.000,1246758.000
LinesOfCreditCurrent,83277.000,118277.000
NotesPayableCurrent,478500.000,478500.000
OtherAssetsCurrent,980.000,956.000
RetainedEarningsAccumulatedDeficit,-2269809.000,-2300741.000
StockholdersEquity,-1214870.000,-1245802.000
TreasuryStockValue,-40.000,-40.000
