,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-09-30
AccountsPayableCurrent,60760000.000,66469000.000,78277000.000,65887000.000,86847000.000,85071000.000,73480000.000,69160000.000,67383000.000,100465000.000,114663000.000,106337000.000,88968000.000
AccountsReceivableNetCurrent,80467000.000,93880000.000,67000000.000,58742000.000,75752000.000,86377000.000,76815000.000,59678000.000,56859000.000,67998000.000,55409000.000,68874000.000,67379000.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,,1614000.000,3467000.000,8343000.000,7596000.000,3494000.000,6361000.000,10164000.000,12892000.000,6101000.000
AccruedIncomeTaxesCurrent,0.000,0.000,2955000.000,2856000.000,7711000.000,6702000.000,5284000.000,8473000.000,10076000.000,5869000.000,3886000.000,6696000.000,5020000.000
AccruedInsuranceCurrent,,,,,7126000.000,7314000.000,,,,,,,
AccruedLiabilitiesCurrent,25632000.000,21785000.000,19868000.000,17093000.000,18949000.000,27851000.000,29432000.000,23307000.000,18896000.000,26965000.000,29284000.000,32806000.000,24459000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,260188000.000,244391000.000,256223000.000,265701000.000,272941000.000,257655000.000,268880000.000,281010000.000,292361000.000,290730000.000,302169000.000,308636000.000,313048000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,3104000.000,1002000.000,2110000.000,1871000.000,1639000.000,2027000.000,2085000.000,1824000.000,102000.000,1333000.000,-666000.000,-832000.000,-1265000.000
AdditionalPaidInCapitalCommonStock,411273000.000,413750000.000,415583000.000,417783000.000,419777000.000,421881000.000,422570000.000,423972000.000,435828000.000,437284000.000,437455000.000,438376000.000,440565000.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,2732000.000,,,,0.000,,
