,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccountsPayableAndAccruedLiabilitiesCurrent,1532000.000,1631000.000,952000.000,1629000.000,651000.000,842000.000,1143000.000,937000.000,1405000.000,1482000.000,1560000.000,1325000.000,1653000.000,1868000.000,1379000.000,1473000.000,1387000.000,1814000.000,1657000.000,775000.000,1490000.000,1487000.000,1523000.000,1398000.000,1731000.000
AccountsReceivableGrossCurrent,,,,,2543000.000,3630000.000,4216000.000,4444000.000,4522000.000,5139000.000,5883000.000,4074000.000,3719000.000,3883000.000,4567000.000,3652000.000,3058000.000,2725000.000,4631000.000,2311000.000,2492000.000,2536000.000,5093000.000,3819000.000,3912000.000
AccountsReceivableNetCurrent,2846000.000,3420000.000,3502000.000,2470000.000,2543000.000,3630000.000,4216000.000,4444000.000,4519000.000,5117000.000,5838000.000,4036000.000,3691000.000,3851000.000,4545000.000,3620000.000,3020000.000,2687000.000,4616000.000,2296000.000,2477000.000,2521000.000,5078000.000,3804000.000,3897000.000
AccruedIncomeTaxesCurrent,,,,1018000.000,1014000.000,875000.000,,744000.000,,,,,,,,,,,,,,,,,
AccruedLiabilitiesCurrentAndNoncurrent,,,,,,,,,,,,0.000,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,2220000.000,2372000.000,1936000.000,2094000.000,2256000.000,2449000.000,2631000.000,2853000.000,3077000.000,3261000.000,3451000.000,3663000.000,3938000.000,4227000.000,4498000.000,4833000.000,4945000.000,5145000.000,5432000.000,5709000.000,5995000.000
AcquiredFiniteLivedIntangibleAssetAmount,,,,,,,3020000.000,,,,,,,,,,,,,,,,,,
AdditionalPaidInCapital,35203000.000,33448000.000,34511000.000,36552000.000,37322000.000,38140000.000,39869000.000,40346000.000,41360000.000,42320000.000,41498000.000,42735000.000,43342000.000,43756000.000,60222000.000,61853000.000,62886000.000,76599000.000,77439000.000,78379000.000,79426000.000,120017000.000,120985000.000,122152000.000,141123000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,,,,3000.000,22000.000,45000.000,38000.000,28000.000,32000.000,22000.000,32000.000,38000.000,38000.000,15000.000,15000.000,15000.000,15000.000,15000.000,15000.000,15000.000
Assets,45511000.000,44239000.000,45793000.000,54425000.000,54386000.000,55273000.000,57331000.000,59185000.000,59517000.000,58503000.000,57197000.000,53871000.000,50589000.000,48839000.000,57416000.000,54271000.000,50573000.000,59587000.000,56364000.000,50566000.000,46886000.000,82163000.000,78736000.000,73170000.000,85167000.000
AssetsCurrent,31811000.000,31439000.000,30471000.000,34479000.000,37703000.000,35391000.000,37501000.000,38782000.000,40322000.000,39638000.000,37158000.000,37579000.000,30895000.000,29177000.000,45479000.000,43233000.000,39641000.000,48586000.000,42290000.000,37542000.000,35847000.000,58911000.000,62907000.000,61614000.000,73510000.000
AssetsFairValueDisclosure,,,,,,,38068000.000,39518000.000,41568000.000,37384000.000,33596000.000,31263000.000,27275000.000,23233000.000,38294000.000,35818000.000,32785000.000,41504000.000,38427000.000,34657000.000,31065000.000,65125000.000,59769000.000,55315000.000,61762000.000
BusinessAcquisitionContingentConsiderationAtFairValue,,,,,,,-190000.000,0.000,,,,,,,,,,,,,,,,,
BusinessAcquisitionCostOfAcquiredEntityCashPaid,,,,,,,5632000.000,,,,,,,,,,,,,,,,,,
BusinessAcquisitionCostOfAcquiredEntityPurchasePrice,,,,,,,5632000.000,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPercentageOfVotingInterestsAcquired,,,,,,,1.000,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentAssetsCashAndCashEquivalents,,,,,,,350000.000,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentAssetsPrepaidExpenseAndOtherAssets,,,,,,,18000.000,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentAssetsReceivables,,,,,,,527000.000,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentLiabilitiesAccountsPayable,,,,,,,499000.000,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentLiabilitiesDeferredRevenue,,,,,,,225000.000,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationDeferredTaxAssetsNoncurrent,,,,,,,1225000.000,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationGoodwillAmount,,,,,,,1114000.000,,,,,,,,,,,,,,,,,,
