,2013-05-31,2013-11-30,2014-02-28,2014-05-31,2014-08-31,2015-05-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31,2016-11-30,2017-02-28,2017-05-31
AccretionExpense,,,,,,11342.000,76883.000,227911.000,128470.000,96650.000,40410.000,4591.000,2864.000
AcquisitionCosts,,,,,,,,0.000,0.000,,0.000,0.000,0.000
AmortizationOfDebtDiscountPremium,,,,,,,22044.000,,,,,,
AmortizationOfFinancingCosts,,,,,,,122921.000,,,,13446.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,765.000,,,,,373.000,,,,366.000,,
DerivativeGainLossOnDerivativeNet,,,,,,989.000,-28979.000,253692.000,-41528.000,22867.000,4927.000,4856.000,66487.000
DerivativeGainOnDerivative,,,,,,,28979.000,,,,-4927.000,,
EarningsPerShareBasicAndDiluted,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0.000,-0.040,-0.010,-0.000,0.000,0.000
ExplorationExpense,,,16780.000,6354.000,,,,,,,,,
ExplorationExpenseMining,,,,,,1950.000,0.000,0.000,0.000,22916.000,0.000,0.000,0.000
FeesAndCommissions,,,,,,,-54000.000,-54000.000,-54000.000,-54000.000,,,
ForeignCurrencyTransactionGainLossBeforeTax,,,,,,,,,,,,-165.000,56.000
GainLossOnRepurchaseOfDebtInstrument,,,,,,65060.000,,,,,,,
GainLossOnSalesOfAssetsAndAssetImpairmentCharges,0.000,,,,,,,,,,,,
GainsLossesOnExtinguishmentOfDebt,,,,,,,,,,,,-660000.000,0.000
GeneralAndAdministrativeExpense,3626.000,429.000,14999.000,4398.000,18620.000,23947.000,7768.000,11807.000,20934.000,14201.000,11396.000,9174.000,10067.000
GrossProfit,0.000,,,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
IncomeTaxesPaid,,,,,,,0.000,,,,,,
IncreaseDecreaseInAccountsPayable,,-3701.000,,,,,2599.000,,,,58366.000,,
IncreaseDecreaseInDeposits,,,,,,,21596.000,,,,-38168.000,,
IncreaseDecreaseInFinanceReceivables,,,,,,,0.000,,,,,,
IncreaseDecreaseInOtherNoncurrentLiabilities,,,,,,,0.000,,,,,,
InterestAndDebtExpense,,,,,,,137921.000,34680.000,0.000,24970.000,0.000,0.000,34593.000
InterestExpense,,940.000,1895.000,1895.000,,4186.000,22044.000,4318.000,16136.000,19933.000,13446.000,25512.000,15682.000
InterestPaid,,,,,,,4888.000,,,,,,
IssuanceOfStockAndWarrantsForServicesOrClaims,,,,,,,,,,,535833.000,,
MarketingAndAdvertisingExpense,,,,,,46467.000,829.000,14577.000,23462.000,33986.000,22438.000,22192.000,22685.000
MineralExtractionProcessingAndMarketingCosts,,,,,,1950.000,0.000,0.000,0.000,22916.000,0.000,0.000,0.000
NetCashProvidedByUsedInFinancingActivities,,13202.000,,,,,132280.000,,,,-4440.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,13202.000,,,,,132280.000,,,,-4440.000,,
NetCashProvidedByUsedInOperatingActivities,,-12437.000,,,,,-131907.000,,,,4806.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-12437.000,,,,,-131907.000,,,,4806.000,,
NetIncomeLoss,-17175.000,-9676.000,-66574.000,-34660.000,-399091.000,-103699.000,-406929.000,-191157.000,-302757.000,-240461.000,-600154.000,-814402.000,-116375.000
NonoperatingIncomeExpense,1.000,,,,,61863.000,-188944.000,-13217.000,-186134.000,288545.000,-69990.000,-680821.000,16268.000
OperatingExpenses,17176.000,8736.000,64679.000,32765.000,-3232.000,163612.000,217985.000,177940.000,116623.000,506090.000,530164.000,133581.000,132643.000
OperatingIncomeLoss,-17176.000,-8736.000,-64679.000,-32765.000,-403821.000,-165562.000,-217985.000,-177940.000,-116623.000,-529006.000,-530164.000,-133581.000,-132643.000
OtherGeneralExpense,,,25000.000,2750.000,,4867.000,1890.000,6060.000,1885.000,5996.000,2430.000,5110.000,4401.000
OtherIncome,,-940.000,-1895.000,-1895.000,,,,,,,,,
OtherNoncashExpense,,,,,,,0.000,,,,,,
OtherNonoperatingIncomeExpense,1.000,,,,,,,,,,,,
ProceedsFromConvertibleDebt,,,,,,,155000.000,,,,0.000,,
ProceedsFromIssuanceOfCommonStock,,0.000,,,,,,,,,,,
ProceedsFromRelatedPartyDebt,,13202.000,,,,,-22720.000,,,,-33440.000,,
ProfessionalFees,13550.000,8307.000,7900.000,19263.000,17368.000,44683.000,29678.000,64396.000,10942.000,393.000,7123.000,26521.000,28722.000
Revenues,0.000,,,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
SalesRevenueNet,0.000,,,1895.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
StockIssuedDuringPeriodSharesIssuedForServices,,,,,,,,,,,25000000.000,,
StockIssuedDuringPeriodSharesNewIssues,,,,,,,,,,,219444444.000,,
StockIssuedDuringPeriodValueIssuedForServices,,,,,,,,,,,75000.000,,
StockIssuedDuringPeriodValueNewIssues,,,,,,,,,,,395000.000,,
TechnologyServicesCosts,,,,,,32306.000,46937.000,12100.000,5400.000,6000.000,12534.000,20993.000,18904.000
UnrealizedGainLossOnForeignCurrencyDerivativesNetBeforeTax,,,,,,,,,,,-61471.000,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,68000000.000,68000000.000,68000000.000,68000000.000,-120250000.000,89100000.000,89100000.000,95913092.000,6728673.000,-185349900.000,576728348.000,659839459.000,686728348.000
