,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdministrativeFeesExpense,,,,,,,,,,,,,,,,,,,,24552.000,20822.000,,19288.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,0.000,,,,0.000,,,,0.000,,,,0.000,,,,0.000,,,,0.000
FloorBrokerage,,,,,,,,,,,,,,,,,,,,105747.000,84238.000,,83908.000
IncentiveFeeExpense,,,,,,,,,,,,,,,1369198.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
IncomeLossAttributableToParent,-7538169.000,-3809956.000,3596110.000,-9234260.000,-2208566.000,-3614274.000,7115496.000,-1019957.000,-3222545.000,5685432.000,-8384583.000,475953.000,8570601.000,9834694.000,5476983.000,-5604556.000,487756.000,-1805668.000,-1923433.000,403353.000,-2826626.000,3451145.000,-1244298.000
InterestExpenseOther,24997.000,26071.000,16517.000,4051.000,16035.000,3479.000,,,,,,,,,,,,,,,,,
InterestIncomeOperating,,,,80271.000,76416.000,,50552.000,42136.000,43103.000,34130.000,37862.000,35553.000,32950.000,30123.000,52187.000,61081.000,67494.000,72413.000,83390.000,83041.000,79418.000,73203.000,92823.000
NetCashProvidedByUsedInFinancingActivities,,,-4574324.000,,,,-19485617.000,,,,-1529282.000,,,,-2190054.000,,,,-1964253.000,,,,-6991819.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-4574324.000,,,,-19485617.000,,,,-1529282.000,,,,-2190054.000,,,,-1964253.000,,,,-6991819.000
NetCashProvidedByUsedInOperatingActivities,,,4574324.000,,,,19485617.000,,,,1529282.000,,,,2190054.000,,,,1964253.000,,,,6991819.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,4574324.000,,,,19485617.000,,,,1529282.000,,,,2190054.000,,,,1964253.000,,,,6991819.000
NetRealizedOrUnrealizedGainLossOnTradingSecurities,,,,-7127011.000,-227307.000,,8047475.000,-320974.000,-2613555.000,6141315.000,-7843078.000,983805.000,9080307.000,12261037.000,7502338.000,-4972209.000,1082953.000,-1221034.000,-1395586.000,938638.000,-2359011.000,3948053.000,-832214.000
NoninterestExpenseInvestmentAdvisoryFees,,,,797302.000,,,452417.000,411987.000,360355.000,289992.000,308018.000,284632.000,284218.000,351888.000,367004.000,354825.000,352204.000,345756.000,333245.000,312304.000,280471.000,278013.000,250544.000
NoninterestExpenseRelatedToPerformanceFees,15153.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
OperatingExpenses,2713024.000,2833047.000,2364833.000,2187520.000,2057675.000,1688470.000,982531.000,741119.000,652093.000,490013.000,579367.000,543405.000,542656.000,2456466.000,2077542.000,693428.000,662691.000,657047.000,611237.000,618326.000,547033.000,570111.000,504907.000
PartnersCapitalAccountRedemptions,,,-10204102.000,,,,12646407.000,,,,3904278.000,,,,832281.000,,,,1432396.000,,,,7200473.000
PaymentsForCommissions,,,,,,,-175904.000,-136664.000,-84440.000,-75941.000,-106993.000,-87034.000,-94870.000,-92642.000,-103194.000,-126512.000,-129792.000,-114812.000,-122599.000,,,,
ProfessionalFees,,,,,,,,,,,,28728.000,25220.000,,47091.000,55264.000,23969.000,36490.000,,,,,
SponsorFees,490388.000,514044.000,428394.000,398651.000,374098.000,307676.000,322654.000,274194.000,245626.000,179168.000,219570.000,207993.000,210768.000,255294.000,265241.000,255169.000,258478.000,247354.000,236951.000,223463.000,209326.000,205163.000,186670.000
TradingSecuritiesRealizedGainLoss,,,,-5032928.000,1358182.000,,8454646.000,1708088.000,-4481219.000,4053385.000,-4652707.000,-33907.000,5966834.000,14090155.000,9604138.000,-2613640.000,-1112649.000,627813.000,-1816204.000,-576504.000,-550578.000,3730062.000,243410.000
TradingSecuritiesUnrealizedHoldingGainLoss,,,,-2094083.000,-1585489.000,,-231267.000,-1892398.000,1952104.000,2163871.000,-3083378.000,1104746.000,3208343.000,-1736476.000,-1998606.000,-2232057.000,2325394.000,-1734035.000,543217.000,1620889.000,-1724195.000,311733.000,-991716.000
