,2011-11-30,2012-02-29,2012-05-31,2012-08-31,2012-11-30,2013-02-28,2013-05-31,2013-08-31,2013-11-30,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31,2016-11-30,2017-02-28,2017-05-31
AcquisitionCosts,,,,,,,,,960.000,864.000,0.000,,,,,,,,,,,,
AllowanceForLoanAndLeaseLossesWriteOffs,,,,,0.000,,,,,,,,,,,,,,,,,,
AmortizationOfDebtDiscountPremium,,,,,,,,,,,,,,,,,,,,,0.000,,
AssetImpairmentCharges,,,,,,,,,,,0.000,,,,,,,,,,,,
BusinessDevelopment,,,,,,,,,,,0.000,,,,,,,,,,,,
CarryingCostsPropertyAndExplorationRights,,,,,,,,,,,0.000,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,,,,,,,,,-33150.000,,,,-15501.000,,,,259024.000,,
CashPeriodIncreaseDecrease,,,,,0.000,,,,-41402.000,,,,,,,,25229.000,,,,,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,,,,,,,,,,,,,,,0.000,,,,,,
ComprehensiveIncomeNetOfTax,,,,,,,,,,,,,-125800.000,-27205.000,-153459.000,,,,,,,,
CostOfRevenue,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000
CostsAndExpenses,10245.000,1849.000,4000.000,-14442.000,15137.000,4639.000,4712.000,33623.000,-14223.000,29338.000,,,,,,,,,,,,,
CostsIncurredAcquisitionOfOilAndGasProperties,,,,,0.000,,,,,,,,,,,,,,,,,,
DebtInstrumentInterestRateDuringPeriod,,,,,,,,,,,,,,,,,0.020,,,,,,
Depreciation,,,,,,,,,,,,,368.000,368.000,367.000,201.000,415.000,415.000,,,269.000,,
DepreciationAndAmortization,,,,,0.000,,,,,,,,,,,,,,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerBasicAndDilutedShare,,,,,,,,,,,,,,,,,0.000,,,,,,
EarningsPerShareBasicAndDiluted,-0.020,-0.000,-0.010,0.030,-0.020,-0.000,-0.010,-0.050,-0.000,-0.000,-0.000,-0.010,0.000,-0.000,-0.002,-0.008,0.004,0.001,0.000,-0.008,-0.001,-0.004,-0.002
EffectOfExchangeRateOnCash,,,,,,,,,,,,,1858.000,,,,0.000,,,,,,
EquipmentExpense,,,,,0.000,,,,,,,,,,,,,,,,,,
