,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,,,,,,,,,,,,2000000.000,,,,,,,,
AllocatedShareBasedCompensationExpense,,8000000.000,,,,,,,,,,,,,,,,,,,
AllocatedShareBasedCompensationExpenseNetOfTax,,6000000.000,,,,,,,,,,,,,,,,,,,
AmortizationOfFinancingCosts,4000000.000,,,,3000000.000,,,,2000000.000,,,,2000000.000,,,,3000000.000,,,,2000000.000
AmortizationOfIntangibleAssets,21000000.000,19000000.000,20000000.000,24000000.000,26000000.000,26000000.000,27000000.000,25000000.000,26000000.000,25000000.000,25000000.000,25000000.000,24000000.000,23000000.000,23000000.000,23000000.000,33000000.000,34000000.000,34000000.000,33000000.000,33000000.000
AmountOfIneffectivenessOnNetInvestmentHedges,,,,,,,,,,,,,0.000,,,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,2.310,3.500,,,0.000,0.000,,0.000,0.000,0.000,,0.000,0.000,0.000,,0.000,0.000,0.000,,0.000
AntidilutiveSecuritiesExcludedFromComputationOfNetIncomePerOutstandingUnitAmount,,,,,0.000,,,,,,,,,,,,,,,,
AssetImpairmentCharges,,,,,,,,,,-3000000.000,4000000.000,,2000000.000,4000000.000,,,,22000000.000,1000000.000,,5000000.000
BusinessCombinationAcquisitionRelatedCosts,,,,,,,,,,,,,,1000000.000,11000000.000,,,0.000,0.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,49000000.000,,,,-275000000.000,,,,-411000000.000,,,,,,,,,,,,
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,,,,,,,,,,,,-37000000.000,,,,-4000000.000,,,,0.000
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,,,,,,,,,,,14000000.000,,,,0.000,,,,0.000
CommonStockDividendsPerShareDeclared,,,,,0.170,0.170,0.170,0.170,0.250,0.250,0.250,0.250,0.250,0.250,0.250,0.250,0.290,0.290,0.290,0.290,0.290
ComprehensiveIncomeNetOfTax,470000000.000,165000000.000,375000000.000,13000000.000,221000000.000,282000000.000,386000000.000,323000000.000,278000000.000,442000000.000,118000000.000,9000000.000,0.000,698000000.000,286000000.000,174000000.000,489000000.000,248000000.000,331000000.000,7000000.000,463000000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,22000000.000,18000000.000,24000000.000,21000000.000,22000000.000,22000000.000,25000000.000,24000000.000,17000000.000,26000000.000,17000000.000,20000000.000,18000000.000,23000000.000,3000000.000,25000000.000,19000000.000,10000000.000,14000000.000,17000000.000,18000000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,492000000.000,183000000.000,399000000.000,34000000.000,243000000.000,304000000.000,411000000.000,347000000.000,295000000.000,468000000.000,135000000.000,29000000.000,18000000.000,721000000.000,289000000.000,199000000.000,508000000.000,258000000.000,345000000.000,24000000.000,481000000.000
CostOfGoodsSold,3373000000.000,3272000000.000,3058000000.000,3158000000.000,3339000000.000,3464000000.000,3338000000.000,3426000000.000,3508000000.000,3611000000.000,3388000000.000,3343000000.000,3056000000.000,3076000000.000,2862000000.000,3161000000.000,3265000000.000,3348000000.000,3256000000.000,3238000000.000,3445000000.000
CostsAndExpenses,3628000000.000,3529000000.000,3296000000.000,3590000000.000,3627000000.000,3757000000.000,3630000000.000,3765000000.000,3817000000.000,3963000000.000,3730000000.000,3666000000.000,3351000000.000,3377000000.000,3170000000.000,3544000000.000,3610000000.000,3815000000.000,3631000000.000,3658000000.000,3828000000.000
DeferredIncomeTaxExpenseBenefit,3000000.000,,,,-2000000.000,,,,8000000.000,,,,-1000000.000,,,,3000000.000,,,,8000000.000
Depreciation,93000000.000,,,,105000000.000,,,,119000000.000,,,,104000000.000,,,,129000000.000,,,,142000000.000
DepreciationAndAmortization,,113000000.000,113000000.000,,131000000.000,132000000.000,138000000.000,139000000.000,145000000.000,146000000.000,150000000.000,146000000.000,128000000.000,135000000.000,131000000.000,146000000.000,162000000.000,190000000.000,174000000.000,178000000.000,175000000.000
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,,,,,,,,,,,,,285000000.000,,,,,,,
DisposalGroupNotDiscontinuedOperationGainLossOnDisposal,,,,,,,,,,,,,,-14000000.000,39000000.000,,,,,,
Dividends,5000000.000,,,,,,,,,,,,,,,,,,,,
DividendsCash,,,,,53000000.000,,,,77000000.000,,,,73000000.000,,,,80000000.000,,,,78000000.000
EarningsPerShareBasic,1.040,1.010,0.840,0.450,0.880,1.180,0.880,0.960,1.050,1.260,1.020,1.170,0.720,2.240,1.430,0.690,1.540,0.950,1.080,1.030,1.240
EarningsPerShareDiluted,1.040,1.010,0.840,0.440,0.880,1.170,0.870,0.970,1.040,1.260,1.020,1.160,0.720,2.230,1.420,0.690,1.530,0.940,1.070,1.050,1.240
EffectOfExchangeRateOnCashAndCashEquivalents,19000000.000,,,,-3000000.000,,,,-6000000.000,,,,-21000000.000,,,,6000000.000,,,,21000000.000
EffectiveIncomeTaxRateContinuingOperations,,,,,0.110,,,,0.180,0.140,0.160,-0.310,0.170,0.180,0.150,-0.330,0.190,0.240,0.160,-0.420,0.150
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,0.350,,,,0.350,,,,,,,,,,,,
EquityMethodInvestmentDividendsOrDistributions,,,,,9000000.000,,,,,,,,,,,,,4000000.000,4000000.000,,
GainLossOnSaleOfOtherAssets,,,,,,,,,-2000000.000,,,,-1000000.000,,,,-1000000.000,,,,0.000
GainOnBusinessInterruptionInsuranceRecovery,,,,,,,,,14000000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,
GainsLossesOnExtinguishmentOfDebt,2000000.000,0.000,-1000000.000,-2000000.000,-39000000.000,0.000,0.000,0.000,-34000000.000,0.000,0.000,0.000,-52000000.000,0.000,0.000,-6000000.000,0.000,0.000,-73000000.000,0.000,
ImpairmentEffectOnEarningsPerShareAfterTax,,,,,,,,,,,,,0.300,,,,,,,,
ImpairmentOfLongLivedAssetsToBeDisposedOf,,,,,,,,,,,,,88000000.000,,,,,,,,
IncomeLossFromContinuingOperations,,,,,,,,,,,,,288000000.000,350000000.000,351000000.000,199000000.000,320000000.000,258000000.000,293000000.000,281000000.000,335000000.000
IncomeLossFromContinuingOperationsAttributableToNoncontrollingEntity,,,,,,,,,,,,,16000000.000,19000000.000,13000000.000,25000000.000,15000000.000,13000000.000,13000000.000,25000000.000,17000000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,436000000.000,440000000.000,338000000.000,131000000.000,327000000.000,452000000.000,357000000.000,387000000.000,408000000.000,458000000.000,386000000.000,453000000.000,360000000.000,449000000.000,420000000.000,279000000.000,404000000.000,348000000.000,353000000.000,320000000.000,402000000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,,,,,,304000000.000,369000000.000,364000000.000,224000000.000,335000000.000,271000000.000,306000000.000,306000000.000,352000000.000
IncomeLossFromContinuingOperationsPerBasicShare,,,,,,,,,,,,,0.990,1.220,1.240,0.710,1.160,0.950,1.080,1.030,1.240
IncomeLossFromContinuingOperationsPerDilutedShare,,,,,,,,,,,,,0.990,1.210,1.230,0.710,1.150,0.940,1.070,1.050,1.240
