,2011-12-31
CashAndCashEquivalentsPeriodIncreaseDecrease,-11000.000
EarningsPerShareBasic,-0.010
EarningsPerShareDiluted,-0.010
EmployeeServiceShareBasedCompensationTaxBenefitRealizedFromExerciseOfStockOptions,90000.000
ExplorationExpense,94000.000
ForeignCurrencyTransactionGainLossRealized,-28000.000
GeneralAndAdministrativeExpense,186000.000
IncomeLossBeforeExtraordinaryItemsAndCumulativeEffectOfChangeInAccountingPrinciple,-280000.000
IncreaseDecreaseInAccountsPayable,35000.000
IncreaseDecreaseInAccountsReceivable,-1000.000
IncreaseDecreaseInOtherOperatingAssets,-5000.000
InterestAndOtherIncome,4000.000
InterestExpense,-24000.000
NetCashProvidedByUsedInFinancingActivities,-1426000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-1426000.000
NetCashProvidedByUsedInInvestingActivities,1526000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,1526000.000
NetCashProvidedByUsedInOperatingActivities,-111000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-111000.000
NetIncomeLoss,-328000.000
OperatingExpenses,280000.000
OperatingIncomeLoss,-328000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,75000.000
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,-328000.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,-328000.000
OtherGeneralAndAdministrativeExpense,-1426000.000
ProceedsFromIssuanceOfSharesUnderIncentiveAndShareBasedCompensationPlans,90000.000
ProceedsFromSaleOfIntangibleAssets,1526000.000
ShareBasedCompensation,90000.000
TemporaryEquityForeignCurrencyTranslationAdjustments,98000.000
WeightedAverageNumberOfDilutedSharesOutstanding,49005531.000
WeightedAverageNumberOfSharesOutstandingBasic,49005531.000
