,2011-07-31,2011-10-31,2012-04-30,2012-10-31,2013-04-30,2013-07-31,2013-10-31
AdjustmentForAmortization,,,150.000,,147.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,393750.000,,-41787.000,,
Depreciation,,,143.000,,142.000,,
EarningsPerShareBasic,,0.000,,,,,
EarningsPerShareBasicAndDiluted,,,0.000,-0.010,,0.000,0.020
EarningsPerShareDiluted,,0.000,,,,,
GainLossOnInvestments,0.000,0.000,,,,,
GeneralAndAdministrativeExpense,212414.000,177016.000,84154.000,111486.000,89076.000,30202.000,99417.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-212172.000,-177015.000,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,,-84144.000,-111483.000,-89076.000,-30202.000,337265.000
IncomeLossFromExtraordinaryItemsNetOfTaxPerBasicAndDilutedShare,,,,,-0.010,,
IncomeTaxExpenseBenefit,0.000,0.000,0.000,0.000,,0.000,0.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,,,,0.000,,
IncomeTaxesPaidNet,,,0.000,,0.000,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-478617.000,,42000.000,,
InterestPaid,,,0.000,,0.000,,
InvestmentIncomeInterest,242.000,1.000,10.000,3.000,0.000,0.000,-3.000
NetCashProvidedByUsedInFinancingActivities,,,0.000,,0.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,0.000,,0.000,,
NetCashProvidedByUsedInInvestingActivities,,,956218.000,,5000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,956218.000,,5000.000,,
NetCashProvidedByUsedInOperatingActivities,,,-562468.000,,-46787.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-562468.000,,-46787.000,,
NetIncomeLoss,,,-84144.000,-111483.000,-89076.000,-30202.000,337265.000
OperatingIncomeLoss,-212414.000,-177016.000,-84154.000,-111486.000,-89076.000,-30202.000,-99417.000
OtherGeneralAndAdministrativeExpense,,7016.000,22153.000,46160.000,37076.000,-1798.000,43417.000
ProceedsFromCollectionOfNotesReceivable,,,956218.000,,0.000,,
ProceedsFromRepurchaseOfEquity,,,,,0.000,,
ProfitLoss,-212172.000,-177015.000,-84144.000,,-89076.000,,
SalariesAndWages,170000.000,170000.000,37000.000,54001.000,52000.000,32000.000,56000.000
WeightedAverageNumberOfDilutedSharesOutstanding,18948966.000,18948966.000,18948966.000,18948966.000,14415729.000,14415729.000,14415729.000
WeightedAverageNumberOfSharesOutstandingBasic,18948966.000,18948966.000,18948966.000,18948966.000,14415729.000,14415729.000,14415729.000
