,2011-07-02,2011-12-31,2012-03-31,2012-06-30,2012-09-29,2012-12-29,2013-03-30,2013-06-29,2013-09-28,2013-12-28,2014-03-29,2014-06-28,2016-01-02,2016-04-02,2016-07-02,2016-10-01,2016-12-31,2017-04-01
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses,,,,,,,,186000.000,,28000.000,,,,,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses,,,,,,,,1402000.000,,846000.000,,,,,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses,,,,,,,,1216000.000,,818000.000,,,,,,,,
CapitalLeaseObligationsIncurred,,,,,,,,,,,,,1445000.000,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,5995000.000,,,,3674000.000,,,,7930000.000,,,,,,,,
ComprehensiveIncomeNetOfTax,448000.000,4737000.000,-536000.000,-979000.000,-25082000.000,16319000.000,-4362000.000,-13088000.000,31360000.000,1413000.000,-2465000.000,-4313000.000,-1835000.000,-4450000.000,-1770000.000,-30952000.000,1830000.000,-7036000.000
CostOfGoodsAndServicesSold,883028000.000,907159000.000,846907000.000,863851000.000,858698000.000,877183000.000,812833000.000,870831000.000,842193000.000,879362000.000,820900000.000,885551000.000,899484000.000,844584000.000,878583000.000,858247000.000,890043000.000,812945000.000
DepreciationAndAmortization,,6303000.000,,6558000.000,,6303000.000,6506000.000,6223000.000,6540000.000,6653000.000,6700000.000,7372000.000,7976000.000,7498000.000,7492000.000,6945000.000,6531000.000,6434000.000
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,,,,,,,,,,,,-152000.000,,,,,
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,,,,,,,,,,,,,0.000,0.000,0.000,0.000,,
GainLossOnSaleOfPropertyPlantEquipment,,-2000.000,,,,3000.000,,,,,,,66000.000,,,,-32000.000,
GainsLossesOnExtinguishmentOfDebt,,,,,,,,-9788000.000,,,,,,,,,,
IncomeLossFromContinuingOperations,,,,,,,,,,,,,-1677000.000,-5056000.000,-2186000.000,996000.000,1912000.000,-5865000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,1630000.000,6158000.000,-3613000.000,1788000.000,-2573000.000,-840000.000,-6480000.000,-16909000.000,-3497000.000,4030000.000,-2605000.000,-6298000.000,-1663000.000,-5042000.000,-2172000.000,1188000.000,1912000.000,-5801000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,,,,,,-1677000.000,-5056000.000,-2186000.000,996000.000,1912000.000,-5865000.000
IncomeLossFromDiscontinuedOperationsNetOfTax,,,,,,,,,,,,,-152000.000,331000.000,102000.000,0.000,,-2006000.000
IncomeLossFromEquityMethodInvestments,,,,,,,,,,,,,,,,,-178000.000,
