,2011-06-30,2011-12-31,2012-06-30,2012-12-31,2013-03-31,2013-06-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AllocatedShareBasedCompensationExpense,,,,,4000000.000,4000000.000,3000000.000,,,,,,,,,,,,,
AmortizationOfFinancingCostsAndDiscounts,,,,,,,4000000.000,,,,,,,,2000000.000,,,,3000000.000,
AmortizationOfIntangibleAssets,56000000.000,,47000000.000,48000000.000,47000000.000,48000000.000,66000000.000,66000000.000,67000000.000,67000000.000,65000000.000,63000000.000,63000000.000,64000000.000,62000000.000,63000000.000,63000000.000,55000000.000,51000000.000,50000000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,-113000000.000,,,-26000000.000,,,,-12000000.000,,,,32000000.000,,,,96000000.000,
ComprehensiveIncomeNetOfTax,,,,-78000000.000,-12000000.000,-61000000.000,-45000000.000,-58000000.000,-181000000.000,-71000000.000,-76000000.000,-38000000.000,-3000000.000,-33000000.000,2000000.000,-2000000.000,-3000000.000,-23000000.000,-17000000.000,44000000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,,,1000000.000,1000000.000,1000000.000,1000000.000,2000000.000,1000000.000,1000000.000,1000000.000,0.000,1000000.000,1000000.000,2000000.000,1000000.000,2000000.000,1000000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,-40000000.000,,-77000000.000,-10000000.000,-60000000.000,-44000000.000,-57000000.000,-180000000.000,-69000000.000,-75000000.000,-37000000.000,-2000000.000,-33000000.000,3000000.000,-1000000.000,-1000000.000,-22000000.000,-15000000.000,45000000.000
CostOfGoodsSoldDepreciation,-11000000.000,,,13000000.000,12000000.000,13000000.000,12000000.000,13000000.000,14000000.000,16000000.000,,,,,,,,,,
CostOfRevenue,378000000.000,,356000000.000,408000000.000,329000000.000,371000000.000,441000000.000,319000000.000,417000000.000,393000000.000,445000000.000,318000000.000,373000000.000,375000000.000,449000000.000,374000000.000,448000000.000,436000000.000,496000000.000,415000000.000
CostsAndExpenses,676000000.000,,647000000.000,718000000.000,618000000.000,655000000.000,800000000.000,658000000.000,803000000.000,747000000.000,806000000.000,633000000.000,687000000.000,713000000.000,787000000.000,693000000.000,766000000.000,786000000.000,823000000.000,747000000.000
DeferredIncomeTaxExpenseBenefit,,,,-10000000.000,,,-16000000.000,,,,0.000,,,,-9000000.000,,,,-2000000.000,
Depreciation,,,,,,,,,,,14000000.000,14000000.000,14000000.000,12000000.000,13000000.000,12000000.000,12000000.000,13000000.000,12000000.000,13000000.000
DepreciationDepletionAndAmortization,,,,61000000.000,,,78000000.000,,,,79000000.000,,,,75000000.000,,,,63000000.000,
DividendsCommonStock,,,,,,,,,,,,,,,,,,,54000000.000,
EarningsPerShareBasic,-0.300,,,,,,,,,,,,,,,,,,,
EarningsPerShareDiluted,-0.300,,,,,,,,,,,,,,,,,,,
