,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,712000.000,,,,891000.000,,,,1003000.000,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,4176000.000,,,,207000.000,,,,-46000.000,,,,,,,,
AllocatedShareBasedCompensationExpense,800000.000,700000.000,700000.000,800000.000,800000.000,900000.000,900000.000,800000.000,1100000.000,1000000.000,1200000.000,1200000.000,1600000.000,1200000.000,1100000.000,1200000.000,1200000.000,1100000.000
AmortizationOfIntangibleAssets,900000.000,,,,,,,,,,,,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,,,,3739208.000,,,4438043.000,3598325.000,,,4438043.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,1504000.000,,,,8834000.000,,,,-2983000.000,,,,-23119000.000,,,,-6022000.000
ComprehensiveIncomeNetOfTax,,,,,,,,,,,,,,94000.000,1488000.000,-716000.000,-12298000.000,-2962000.000
CustomerRefundableFeesPeriodIncreaseDecrease,,,,,,,,,,2737000.000,,,,1538000.000,,,,-35000.000
DeferredIncomeTaxExpenseBenefit,,,,,,-1311000.000,,,,-70000.000,,,,-570000.000,,,,389000.000
DeferredTaxExpenseFromStockOptionsExercised,,,,,,207000.000,,,,,,,,,,,,
Depreciation,,1600000.000,1700000.000,1800000.000,1800000.000,2000000.000,2100000.000,2100000.000,2500000.000,2400000.000,2300000.000,2300000.000,2300000.000,2500000.000,2400000.000,2400000.000,2300000.000,2500000.000
DepreciationDepletionAndAmortization,1500000.000,2509000.000,,,,2933000.000,,,,3542000.000,,,,3390000.000,,,,2774000.000
EarningsPerShareBasic,0.140,0.040,0.240,0.320,0.170,0.130,0.120,-0.010,-0.050,-0.090,0.010,-0.010,0.050,0.000,0.030,-0.010,-0.250,-0.060
EarningsPerShareDiluted,0.130,0.040,0.230,0.310,0.160,0.130,0.120,-0.010,-0.050,-0.090,0.010,-0.010,0.050,0.000,0.030,-0.010,-0.250,-0.060
EffectOfExchangeRateOnCashAndCashEquivalents,,,,,,,,,,,,,,14000.000,,,,-3000.000
EffectiveIncomeTaxRateContinuingOperations,,0.487,,,,0.416,,,,0.347,,,,0.477,,,,-0.123
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,,,,,,,,,-46000.000,,,,,,,,
GainLossOnDispositionOfAssets,,,,,,-21000.000,,,,0.000,,,,-9000.000,,,,-4000.000
GainsLossesOnExtinguishmentOfDebt,,0.000,0.000,0.000,0.000,,,,,,,,,,,,,
