,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30
AllowanceForDoubtfulAccountsReceivableChargeOffs,,,,-73075000.000,-102060000.000,,-97917000.000,-86942000.000
AllowanceForLoanAndLeaseLossesProvisionForLossGross,,,,51387000.000,70110000.000,,77842000.000,70313000.000
AmortizationOfFinancingCostsAndDiscounts,,,1913000.000,,,,1660000.000,
AssetImpairmentCharges,,,,,,,,900000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-3164000.000,,,,-749000.000,
CostOfGoodsSold,132410000.000,143523000.000,197161000.000,148254000.000,151264000.000,111253000.000,211638000.000,187770000.000
CostsAndExpenses,242975000.000,273575000.000,334651000.000,272609000.000,300190000.000,254869000.000,368311000.000,344226000.000
DeferredRevenueAdditions,,,,,,,7037000.000,6167000.000
DeferredRevenueRevenueRecognized,,,,,,,358000.000,1348000.000
Depreciation,3821000.000,4298000.000,4951000.000,5019000.000,5091000.000,5089000.000,5408000.000,5896000.000
FinancialServicesRevenue,72007000.000,72246000.000,70528000.000,75630000.000,77334000.000,75890000.000,74974000.000,82360000.000
FinancingReceivableAllowanceForCreditLossesRecovery,,,,29472000.000,38554000.000,,37107000.000,31726000.000
FinancingReceivableAllowanceForCreditLossesWriteOffs,,,,43603000.000,63506000.000,,60810000.000,55216000.000
GainLossOnSaleOfPropertyPlantEquipment,,,60000.000,,,,-31000.000,
GeneralAndAdministrativeExpense,39238000.000,39302000.000,41866000.000,40622000.000,45000000.000,41042000.000,43709000.000,49978000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,32430000.000,12437000.000,33187000.000,29593000.000,4767000.000,-7000000.000,18931000.000,20575000.000
IncomeTaxExpenseBenefit,337000.000,61000.000,392000.000,267000.000,371000.000,164000.000,342000.000,270000.000
IncomeTaxesPaid,,,463000.000,,,,518000.000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,20476000.000,,,,24530000.000,
IncreaseDecreaseInInventories,,,-80748000.000,,,,-41857000.000,
IncreaseDecreaseInOtherOperatingAssets,,,-6042000.000,,,,-8829000.000,
InterestExpense,,,,,,,18146000.000,19505000.000
InterestPaid,,,11311000.000,,,,11424000.000,
NetCashProvidedByUsedInFinancingActivities,,,-55121000.000,,,,26752000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-55121000.000,,,,26752000.000,
NetCashProvidedByUsedInInvestingActivities,,,-10643000.000,,,,-40953000.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-10643000.000,,,,-40953000.000,
NetCashProvidedByUsedInOperatingActivities,,,62600000.000,,,,13452000.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,62600000.000,,,,13452000.000,
NetIncomeLoss,55322000.000,53935000.000,77697000.000,59887000.000,57027000.000,43060000.000,78338000.000,19565000.000
NetIncomeLossAttributableToNoncontrollingInterest,23229000.000,41559000.000,44902000.000,30561000.000,52631000.000,50224000.000,-59749000.000,
OtherSalesRevenueNet,,,,0.000,0.000,,0.000,0.000
PaymentsOfDebtIssuanceCosts,,,557000.000,,,,348000.000,
PaymentsOfDividends,,,5260000.000,,,,0.000,
PaymentsToAcquirePropertyPlantAndEquipment,,,5650000.000,,,,7797000.000,
ProceedsFromSaleOfPropertyPlantAndEquipment,,,456000.000,,,,641000.000,
ProductWarrantyAccrualPayments,,,,-5650000.000,-7803000.000,,7678000.000,
ProductWarrantyExpense,,,,3992000.000,7588000.000,,8556000.000,
ProfitLoss,32093000.000,12376000.000,32795000.000,29326000.000,4396000.000,-7164000.000,18589000.000,20305000.000
ProvisionForLoanLeaseAndOtherLosses,39694000.000,61951000.000,60342000.000,51387000.000,70110000.000,71764000.000,77842000.000,70313000.000
Revenues,275405000.000,286012000.000,367838000.000,302202000.000,304957000.000,247869000.000,387242000.000,364801000.000
SalesRevenueGoodsNet,203398000.000,213766000.000,297135000.000,226124000.000,226866000.000,170382000.000,309468000.000,277539000.000
SalesRevenueNet,203398000.000,213766000.000,297310000.000,226572000.000,227623000.000,171979000.000,312268000.000,282441000.000
SellingAndMarketingExpense,6282000.000,5742000.000,9470000.000,6311000.000,7336000.000,5022000.000,8917000.000,8210000.000
ShareBasedCompensation,,,465000.000,,,,311000.000,
StandardProductWarrantyAccrualPayments,,,,,,,,7751000.000
StandardProductWarrantyAccrualWarrantiesIssued,,,,,,,,6060000.000
