,2011-09-30,2012-09-30,2013-09-30,2014-09-30,2015-09-30
AdjustmentForAmortization,,,,,11893.000
AmortizationOfIntangibleAssets,,,,4861.000,11893.000
BusinessDevelopment,,,,412114.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,-12630.000,123.000,-57.000,,
CashPeriodIncreaseDecrease,,,,446525.000,-249775.000
ConversionOfStockAmountConverted1,,,,649780.000,
DebtInstrumentConvertibleBeneficialConversionFeature,,,,649780.000,
DebtIssuanceCosts,,,,102932.000,
DeferredFederalIncomeTaxExpenseBenefit,,,-4196.000,-350400.000,-155900.000
DeferredIncomeTaxExpenseBenefit,,,-4911.000,-381900.000,-170100.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,,,-715.000,-31500.000,-14200.000
Depreciation,,,,,850.000
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,,,,-50383.000
DisposalGroupIncludingDiscontinuedOperationCostsOfGoodsSold,,,,,-305295.000
DisposalGroupIncludingDiscontinuedOperationDepreciationAndAmortization,,,,,-850.000
DisposalGroupIncludingDiscontinuedOperationGeneralAndAdministrativeExpense,,,,,-700160.000
DisposalGroupIncludingDiscontinuedOperationInterestIncome,,,,,-48.000
DisposalGroupIncludingDiscontinuedOperationOperatingIncomeLoss,,,,,33040.000
EarningsPerShareBasic,,-0.000,-0.000,,
EarningsPerShareBasicAndDiluted,0.000,,,,
EffectiveIncomeTaxRateContinuingOperations,,,,-0.373,-0.371
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,0.340,0.340,0.340
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,,,-0.398,,
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,,0.058,0.033,0.031
EquipmentExpense,,,,,-2186.000
GainsLossesOnExtinguishmentOfDebt,,,,24650.000,
GeneralAndAdministrativeExpense,15592.000,20223.000,12341.000,2674723.000,2326985.000
IncomeLossFromContinuingOperations,,,,-3086837.000,-2338878.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,-20223.000,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,,-12341.000,,
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,,,-2341080.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,,,-0.050,-0.030
IncomeLossFromDiscontinuedOperationsNetOfTax,,,,,33040.000
IncreaseDecreaseInAccountsPayable,,,-6494.000,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,3730.000,1846.000,,80746.000,38855.000
IncreaseDecreaseInAccountsPayableRelatedParties,,,,10893.000,16107.000
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,,,,,179243.000
IncreaseDecreaseInDeposits,,,,-2500.000,
IncreaseDecreaseInPrepaidExpense,-768.000,-500.000,3268.000,-6838.000,-411.000
InducedConversionOfConvertibleDebtExpense,,,,-24650.000,
InterestExpense,,,,-696628.000,-2202.000
InterestExpenseDebt,,,,649780.000,
InterestPaid,,,,,2250.000
IssuanceOfStockAndWarrantsForServicesOrClaims,,,,,36000.000
NetCashProvidedByUsedInFinancingActivities,0.000,19000.000,15510.000,1415000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,0.000,19000.000,15510.000,1415000.000,
NetCashProvidedByUsedInInvestingActivities,,,,-35000.000,-2186.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,-35000.000,-2186.000
NetCashProvidedByUsedInOperatingActivities,-12630.000,-18877.000,-15567.000,-933475.000,-247589.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-12630.000,-18877.000,-15567.000,-933475.000,-247589.000
NetIncomeLoss,-15592.000,-20223.000,-12341.000,-3758815.000,-2308040.000
NetIncomeLossAttributableToNoncontrollingInterest,,,-12342.000,,
OperatingExpenses,15592.000,,,2674723.000,2338878.000
OperatingLeasesRentExpenseNet,,,,4667.000,23791.000
OtherOperatingIncomeExpenseNet,,,,-671978.000,-2202.000
ProceedsFromIssuanceOfCommonStock,0.000,,,,
ProceedsFromNotesPayable,,,,500000.000,
ProceedsFromRelatedPartyDebt,,19000.000,15510.000,,
ProceedsFromRepaymentsOfRelatedPartyDebt,,,15510.000,,
ProceedsFromSaleOfTreasuryStock,,,,1040000.000,
ProfitLoss,-15592.000,-20223.000,-12341.000,,
ResearchAndDevelopmentExpense,,,,,13051.000
RoyaltyExpense,,,,,139655.000
ShareBasedCompensation,,,,1222357.000,1828297.000
ShippingHandlingAndTransportationCosts,,,,,116287.000
StockIssuedDuringPeriodSharesOther,,,,1479000.000,
StockIssuedDuringPeriodValueIssuedForServices,,,,787759.000,
StockIssuedDuringPeriodValueOther,,,,9860.000,
StockRedeemedOrCalledDuringPeriodValue,,,,-125000.000,
StockRepurchasedAndRetiredDuringPeriodValue,,,,30000.000,
ValuationAllowanceDeferredTaxAssetChangeInAmount,,,4911.000,,
ValuationAllowancesAndReservesAdjustments,,,,347800.000,170100.000
ValuationAllowancesAndReservesDeductions,,,39894.000,,
ValuationAllowancesAndReservesPeriodIncreaseDecrease,,,4911.000,381900.000,170100.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,75229245.000,78320084.000
WeightedAverageNumberOfSharesOutstandingBasic,4410000.000,220500000.000,220500000.000,,
