,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30
AccountsPayableCurrent,1941000.000,,,,,1897000.000,1945000.000,1217000.000,2285000.000,1381000.000,1143000.000,1174000.000,1808000.000,2163000.000,1906000.000,1809000.000,3524000.000,2385000.000,2092000.000
AccountsReceivableGrossCurrent,,,,,,1659000.000,1487000.000,1199000.000,1101000.000,1501000.000,1266000.000,892000.000,1266000.000,1224000.000,1259000.000,990000.000,1234000.000,1022000.000,605000.000
AccruedLiabilitiesCurrent,2758000.000,,,,,934000.000,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,4446000.000,5484000.000,6557000.000,7843000.000,,,,12612000.000,,,,17722000.000,,
AdditionalPaidInCapital,,,,,,25000.000,25000.000,25000.000,25000.000,25000.000,25000.000,25000.000,25000.000,25000.000,25000.000,25000.000,25000.000,25000.000,25000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,68000.000,81000.000,72000.000,63000.000,73000.000,49000.000,47000.000,29000.000,56000.000,39000.000,40000.000,34000.000,33000.000,36000.000
Assets,89038000.000,,,,,89223000.000,88465000.000,86579000.000,87929000.000,88602000.000,89931000.000,89511000.000,90178000.000,92197000.000,84709000.000,86585000.000,91956000.000,93495000.000,83014000.000
AssetsCurrent,15578000.000,,,,,14749000.000,14069000.000,12050000.000,13864000.000,15557000.000,17454000.000,17420000.000,19992000.000,22413000.000,14501000.000,16939000.000,22811000.000,24884000.000,15126000.000
BuildingsAndImprovementsGross,,,,,,52676000.000,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,,,,,,10137000.000,9718000.000,7652000.000,9850000.000,11099000.000,12665000.000,13137000.000,13888000.000,17956000.000,9769000.000,12137000.000,17845000.000,20013000.000,10736000.000
CashFDICInsuredAmount,,,,,250000.000,,,,,,,,250000.000,,,,250000.000,,
ConstructionInProgressGross,,,,,,235000.000,,,,,,,,,,,,,
DebtInstrumentCarryingAmount,,,,,54263000.000,,,,58540000.000,,,,59295000.000,,,,49219000.000,,
DebtInstrumentUnamortizedDiscount,,,,,8156000.000,,,,8324000.000,,,,7996000.000,,,,5566000.000,,
DepositsAssets,,,,,,,,,3858000.000,,,,2458000.000,,,,1722000.000,,
EmployeeRelatedLiabilitiesCurrent,1202000.000,,,,,1094000.000,1488000.000,767000.000,864000.000,840000.000,1225000.000,1387000.000,2073000.000,1284000.000,1956000.000,2383000.000,2851000.000,1527000.000,1774000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,,0.000,,,,,,,,,,,,,,
EquityMethodInvestmentOwnershipPercentage,,,1.000,,1.000,1.000,,,,,,,,,,,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,,276000.000,319000.000,362000.000,406000.000,,,,549000.000,,,,722000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,,,,,,200000.000,,,,200000.000,,,,200000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,,,,,,,200000.000,,,,200000.000,,,,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,,,,,,200000.000,,,,200000.000,,,,200000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,,,,,,200000.000,,,,200000.000,,,,200000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,,,,,,200000.000,,,,200000.000,,,,200000.000,,
FiniteLivedIntangibleAssetsGross,,,,,,2630000.000,2630000.000,2630000.000,2630000.000,,,,2600000.000,,,,2600000.000,,
FiniteLivedIntangibleAssetsNet,,,,,,2354000.000,2311000.000,2268000.000,2224000.000,,,,2051000.000,,,,1878000.000,,
FurnitureAndFixturesGross,,,,,,11067000.000,,,,,,,,,,,,,
GeneralPartnersCapitalAccount,37254000.000,,,,,37254000.000,,,,,,,,,,,,,
IntangibleAssetsNetExcludingGoodwill,2596000.000,,,,,2354000.000,2311000.000,2268000.000,2224000.000,2181000.000,2138000.000,2094000.000,2051000.000,2008000.000,1964000.000,1921000.000,1878000.000,1834000.000,1791000.000
InterestPayableCurrent,13000.000,,,,,,,,,,,,,,,,,,
InventoryNet,612000.000,,,,,503000.000,567000.000,553000.000,638000.000,552000.000,612000.000,644000.000,964000.000,769000.000,783000.000,917000.000,934000.000,966000.000,981000.000
Land,,,,,,6200000.000,,,,,,,,,,,,,
Liabilities,51211000.000,,,,,52137000.000,53092000.000,52992000.000,55462000.000,55562000.000,56453000.000,57102000.000,57484000.000,57419000.000,48954000.000,50122000.000,53117000.000,51287000.000,42380000.000
LiabilitiesAndStockholdersEquity,89038000.000,,,,,89223000.000,88465000.000,86579000.000,87929000.000,88602000.000,89931000.000,89511000.000,90178000.000,92197000.000,84709000.000,86585000.000,91956000.000,93495000.000,83014000.000
LiabilitiesCurrent,8950000.000,,,,,6256000.000,5777000.000,4756000.000,7290000.000,6203000.000,6027000.000,6303000.000,6261000.000,5812000.000,6167000.000,6969000.000,9546000.000,7333000.000,7153000.000
LongTermDebt,,,,,46107000.000,46855000.000,,,50216000.000,,,,51299000.000,,,,43652000.000,44037000.000,35310000.000
LongTermDebtAndCapitalLeaseObligations,,,,,,,47315000.000,48236000.000,48172000.000,49359000.000,50426000.000,50799000.000,51223000.000,51607000.000,42787000.000,43153000.000,,,
LongTermDebtAndCapitalLeaseObligationsCurrent,,,,,,,980000.000,987000.000,2044000.000,1818000.000,1588000.000,1359000.000,76000.000,79000.000,79000.000,81000.000,,,
LongTermDebtCurrent,940000.000,,,,,974000.000,980000.000,987000.000,2044000.000,1818000.000,1588000.000,1359000.000,76000.000,79000.000,79000.000,81000.000,81000.000,83000.000,83000.000
LongTermDebtFairValue,,,,,46100000.000,,,,,,,,,,,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,,,,,51010000.000,,,,418000.000,,,,323000.000,,,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,,,966000.000,,,,2044000.000,,,,76000.000,,,,81000.000,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,,,,,86000.000,,,,55835000.000,,,,96000.000,,,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,,,,,81000.000,,,,86000.000,,,,58633000.000,,,,96000.000,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,,,,,76000.000,,,,81000.000,,,,86000.000,,,,48633000.000,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,,,,2044000.000,,,,76000.000,,,,81000.000,,,,86000.000,,
LongTermDebtNoncurrent,42261000.000,,,,,45881000.000,47315000.000,48236000.000,48172000.000,49359000.000,50426000.000,50799000.000,51223000.000,51607000.000,42787000.000,43153000.000,43571000.000,43954000.000,35227000.000
LongTermDebtPercentageBearingFixedInterestRate,,,0.058,,,,,,,,,,,,,,,,
MembersCapital,,,,,,,37254000.000,37254000.000,37254000.000,37254000.000,37254000.000,37254000.000,37254000.000,37254000.000,37254000.000,37254000.000,37254000.000,37254000.000,37254000.000
MembersEquity,,,,,,,35373000.000,33587000.000,32467000.000,33040000.000,33478000.000,32409000.000,32694000.000,34778000.000,35755000.000,36463000.000,38839000.000,42208000.000,40634000.000
OtherAssetsNoncurrent,6205000.000,,,,,6388000.000,6386000.000,6382000.000,6391000.000,6383000.000,6390000.000,6436000.000,5092000.000,5204000.000,4404000.000,4409000.000,4394000.000,4474000.000,4457000.000
PrepaidExpenseAndOtherAssetsCurrent,1436000.000,,,,,1154000.000,1189000.000,1478000.000,1024000.000,1207000.000,1283000.000,1341000.000,2402000.000,1195000.000,848000.000,1314000.000,1209000.000,1472000.000,1437000.000
PrepaidTaxes,1484000.000,,,,,1060000.000,884000.000,1240000.000,1314000.000,1271000.000,1677000.000,1453000.000,1501000.000,1325000.000,1881000.000,1621000.000,1623000.000,1444000.000,1403000.000
PropertyPlantAndEquipmentGross,,,,,,70178000.000,71183000.000,72436000.000,73293000.000,,,,75655000.000,,,,80595000.000,,
PropertyPlantAndEquipmentNet,64659000.000,,,,,65732000.000,65699000.000,65879000.000,65450000.000,64481000.000,63949000.000,63561000.000,63043000.000,62572000.000,63840000.000,63316000.000,62873000.000,62303000.000,61640000.000
ReceivablesNetCurrent,1300000.000,,,,,1591000.000,1406000.000,1127000.000,1038000.000,1428000.000,1217000.000,845000.000,1237000.000,1168000.000,1220000.000,950000.000,1200000.000,989000.000,569000.000
RestrictedCashAndCashEquivalentsAtCarryingValue,1163000.000,,,,,304000.000,305000.000,,,,,,,,,,,,
RetainedEarningsAccumulatedDeficit,573000.000,,,,,-193000.000,-1906000.000,-3692000.000,-4812000.000,-4239000.000,-3801000.000,-4870000.000,-4585000.000,-2501000.000,-1524000.000,-816000.000,1560000.000,4929000.000,3355000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,37827000.000,,,,37728000.000,37086000.000,35373000.000,33587000.000,32467000.000,33040000.000,33478000.000,32409000.000,32694000.000,34778000.000,35755000.000,36463000.000,38839000.000,42208000.000,40634000.000
UnamortizedDebtIssuanceExpense,,,,,,,,,,,,,,,,,,,-326000.000
UnrecognizedTaxBenefits,,,,,,,,,0.000,,,,0.000,,,,0.000,,
