,2014-06-30,2014-09-30
AssetRetirementObligationAccretionExpense,222000.000,273000.000
BusinessAcquisitionProFormaEarningsPerShareBasic,0.170,1.200
BusinessAcquisitionProFormaEarningsPerShareDiluted,0.170,1.200
BusinessAcquisitionsProFormaNetIncomeLoss,16880000.000,120264000.000
BusinessAcquisitionsProFormaRevenue,150961000.000,171740000.000
BusinessCombinationAcquisitionRelatedCosts,1207000.000,388000.000
CostsAndExpenses,109100000.000,35011000.000
DepreciationDepletionAndAmortization,38470000.000,50246000.000
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,-32397000.000,58526000.000
GeneralAndAdministrativeExpense,13430000.000,14306000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,13905000.000,118564000.000
IncomeTaxExpenseBenefit,409000.000,2412000.000
InterestExpense,13528000.000,12502000.000
LeaseOperatingExpense,14713000.000,16677000.000
NaturalGasProductionRevenue,8687000.000,9795000.000
NetIncomeLoss,13496000.000,116152000.000
NetIncomeLossNetOfTaxPerOutstandingLimitedPartnershipUnitDiluted,0.140,1.160
NetIncomeLossPerOutstandingLimitedPartnershipUnitBasicNetOfTax,0.140,1.160
NonoperatingIncomeExpense,-13505000.000,-12466000.000
OilAndGasRevenue,136510000.000,166041000.000
OperatingIncomeLoss,27410000.000,131030000.000
OtherNonoperatingIncomeExpense,23000.000,36000.000
UndistributedEarnings,13358000.000,114372000.000
UndistributedEarningsDiluted,13358000.000,114372000.000
WeightedAverageLimitedPartnershipUnitsOutstanding,95212000.000,98920000.000
WeightedAverageLimitedPartnershipUnitsOutstandingDiluted,95212000.000,98920000.000
