,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableRelatedPartiesCurrentAndNoncurrent,,,,,,,,,,,,,,,,,,,1757000.000,,,,,
AccountsPayableTradeCurrent,2524000.000,2878000.000,7867000.000,3599000.000,4869000.000,6861000.000,8417000.000,5486000.000,5682000.000,9638000.000,9824000.000,12830000.000,18051000.000,10258000.000,15118000.000,8809000.000,12165000.000,17682000.000,22895000.000,2430000.000,2737000.000,4163000.000,12929000.000,6111000.000
AccountsReceivableNetCurrent,37664000.000,45311000.000,48046000.000,49075000.000,48152000.000,54131000.000,51880000.000,73646000.000,72270000.000,75050000.000,70109000.000,88581000.000,91337000.000,102357000.000,140017000.000,83663000.000,85754000.000,66200000.000,115200000.000,92253000.000,87879000.000,100707000.000,97138000.000,92261000.000
AccountsReceivableRelatedParties,,,,,,,,,,,,,,,,,,,0.000,,,,,
AccruedLiabilitiesCurrent,,,,,,,,,,,,,,,,,,,10378000.000,4331000.000,3850000.000,3863000.000,5416000.000,5749000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,289444000.000,310229000.000,331836000.000,221623000.000,,,,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-1399000.000,-764000.000,0.000,,,,,,,,,,,,,,,,,,,,,
AmountAvailableForDividendDistributionWithoutAffectingCapitalAdequacyRequirements,,,,,,,,224000000.000,276600000.000,389400000.000,,352900000.000,355100000.000,349000000.000,,74500000.000,229100000.000,234500000.000,,,,,,
AssetRetirementObligation,,,,,45860000.000,45632000.000,63114000.000,63644000.000,73961000.000,74284000.000,87967000.000,101991000.000,114422000.000,142712000.000,149062000.000,150977000.000,152989000.000,178207000.000,271456000.000,270571000.000,267312000.000,265898000.000,272436000.000,270011000.000
AssetRetirementObligationCurrent,,,,,2067000.000,-2269000.000,3018000.000,3330000.000,3509000.000,4225000.000,5759000.000,6287000.000,7647000.000,9725000.000,2386000.000,2386000.000,3992000.000,4309000.000,9024000.000,9024000.000,8383000.000,7592000.000,7884000.000,8318000.000
AssetRetirementObligationsNoncurrent,29992000.000,34364000.000,34776000.000,34680000.000,43793000.000,43363000.000,60096000.000,60314000.000,70452000.000,70059000.000,82208000.000,95704000.000,106775000.000,132987000.000,146676000.000,148591000.000,148997000.000,173898000.000,262432000.000,261547000.000,258929000.000,258306000.000,264552000.000,261693000.000
Assets,1535315000.000,1744103000.000,1716363000.000,1665051000.000,2157797000.000,2091927000.000,2200134000.000,2187715000.000,2509748000.000,2455995000.000,2489641000.000,3019487000.000,3010319000.000,3895788000.000,3793592000.000,3604395000.000,2768042000.000,2313389000.000,2709297000.000,2383565000.000,1827707000.000,1545885000.000,1309288000.000,1297274000.000
AssetsCurrent,50951000.000,80863000.000,56692000.000,57999000.000,126101000.000,118683000.000,113991000.000,103386000.000,142512000.000,117260000.000,106157000.000,120899000.000,126479000.000,189871000.000,286233000.000,250820000.000,210447000.000,236710000.000,358522000.000,314362000.000,241585000.000,240549000.000,155039000.000,156166000.000
