,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30
AssetRetirementObligationLiabilitiesSettled,,,,,,,-60000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,3000.000,,,,127000.000,
GeneralAndAdministrativeExpense,63000.000,47000.000,44000.000,54000.000,44000.000,47000.000,50000.000,59000.000
IncreaseDecreaseInAccountsReceivable,,,-52000.000,,,,14000.000,
IncreaseDecreaseInAccruedLiabilities,,,19000.000,,,,-7000.000,
IncreaseDecreaseInAssetRetirementObligations,,,,,,,-60000.000,
IncreaseDecreaseInOtherCurrentAssets,,,-46000.000,,,,-11000.000,
InvestmentIncomeInterest,8000.000,6000.000,4000.000,7000.000,6000.000,6000.000,5000.000,4000.000
LongTermPurchaseCommitmentAmount,,,,,,,33000.000,
NetCashProvidedByUsedInFinancingActivities,,,-299000.000,,,,-169000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-299000.000,,,,-169000.000,
NetCashProvidedByUsedInInvestingActivities,,,-16000.000,,,,224000.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-16000.000,,,,224000.000,
NetCashProvidedByUsedInOperatingActivities,,,318000.000,,,,72000.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,318000.000,,,,72000.000,
NetIncomeLoss,,178000.000,37000.000,-32000.000,-48000.000,-1139000.000,36000.000,13000.000
OilAndGasRevenue,574000.000,499000.000,321000.000,201000.000,220000.000,242000.000,235000.000,246000.000
OperatingCostsAndExpenses,55000.000,47000.000,80000.000,72000.000,63000.000,56000.000,48000.000,71000.000
OperatingExpenses,354000.000,327000.000,288000.000,240000.000,274000.000,1387000.000,204000.000,237000.000
OperatingIncomeLoss,220000.000,172000.000,33000.000,-39000.000,-54000.000,-1145000.000,31000.000,9000.000
PaymentsOfCapitalDistribution,,,299000.000,,,,169000.000,
PaymentsToAcquireOilAndGasProperty,,,12000.000,,,,-3000.000,
ProfitLoss,228000.000,,,,,,,
ResultsOfOperationsDepreciationDepletionAndAmortizationAndValuationProvisions,228000.000,228000.000,164000.000,112000.000,142000.000,167000.000,106000.000,107000.000
ResultsOfOperationsDryHoleCosts,8000.000,5000.000,,2000.000,25000.000,,,
