,2012-03-31,2013-03-31,2013-06-30,2013-09-30
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,543936.000,,,
AssetsFairValueAdjustment,,,,0.000
CostsAndExpenses,5821186.000,,,
EarningsPerShareBasicAndDiluted,-0.020,,,
ForeignCurrencyTransactionGainLossBeforeTax,-438.000,,,
GainLossFromPriceRiskManagementActivity,-685866.000,,,
GeneralAndAdministrativeExpense,2119964.000,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-1540452.000,,,
IncomeLossFromExtraordinaryItemsNetOfTaxPerBasicAndDilutedShare,,,0.440,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-696287.000,,,
IncreaseDecreaseInAccountsReceivable,-413466.000,,,
IncreaseDecreaseInPrepaidExpense,54305.000,,,
IncreaseDecreaseOfRestrictedInvestments,143741.000,,,
InterestExpense,1385147.000,,,
InterestPaid,1118886.000,,,
InvestmentIncomeInterest,4932.000,,,
LegalFees,,0.000,,
NetCashProvidedByUsedInContinuingOperations,-732520.000,,,
NetCashProvidedByUsedInInvestingActivities,-1464952.000,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-1464952.000,,,
NetCashProvidedByUsedInOperatingActivities,732432.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,732432.000,,,
NetIncomeLoss,-1540452.000,,,
NonoperatingIncomeExpense,-1867893.000,,,
OperatingIncomeLoss,327441.000,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentBeforeTaxPortionAttributableToParent,,,,11293.000
OtherCostAndExpenseOperating,2117531.000,,,
OtherNoncashExpense,265701.000,,,
OtherNonoperatingExpense,-2609.000,,,
ProceedsFromSaleOfOilAndGasPropertyAndEquipment,29252.000,,,
ResultsOfOperationsDepreciationDepletionAndAmortizationAndValuationProvisions,897825.000,,,
Revenues,6148627.000,,,
SalesRevenueNet,6148627.000,,,
ShareBasedCompensation,543936.000,,,
UnrealizedGainLossOnDerivatives,-266023.000,,,
UnrealizedGainLossOnPriceRiskFairValueHedgingInstruments,-344140.000,,,
