,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
CashAndCashEquivalentsPeriodIncreaseDecrease,-77418.000,-150459.000,46456.000,-22530.000,-47015.000,
CashPeriodIncreaseDecrease,,,,,,-13558.000
CurrentFederalTaxExpenseBenefit,,0.000,,,,
CurrentStateAndLocalTaxExpenseBenefit,,0.000,,,,
DeferredOtherTaxExpenseBenefit,,0.000,,,,
EarningsPerShareBasicAndDiluted,-0.020,-0.020,-0.010,-0.010,-0.010,-0.010
GeneralAndAdministrativeExpense,81614.000,56807.000,34434.000,21191.000,43998.000,27991.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,-66760.000,-32163.000,-21155.000,-43982.000,-28152.000
IncomeTaxExpenseBenefit,,0.000,,,,
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,-22698.000,-10935.000,-7193.000,-14954.000,-9572.000
IncreaseDecreaseInAccountsPayable,3025.000,7425.000,7625.000,1825.000,-300.000,
IncreaseDecreaseInAccruedInterestReceivableNet,,1124.000,1124.000,,,
IncreaseDecreaseInInterestPayableNet,,,,,,-164.000
IncreaseDecreaseInPrepaidExpense,,,4880.000,-450.000,3333.000,-4430.000
InterestAndOtherIncome,1171.000,2547.000,2271.000,36.000,16.000,
InterestExpense,,,,,,-164.000
InterestIncomeOperating,,,,,,3.000
NetCashProvidedByUsedInOperatingActivities,-77418.000,-60459.000,-43544.000,-22530.000,-47015.000,-23558.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-77418.000,-60459.000,-43544.000,-22530.000,-47015.000,-23558.000
NetIncomeLoss,-80443.000,-66760.000,-32163.000,-21155.000,-43982.000,-28152.000
OperatingExpenses,81614.000,,,,,
OperatingIncomeLoss,-81614.000,-56807.000,-34434.000,-21191.000,-43998.000,-27991.000
OperatingLeasesRentExpenseNet,,,5700.000,1425.000,2850.000,
PaymentsToAcquireNotesReceivable,,-90000.000,90000.000,,,
ProceedsFromLegalSettlements,,-12500.000,,,,
ProceedsFromRelatedPartyDebt,,,,,,10000.000
RelatedPartyCosts,,,,,15000.000,
ValuationAllowanceDeferredTaxAssetChangeInAmount,,22698.000,10935.000,7193.000,14954.000,9572.000
WeightedAverageNumberOfDilutedSharesOutstanding,4269950.000,,,,,
WeightedAverageNumberOfSharesOutstandingBasic,4269950.000,4269950.000,4269950.000,4269950.000,4269950.000,4269950.000
