,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31
GeneralAndAdministrativeExpense,899854.000,772000.000,967000.000,968000.000,1049000.000,1285000.000,1957000.000,2158000.000,1535000.000,3573000.000,1950000.000
ImpairmentOfInvestments,,,,,,,,,0.000,,0.000
IncomeLossFromContinuingOperations,,,,,,,,,,,-3963000.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,,,,,,,,,,-0.040
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,,,,,,,,,,30808000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,,,,,,,,,,,0.260
IncomeLossFromEquityMethodInvestments,74090.000,-20000.000,9000.000,246000.000,-2000.000,-236000.000,155000.000,58000.000,-16000.000,63000.000,70000.000
IncomeTaxExaminationPenaltiesAndInterestExpense,,,,,,,,,,,0.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,255000.000,,,,1525000.000,,,,2730000.000
IncreaseDecreaseInAccountsReceivable,,,-122000.000,,,,3259000.000,,,,-1590000.000
IncreaseDecreaseInDeferredRentReceivables,,,545000.000,,,,,,,,
IncreaseDecreaseInDueToRelatedParties,,,-91000.000,,,,224000.000,,,,-311000.000
IncreaseDecreaseInOtherOperatingAssets,,,448000.000,,,,-42000.000,,,,1036000.000
IncreaseDecreaseInOtherOperatingLiabilities,,,-261000.000,,,,-2741000.000,,,,-397000.000
IncreaseDecreaseInPropertyAndOtherTaxesPayable,,,834000.000,,,,1233000.000,,,,-638000.000
IncreaseDecreaseInRestrictedCash,,,1758000.000,,,,1477000.000,,,,2480000.000
IncreaseDecreaseInRestrictedCashForOperatingActivities,,,41000.000,,,,65000.000,,,,-9000.000
InterestExpense,4680814.000,6185000.000,6574000.000,7273000.000,8877000.000,11277000.000,13073000.000,13311000.000,13580000.000,2705000.000,10578000.000
InterestPaid,,,6091000.000,,,,12366000.000,,,,12820000.000
InvestmentIncomeInterestAndDividend,152072.000,228000.000,387000.000,587000.000,711000.000,871000.000,819000.000,939000.000,668000.000,709000.000,711000.000
MarketableSecuritiesRealizedGainLoss,-9496.000,80000.000,,2000.000,20000.000,,26000.000,81000.000,533000.000,1000.000,24000.000
MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,,,630000.000,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,193091000.000,,,,1303000.000,,,,-160671000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,193091000.000,,,,1303000.000,,,,-160671000.000
NetCashProvidedByUsedInInvestingActivities,,,-166269000.000,,,,-6980000.000,,,,172589000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-166269000.000,,,,-6980000.000,,,,172589000.000
NetCashProvidedByUsedInOperatingActivities,,,10561000.000,,,,20264000.000,,,,18969000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,10561000.000,,,,20264000.000,,,,18969000.000
NetIncomeLoss,-1487061.000,-940000.000,338000.000,990000.000,1594000.000,-306000.000,205000.000,-1483000.000,227000.000,768000.000,26148000.000
NetIncomeLossAttributableToNoncontrollingInterest,27363.000,-2000.000,10000.000,4000.000,-69000.000,96000.000,0.000,0.000,0.000,0.000,
NetIncomeLossAttributableToRedeemableNoncontrollingInterest,,,,,9000.000,,501000.000,546000.000,697000.000,696000.000,697000.000
NoncashOrPartNoncashAcquisitionAccountsReceivableAcquired1,,,54000.000,,,,0.000,,,,
NoncashOrPartNoncashAcquisitionFixedAssetsAcquired1,,,107761000.000,,,,1069000.000,,,,14069000.000
NoncashOrPartNoncashAcquisitionIntangibleAssetsAcquired1,,,19302000.000,,,,178000.000,,,,2324000.000
NoncashOrPartNoncashAcquisitionInvestmentsAcquired1,,,151593000.000,,,,5378000.000,,,,23371000.000
NoncashOrPartNoncashAcquisitionOtherAssetsAcquired1,,,32000.000,,,,0.000,,,,22000.000
NoncashOrPartNoncashAcquisitionOtherLiabilitiesAssumed1,,,697000.000,,,,3000.000,,,,95000.000
OperatingExpenses,14140414.000,16379000.000,17679000.000,21747000.000,26112000.000,34529000.000,43708000.000,42244000.000,42057000.000,24648000.000,40781000.000
OperatingIncomeLoss,3004450.000,4955000.000,6526000.000,7432000.000,9682000.000,10628000.000,12779000.000,11296000.000,13319000.000,-4243000.000,5810000.000
OperatingLeasesIncomeStatementLeaseRevenue,13558279.000,17220000.000,19563000.000,23340000.000,29094000.000,37838000.000,43659000.000,43643000.000,44365000.000,9096000.000,36196000.000
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPeriodIncreaseDecrease,-235134.000,-768000.000,13000.000,,,,,,,,
OtherComprehensiveIncomeLossBeforeReclassificationsNetOfTax,,,,,,,,,,,520000.000
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesNetOfTax,,,,-668000.000,-751000.000,,165000.000,4874000.000,-904000.000,1272000.000,-1016000.000
OtherComprehensiveIncomeLossNetOfTax,,,,,,,,2713000.000,-3078000.000,,805000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeNetOfTax,,,,-2000.000,-20000.000,,,,,,
OtherComprehensiveIncomeReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeNetOfTax,-9496.000,80000.000,,,,,,,,,
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,-97524.000,-1363000.000,947000.000,867000.000,1113000.000,568000.000,2705000.000,-2161000.000,-2174000.000,-791000.000,1821000.000
OtherRealEstateRevenue,257226.000,498000.000,679000.000,543000.000,489000.000,737000.000,3343000.000,1004000.000,1094000.000,4039000.000,1261000.000
PaymentsForCapitalImprovements,,,207000.000,,,,725000.000,,,,2520000.000
PaymentsOfDividends,,,8990000.000,,,,17008000.000,,,,17435000.000
PaymentsOfLoanCosts,,,-177000.000,,,,109000.000,,,,698000.000
PaymentsOfStockIssuanceCosts,,,12776000.000,,,,0.000,,,,
PaymentsToAcquireMarketableSecurities,,,12711000.000,,,,125000.000,,,,36000.000
PaymentsToAcquireNotesReceivable,,,,,,,,,,,1517000.000
PaymentsToAcquireRealEstate,,,151593000.000,,,,5378000.000,,,,23371000.000
PaymentsToMinorityShareholders,,,630000.000,,,,0.000,,,,
ProceedsFromCollectionOfNotesReceivable,,,,,,,,,,,5000.000
ProceedsFromIssuanceOfCommonStock,,,125612000.000,,,,0.000,,,,
ProceedsFromIssuanceOfSecuredDebt,,,73731000.000,,,,14750000.000,,,,0.000
ProceedsFromOtherDebt,,,12728000.000,,,,149000.000,,,,49000.000
ProceedsFromRepurchaseOfEquity,,,-1660000.000,,,,-1841000.000,,,,0.000
ProceedsFromSaleAndMaturityOfMarketableSecurities,,,,,,,725000.000,,,,347000.000
ProceedsFromSaleOfRealEstateHeldforinvestment,,,,,,,,,,,202161000.000
ProceedsFromStockPlans,,,5448000.000,,,,10294000.000,,,,0.000
ProfitLoss,-1459698.000,-942000.000,348000.000,994000.000,1534000.000,-10000.000,706000.000,-937000.000,924000.000,1464000.000,26845000.000
RealEstateRevenueNet,17144864.000,21334000.000,24205000.000,29179000.000,35794000.000,45157000.000,56487000.000,53540000.000,55376000.000,20405000.000,46591000.000
RealEstateTaxExpense,2057757.000,2516000.000,2723000.000,3260000.000,4345000.000,3642000.000,5656000.000,5405000.000,5723000.000,3780000.000,5533000.000
ReclassificationFromAccumulatedOtherComprehensiveIncomeCurrentPeriodNetOfTax,,,,,,,,,,,-285000.000
RelatedPartyTransactionSellingGeneralAndAdministrativeExpensesFromTransactionsWithRelatedParty,,,,566000.000,567000.000,,563000.000,499000.000,360000.000,434000.000,594000.000
RepaymentsOfLinesOfCredit,,,,,,,,,,,52500000.000
RepaymentsOfOtherDebt,,,263000.000,,,,1342000.000,,,,987000.000
RepaymentsOfSecuredDebt,,,286000.000,,,,3173000.000,,,,88436000.000
StockIssuedDuringPeriodValueDividendReinvestmentPlan,,,5448000.000,,,,10294000.000,,,,
StockIssuedDuringPeriodValueNewIssues,,,125612000.000,,,,,,,,
StockRepurchasedDuringPeriodValue,,,1660000.000,,,,1841000.000,,,,
StraightLineRent,,,,,,,1728000.000,,,,1130000.000
TenantReimbursements,3329359.000,3616000.000,3963000.000,5296000.000,6211000.000,6582000.000,9485000.000,8893000.000,9917000.000,7270000.000,9134000.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,81159713.000,104419606.000,,115380042.000,116255280.000,117107314.000,-232074928.000,117809586.000
