,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,,,5900000.000,,,,8200000.000,,
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,,,,5900000.000,,,,,,
AllocatedShareBasedCompensationExpense,5400000.000,8000000.000,8600000.000,8400000.000,5800000.000,7000000.000,12700000.000,10900000.000,9800000.000,10700000.000,11800000.000
AmortizationOfIntangibleAssets,7600000.000,22900000.000,7000000.000,10700000.000,6500000.000,6400000.000,8100000.000,7900000.000,7700000.000,7500000.000,6900000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-47500000.000,,,,-48600000.000,,,,26500000.000,,
CommonStockDividendsPerShareDeclared,,0.120,0.120,,0.120,0.135,0.135,,0.135,0.140,0.140
ComprehensiveIncomeNetOfTax,41700000.000,23100000.000,33100000.000,46400000.000,42200000.000,53200000.000,60200000.000,37900000.000,72800000.000,55900000.000,86100000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,1900000.000,,2200000.000,1500000.000,1900000.000,1900000.000,2300000.000,900000.000,1500000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,35000000.000,,44400000.000,54700000.000,62100000.000,39800000.000,75100000.000,56800000.000,87600000.000
CostOfRevenue,309800000.000,326900000.000,321800000.000,314700000.000,310800000.000,301200000.000,315800000.000,315600000.000,315100000.000,303200000.000,307700000.000
CostsAndExpenses,452900000.000,438000000.000,427900000.000,422500000.000,410100000.000,408800000.000,448500000.000,444700000.000,429900000.000,416400000.000,432000000.000
DeferredIncomeTaxExpenseBenefit,4500000.000,,,,17900000.000,,,,6900000.000,,
DepreciationDepletionAndAmortization,18100000.000,,,,14000000.000,,,,17100000.000,,
DividendsCommonStockCash,,,,,19200000.000,,,,20200000.000,,
EarningsPerShareBasic,,0.260,0.350,,0.370,0.430,0.350,0.370,0.510,0.560,0.530
EarningsPerShareBasicAndDiluted,0.240,,,,,,,,,,
EarningsPerShareDiluted,,0.260,0.350,,0.370,0.430,0.340,0.370,0.510,0.550,0.530
EffectOfExchangeRateOnCashAndCashEquivalents,-10100000.000,,,,-3800000.000,,,,400000.000,,
EffectiveIncomeTaxRateContinuingOperations,0.376,0.435,0.360,-0.792,0.361,0.347,0.291,-0.668,0.292,0.297,0.286
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,2000000.000,2900000.000,2900000.000,2300000.000,2100000.000,2300000.000,4800000.000,3700000.000,3300000.000,3700000.000,4100000.000
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,,,,5900000.000,,,,0.000,,
GoodwillForeignCurrencyTranslationGainLoss,,,,,,,,,-3400000.000,,
GoodwillTranslationAdjustments,-23700000.000,,,,-12600000.000,,,,,,
IncomeLossFromContinuingOperations,39100000.000,42500000.000,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,62700000.000,75200000.000,91000000.000,71000000.000,95800000.000,106800000.000,78600000.000,87900000.000,111900000.000,118900000.000,110400000.000
IncomeTaxExpenseBenefit,23600000.000,32700000.000,32800000.000,24500000.000,34600000.000,37100000.000,22900000.000,27700000.000,32700000.000,35300000.000,31600000.000
