,2011-06-30
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,0.000
Assets,3125696.000
AssetsCurrent,3125696.000
CapitalLeasesLessorBalanceSheetNetInvestmentInDirectFinancingLeasesCurrent,0.000
CapitalLeasesLessorBalanceSheetNetInvestmentInDirectFinancingLeasesNoncurrent,0.000
CapitalLeasesNetInvestmentInSalesTypeLeases,57201.000
Cash,720188.000
GeneralPartnersCapitalAccount,2602.000
LimitedPartnersCapitalAccount,3123094.000
PartnersCapital,3125696.000
PropertyPlantAndEquipmentGross,0.000
PropertyPlantAndEquipmentNet,0.000
