,2012-02-29,2013-02-28,2013-09-30,2014-06-30
AdvertisingExpense,,,9046.000,9118.000
CostOfGoodsSold,,,488598.000,405305.000
EarningsPerShareBasicAndDiluted,0.000,-0.000,-0.140,-0.180
GainsLossesOnRestructuringOfDebt,,,,-312000.000
GeneralAndAdministrativeExpense,4334.000,858.000,,
GrossProfit,,,-384886.000,-145312.000
IncomeLossFromContinuingOperations,,,-1089329.000,-1056349.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-7584.000,-1608.000,,
IncomeTaxExpenseBenefit,,0.000,,
InterestExpense,,,80594.000,181216.000
InterestIncomeOther,,,0.000,
NetIncomeLoss,-7584.000,-1608.000,-1169923.000,-1532533.000
NonoperatingIncomeExpense,,,-80594.000,-476184.000
OperatingExpenses,7584.000,1608.000,704443.000,911037.000
OtherExpenses,,,171227.000,506604.000
OtherIncome,,,0.000,17032.000
ProfessionalFees,3250.000,750.000,52968.000,100256.000
ResearchAndDevelopmentExpense,,,11523.000,24059.000
Revenues,,0.000,103712.000,259993.000
SalariesAndWages,,,320231.000,280118.000
SalesRevenueNet,,0.000,103712.000,242961.000
ShareBasedCompensation,,,148494.000,0.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,7596000.000,8367529.000,8672921.000
