,2012-09-30,2013-09-30
AdjustmentsToAdditionalPaidInCapitalOther,,6588.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,-56.000
EarningsPerShareBasicAndDiluted,,-0.000
GeneralAndAdministrativeExpense,,6644.000
NetCashProvidedByUsedInFinancingActivities,,6588.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,6588.000
NetCashProvidedByUsedInOperatingActivities,,-6644.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-6644.000
NetIncomeLoss,,-6644.000
OperatingExpenses,,6644.000
ProceedsFromRelatedPartyDebt,,6588.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,26350000.000
