,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AssetManagementCosts,4481904.000,4906032.000,3325652.000,2065309.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-17668955.000,-8753657.000,463739.000,62836866.000,-36434784.000,
CashPeriodIncreaseDecrease,,,,,,-32179166.000
DepreciationAmortizationAndAccretionNet,-348365.000,-489008.000,-265526.000,-106706.000,-123536.000,-1209378.000
DistributedEarnings,,,0.000,0.000,0.000,0.000
DividendIncomeOperating,,,,,,26354.000
EarningsPerShareBasic,,,,,-6.440,0.600
FloorBrokerageExchangeAndClearanceFees,90876.000,110295.000,89868.000,77150.000,174592.000,98360.000
GainLossOnInvestments,17859087.000,-58195892.000,30265297.000,-134761696.000,-221862791.000,49964955.000
GainLossOnSaleOfDebtInvestments,11229.000,6193.000,,,,
GainLossOnSaleOfDerivatives,105298150.000,-109731200.000,67259780.000,-60962520.000,,
GainLossOnSaleOfInvestments,,,,,-95881678.000,-240714315.000
GainLossOnSaleOfSecuritiesNet,11229.000,6193.000,17091.000,3806.000,,
IncreaseDecreaseInAccountsPayable,-42994.000,153406.000,-287182.000,-37335.000,,
IncreaseDecreaseInAccountsPayableRelatedParties,,,,,111574.000,9823.000
IncreaseDecreaseInAccruedLiabilities,-1726.000,-8552.000,2912.000,,,
IncreaseDecreaseInBrokerageReceivables,,,,,5694320.000,
IncreaseDecreaseInDividendsReceivable,,,,,,3707.000
IncreaseDecreaseInPayablesToBrokerDealers,,,,1686.000,-1197.000,1425.000
InterestAndDividendIncomeOperating,,,,,,1235732.000
InterestExpense,,,,,19864.000,28626.000
InterestIncomeOperating,346317.000,483428.000,265496.000,104628.000,123536.000,1209378.000
InterestPaid,,,,,19864.000,28626.000
InvestmentIncomeNet,-4226463.000,-4532899.000,-3150024.000,-2037831.000,,
MarketableSecuritiesRealizedGainLoss,,,,,-1486.000,1974.000
MarketableSecuritiesUnrealizedGainLoss,,,,,-9837.000,-5039.000
NetCashProvidedByUsedInFinancingActivities,-91632778.000,327779318.000,-501828764.000,105891453.000,356601890.000,-5105621.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-91632778.000,327779318.000,-501828764.000,105891453.000,356601890.000,-5105621.000
NetCashProvidedByUsedInOperatingActivities,73963823.000,-336532975.000,502292503.000,-43054587.000,-393036674.000,-27073545.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,73963823.000,-336532975.000,502292503.000,-43054587.000,-393036674.000,-27073545.000
NetIncomeLoss,,,27115273.000,-136799527.000,-225777175.000,47793178.000
OperatingExpenses,4572780.000,5016327.000,3415520.000,2142459.000,4037920.000,3422078.000
OperatingIncomeLoss,,,,,-3914384.000,-2171777.000
PartnersCapitalAccountContributions,,,,,,1000.000
PaymentsForProceedsFromInvestments,,,,,,14942839.000
PaymentsForPurchaseOfSecuritiesOperatingActivities,,,,,1957667461.000,1811383546.000
PaymentsForRepurchaseOfCommonStock,439375107.000,234861940.000,550765362.000,107245689.000,173637956.000,162797539.000
PaymentsToAcquireMarketableSecurities,2315706366.000,2704915354.000,1551756156.000,1175908099.000,,
ProceedsFromIssuanceOfCommonStock,336317805.000,562641258.000,48936598.000,213137142.000,530239846.000,157691418.000
ProceedsFromSaleAndMaturityOfMarketableSecurities,2299991520.000,2471990699.000,1990488699.000,1195996218.000,,
ProceedsFromSaleOfSecuritiesOperatingActivities,,,,,1855291568.000,1746467134.000
ProfessionalFees,,,,,3843464.000,3295092.000
ProfitLoss,13632624.000,-62728791.000,27115273.000,,,
RealizedGainLossOnMarketableSecuritiesCostMethodInvestmentsAndOtherInvestments,,,,,-95883164.000,-240712341.000
RealizedInvestmentGainsLosses,105309379.000,-109725007.000,67276871.000,-60958714.000,,
StockIssuedDuringPeriodSharesNewIssues,,20800000.000,,,,
StockIssuedDuringPeriodSharesPeriodIncreaseDecrease,,12000000.000,,,,
StockIssuedDuringPeriodValueNewIssues,,562641258.000,48936598.000,213137142.000,530239846.000,157691418.000
StockIssuedDuringPeriodValueOther,,,-491433184.000,,,
StockIssuedDuringPeriodValuePurchaseOfAssets,,,-464317911.000,,,
StockRedeemedOrCalledDuringPeriodShares,,8800000.000,200000.000,,,
StockRedeemedOrCalledDuringPeriodValue,,233832996.000,540369782.000,107245689.000,173637956.000,162797539.000
StockholdersEquityPeriodIncreaseDecrease,,328808262.000,,-30908074.000,130824715.000,42687057.000
UnrealizedGainLossOnDerivatives,-87430220.000,51471910.000,-36968660.000,-73797040.000,,
UnrealizedGainLossOnInvestments,-87450292.000,51529115.000,-37011574.000,-73802982.000,-125969790.000,290682335.000
UnrealizedGainLossOnMarketableSecuritiesCostMethodInvestmentsAndOtherInvestments,,,,,-125979627.000,290677296.000
UnrealizedGainLossOnSecurities,-20072.000,57205.000,-42914.000,-5942.000,,
UnrealizedGainOnSecurities,13957510.000,51817610.000,,,,
UnrealizedLossOnSecurities,13851170.000,239360.000,,,,
