,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
CashAndCashEquivalentsPeriodIncreaseDecrease,0.000,0.000,0.000,0.000,,,,0.000,,,,,,-9081.000,,,,30820.000,,,,-68599.000
CostOfRevenue,,,,,,,,,,,,,,,,,,,36936.000,409800.000,,511521.000
Depreciation,,,,,,,,,,,,,,,,,,,,,,3015.000
DepreciationDepletionAndAmortization,,,,,,,,,,,,148000.000,,,,,,,,,,19365.000
DerivativeGainLossOnDerivativeNet,,,,,,,,,,,,,,,,,,,,,,160322.000
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationGainLossIncludedInEarnings,,,,,,,,,,,,,,,,,,,,,,160322.000
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationTransfersIntoLevel3,,,,,,,,,,,,,,,,,,,,,,-628830.000
GainsLossesOnExtinguishmentOfDebt,,,,,,,,,,,,,,,,,,,,,,11962.000
GeneralAndAdministrativeExpense,855.000,2950.000,1088.000,1373.000,685.000,949.000,1062.000,1187.000,,6250.000,12709.000,24458.000,28438.000,6423.000,23822.000,18662.000,23608.000,61005.000,50823.000,312856.000,257782.000,598556.000
GrossProfit,,,,,,,,,,,,,,,,,,,24590.000,198554.000,,275014.000
IncomeLossFromContinuingOperations,,,,,,,,,,-6250.000,-12709.000,-192881.000,-5207986.000,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-855.000,-2950.000,-1088.000,-1373.000,,-949.000,-1062.000,,,,,,,,,,,,,,,
IncomeLossFromContinuingOperationsPerOutstandingLimitedPartnershipAndGeneralPartnershipUnitBasicAndDiluted,,,,,,,,,,0.000,0.000,-0.010,-0.360,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerOutstandingLimitedPartnershipAndGeneralPartnershipUnitBasicAndDiluted,,,,,,,,,,0.000,0.000,-0.010,0.010,,,,,,,,,
IncomeLossFromEquityMethodInvestments,0.000,0.000,,,,,,0.000,,,,,,,,,,,,,,
IncreaseDecreaseInAccountsPayable,,,,,,,,,,,,,,,,,,6183.000,,,,129021.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,855.000,2950.000,1088.000,,,949.000,590.000,,,,,,,-3000.000,,,,,,,,
IncreaseDecreaseInAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,-51219.000
IncreaseDecreaseInCustomerDeposits,,,,,,,,,,,,,,,,,,,,,,-102058.000
IncreaseDecreaseInDueToRelatedParties,,,,,,,,,,,,,,,,,,17060.000,,,,
IncreaseDecreaseInInventories,,,,,,,,,,,,,,,,,,136118.000,,,,-4878.000
IncreaseDecreaseInOtherOperatingAssets,,,,,,,,,,,,,,,,,,,,,,-207482.000
IncreaseDecreaseInPrepaidExpense,,,,,,,,,,,,,,,,,,-54700.000,,,,
