,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AllocatedShareBasedCompensationExpense,,,,,,,,,,,,,,,,,,0.000,,,
AllocatedShareBasedCompensationExpenseNetOfTax,,,,4871.000,3831.000,,2021.000,2043.000,1580.000,826.000,808.000,817.000,,,0.000,,,,,,
AmortizationOfDebtDiscountPremium,,,,0.000,,,,,,,,,,,,,,,,,
AmortizationOfIntangibleAssets,0.000,0.000,,0.000,,,,,,,,0.000,,,,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,,,,,,,,,,,,,,94000000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,,,-58115.000,,,,7444.000,,1191.000,,,,16898.000,,,,15079.000
Depreciation,,,1248.000,,,,,,,,,,,,,,,,,,
EarningsPerShareBasic,0.000,0.000,-0.000,0.000,,,,,,,,,,,,,,,,,
EarningsPerShareBasicAndDiluted,,,,,0.000,,0.000,,0.001,,,0.000,,,,,0.000,0.000,,,
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,,,,0.000,,,,,,,,0.000,,,0.000,,,,,,
GeneralAndAdministrativeExpense,97481.000,142755.000,-94286.000,-94191.000,-93846.000,-93797.000,-92974.000,-98612.000,-99600.000,-94533.000,-96156.000,-135401.000,-100418.000,-85278.000,-88278.000,637907.000,-146914.000,-91417.000,92137.000,540903.000,56975.000
IncomeTaxExpenseBenefit,,,,0.000,,,,,,,,0.000,,,0.000,,0.000,0.000,,,
IncreaseDecreaseInAccountsPayable,,,5319.000,,,,8353.000,,,,992.000,,3678.000,,,,-9564.000,,,,1575.000
IncreaseDecreaseInAccruedLiabilities,,,88870.000,,,,53887.000,,,,26887.000,,71844.000,,,,70841.000,,,,48000.000
IncreaseDecreaseInOtherOperatingCapitalNet,,,34929.000,,,,41273.000,,,,46491.000,,-49310.000,,,,-53663.000,,,,-52298.000
IncreaseDecreaseInPrepaidExpense,,,6356.000,,,,-1819.000,,,,1696.000,,932.000,,,,288.000,,,,-302.000
InterestAndOtherIncome,3958.000,-2953.000,-2226.000,-2243.000,5453.000,-1952.000,-1970.000,-1998.000,-2033.000,,-2083.000,-2114.000,3341.000,-1631.000,-1669.000,,-1719.000,-1721.000,,,
InterestExpense,47196.000,34951.000,-35142.000,-35581.000,-37638.000,-39339.000,-41498.000,-44180.000,-46594.000,-46600.000,-46738.000,-49158.000,-49484.000,-50579.000,-52544.000,-54121.000,-53885.000,-55420.000,57502.000,277071.000,52298.000
InterestIncomeOperating,,,-2226.000,,,,-1970.000,,,,-2083.000,,,,,,1719.000,,,,
InterestPaid,,,212.000,,,,225.000,,,,247.000,,174.000,,,,222.000,,,,
NetCashProvidedByUsedInContinuingOperations,,,,,,,,,,,,,,,,,,,,,-50000.000
NetCashProvidedByUsedInFinancingActivities,,,33407.000,,,,-25.000,,,,100169.000,,50075.000,,,,79724.000,,,,65000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,33407.000,,,,-25.000,,,,100169.000,,50075.000,,,,79724.000,,,,65000.000
NetCashProvidedByUsedInInvestingActivities,,,,,,,,,,,,,,,,,0.000,,,,
