,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,126000.000,244000.000,406000.000,434000.000,254000.000,370000.000,261000.000,317000.000,220000.000,357000.000,264000.000,596000.000,803000.000,962000.000,713000.000
AccountsReceivableNetCurrent,,,,,,,,81000.000,59000.000,21000.000,18000.000,40000.000,66000.000,42000.000,37000.000
AccruedLiabilitiesAndOtherLiabilities,253000.000,161000.000,304000.000,350000.000,430000.000,324000.000,399000.000,218000.000,111000.000,297000.000,124000.000,405000.000,762000.000,1210000.000,917000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,248000.000,306000.000,400000.000,504.000,611000.000,724.000,837000.000,959000.000,1075000.000,,,,1520000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,-3000.000,3000.000,0.000,1000.000,-8000.000,-7000.000,-7000.000,-8000.000,-8000.000,-8000.000,-8000.000,0.000,
AdditionalPaidInCapital,,16466000.000,17893000.000,18294000.000,18810000.000,19449000.000,23641000.000,27468000.000,30453000.000,32908000.000,33255000.000,37236000.000,37599000.000,37921000.000,41311000.000
Assets,493000.000,15064000.000,13860000.000,11687000.000,9412000.000,7204000.000,13918000.000,11781000.000,9685000.000,8956000.000,6565000.000,9419000.000,7197000.000,4551000.000,7953000.000
AssetsCurrent,33000.000,14489000.000,13100000.000,10649000.000,8058000.000,5828000.000,12649000.000,10582000.000,8483000.000,7882000.000,5430000.000,8343000.000,6209000.000,3486000.000,6904000.000
AssetsNoncurrent,460000.000,575000.000,760000.000,1038000.000,1354000.000,1376000.000,1269000.000,1199000.000,1202000.000,1074000.000,,,,1065000.000,
Cash,,14008000.000,12607000.000,10065000.000,7722000.000,5272000.000,12164000.000,10127000.000,8198000.000,7456000.000,4848000.000,8100000.000,6006000.000,2941000.000,6582000.000
