,2011-06-30,2011-09-30,2012-03-31,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31
AmortizationOfAdvanceRoyalty,,,,,472.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,18833.000,,-6632.000,,,
EarningsPerShareBasic,0.000,-0.000,-0.000,0.000,-0.000,,-0.010,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-37333.000,,41093.000,,,
IncreaseDecreaseInAccruedInterestReceivableNet,,,3872.000,,17526.000,,,
IncreaseDecreaseInDueToRelatedParties,,,70322.000,,23885.000,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,579.000,,,,,
InterestExpense,2159.000,4111.000,3872.000,7459.000,17526.000,16349.000,15557.000,-7359.000
NetCashProvidedByUsedInFinancingActivities,,,50000.000,,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,50000.000,,,,,
NetCashProvidedByUsedInOperatingActivities,,,-31167.000,,-6632.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-31167.000,,-6632.000,,,
NetIncomeLoss,-72222.000,-62981.000,-68607.000,-291680.000,-89608.000,-901391.000,-3349502.000,474649.000
NonoperatingIncomeExpense,-2159.000,-4111.000,-3872.000,-7459.000,-17526.000,-819982.000,-3244725.000,578017.000
OperatingIncomeLoss,-70063.000,-58870.000,-64735.000,-284221.000,-72082.000,-81409.000,-104777.000,-103368.000
OtherGeneralAndAdministrativeExpense,25767.000,25382.000,21617.000,136847.000,8374.000,17807.000,15777.000,16387.000
ProceedsFromLoanOriginations1,,,,25000.000,,,,
ProceedsFromLoans,,,25000.000,,,,,
ProceedsFromRelatedPartyDebt,,,25000.000,,,,,
ProfessionalFees,7026.000,6968.000,16098.000,61849.000,23225.000,11836.000,50000.000,13481.000
SubordinatedBorrowingInterestRate,,,,0.100,,,,
WeightedAverageNumberOfSharesOutstandingBasic,52612392.000,52612392.000,52612392.000,330940630.000,330940630.000,345665456.000,470829150.000,-105967078.000
