,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,,,,,,,8091000.000,13075000.000,15850000.000,24878000.000,18053000.000,11766000.000,13844000.000,11059000.000,12674000.000,7622000.000,17134000.000,18223000.000,37864000.000
AccountsPayableRelatedPartiesCurrent,,,,,,,,,,0.000,,,,,,,,,
AccountsPayableRelatedPartiesCurrentAndNoncurrent,,,,,,,,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,
AccountsReceivableNetCurrent,,,,,,,38501000.000,46931000.000,58949000.000,82117000.000,63111000.000,53140000.000,53504000.000,41477000.000,33471000.000,23775000.000,32872000.000,52834000.000,60042000.000
AccountsReceivableRelatedParties,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,
AccruedLiabilitiesAndOtherLiabilities,,,,,,,4806000.000,10860000.000,14800000.000,,10876000.000,9951000.000,7894000.000,6340000.000,5869000.000,3344000.000,8099000.000,7877000.000,12253000.000
AccruedLiabilitiesCurrent,,,,,,,,,,12248000.000,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,6600000.000,13297000.000,15876000.000,,19086000.000,25166000.000,36209000.000,37154000.000,38817000.000,42452000.000,45853000.000,49045000.000,58490000.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,984000.000,,,,663000.000,8899000.000,8612000.000,1549000.000,1549000.000,1549000.000
AssetRetirementObligation,851000.000,1555000.000,1584000.000,1614000.000,1643000.000,1673000.000,1702000.000,,,6730000.000,,,,7066000.000,,,,7808000.000,
AssetRetirementObligationsNoncurrent,,,,,,,1702000.000,4751000.000,4812000.000,6730000.000,6813000.000,6897000.000,6981000.000,7066000.000,7154000.000,7243000.000,7713000.000,7808000.000,9628000.000
Assets,,,,,,,291275000.000,379896000.000,402720000.000,436120000.000,430647000.000,436361000.000,417812000.000,419629000.000,366560000.000,394559000.000,532702000.000,529310000.000,1010511000.000
AssetsCurrent,,,,,,,56976000.000,99271000.000,105249000.000,115219000.000,93611000.000,92867000.000,95894000.000,84366000.000,65268000.000,94033000.000,98473000.000,84200000.000,144781000.000
BuildingsAndImprovementsGross,,,,,,,2115000.000,3828000.000,,,,,,,,,,,
BusinessCombinationContingentConsiderationLiabilityNoncurrent,,,,,,,,,,,,,,,,,5000000.000,5000000.000,
Cash,,,,,,,7358000.000,31128000.000,20625000.000,4646000.000,4913000.000,6923000.000,5035000.000,10414000.000,5640000.000,,,,
CashAndCashEquivalentsAtCarryingValue,,,,,,,7358000.000,31128000.000,20625000.000,4646000.000,4913000.000,6923000.000,5035000.000,10414000.000,5640000.000,39657000.000,24786000.000,4314000.000,55498000.000
ConstructionInProgressGross,,,,,,,1658000.000,4598000.000,,,,,,,,,,,
ContractualObligation,,,,,,,,,,,,,11281000.000,11265000.000,17386000.000,16692000.000,14172000.000,13778000.000,16143000.000
ContractualObligationDueAfterFifthYear,,,,,,,,,,,,,6300000.000,4568000.000,6701000.000,6700000.000,6464000.000,4168000.000,4167000.000
ContractualObligationDueInFifthYear,,,,,,,,,,,,,1520000.000,1890000.000,2296000.000,2296000.000,2296000.000,2296000.000,2296000.000
ContractualObligationDueInFourthYear,,,,,,,,,,,,,1170000.000,1460000.000,1866000.000,1866000.000,1866000.000,2296000.000,2296000.000
