,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30
AdministrativeFeesExpense,,,,,,,,,,,,,,,158964.000,154229.000,,,,,
FloorBrokerageExchangeAndClearanceFees,1177848.000,1126468.000,1024206.000,928853.000,842913.000,711822.000,641665.000,632522.000,558850.000,558956.000,531650.000,301889.000,292120.000,0.000,,,,,,,
ForeignCurrencyTransactionGainLossUnrealized,,,,,,,-16054.000,13167.000,10527.000,-2024.000,4767.000,3419.000,-36399.000,-31716.000,-37599.000,45422.000,,,,,
GainLossOnDerivativeInstrumentsHeldForTradingPurposesNet,,,,-2597935.000,,,,,,,,,,,2866721.000,-2828253.000,1059026.000,348227.000,1103741.000,776213.000,-482671.000
GainLossOnSaleOfCommodityContracts,,,,,,,,,,,,,,,,,,,1022965.000,-995688.000,1347046.000
IncentiveFeeExpense,,,,,,,,,,,,,,,486201.000,,,,,,
IncomeLossFromContinuingOperationsPerOutstandingLimitedPartnershipUnitBasicNetOfTax,,,,,,,,,,,,,,,,-0.210,-0.200,,-0.200,-0.190,-0.190
IncomeTaxExpenseBenefit,,,,,,,,,,,,,,,0.000,,,,,,
InterestIncomeOperating,,,,,,,,,,,,,,,,,1174.000,,16407.000,12379.000,17181.000
InvestmentIncomeInterest,3509.000,4792.000,8629.000,7427.000,12587.000,12866.000,9022.000,3887.000,2505.000,6862.000,2901.000,1310.000,960.000,1066.000,722.000,582.000,,,,,
InvestmentIncomeNet,,,,,,,,,,,,,,,,,-386194.000,,-374558.000,-353885.000,-352061.000
ManagementFeeExpense,,,,,,,,,,,,,,,,,105646.000,,106627.000,99890.000,100702.000
NetIncomeLoss,-2567511.000,4535855.000,-1704258.000,-3751575.000,-36047.000,-771716.000,2176387.000,-1355248.000,-1106249.000,3187059.000,-741479.000,1867079.000,120501.000,3912771.000,1944091.000,-3251801.000,672832.000,-31836.000,729183.000,422328.000,-834732.000
NetIncomeLossAllocatedToGeneralPartners,-30229.000,53466.000,-23032.000,-42216.000,-1912.000,-9593.000,25034.000,-16520.000,-12884.000,39787.000,-10068.000,30235.000,5229.000,43978.000,21967.000,-33677.000,7218.000,-386.000,7970.000,5103.000,
NetIncomeLossAllocatedToLimitedPartners,-2537282.000,4482389.000,-1681226.000,-3709359.000,-34135.000,-762123.000,2151353.000,-1338728.000,-1093365.000,3147272.000,-731411.000,1836844.000,115272.000,3868793.000,1922124.000,-3218124.000,665614.000,-31450.000,721213.000,417225.000,
NetIncomeLossPerOutstandingGeneralPartnershipUnit,-0.420,0.740,-0.320,-0.750,-0.040,-0.140,0.590,-0.410,-0.320,0.990,-0.250,,,,,,,,,,
NetIncomeLossPerOutstandingGeneralPartnershipUnitNetOfTax,,,,,,,,,,,,0.750,0.050,,0.910,-1.570,0.340,-0.020,0.370,0.240,
NetIncomeLossPerOutstandingLimitedPartnershipAndGeneralPartnershipUnitBasicAndDiluted,,,,,,,,,,,,,,,,,,,,,-0.460
NetIncomeLossPerOutstandingLimitedPartnershipUnit,-0.420,0.740,-0.320,-0.750,-0.040,-0.140,0.590,-0.410,-0.320,0.990,-0.250,,,,,,,,,,
NetIncomeLossPerOutstandingLimitedPartnershipUnitBasicNetOfTax,,,,,,,,,,,,0.750,0.050,,0.910,-1.570,0.340,-0.020,0.370,0.240,-0.460
NetRealizedOrUnrealizedGainLossOnTradingSecurities,,,,-2597935.000,1005007.000,,2969446.000,-568482.000,-410192.000,3878892.000,-79817.000,2280866.000,521206.000,5103640.000,2866721.000,-2828253.000,1059026.000,,,,
NoninterestExpenseInvestmentAdvisoryFees,294463.000,281616.000,256051.000,232214.000,210728.000,177955.000,160416.000,158131.000,139712.000,139739.000,132913.000,113208.000,109545.000,111542.000,119223.000,115672.000,,,,,
OperatingExpenses,1472311.000,1408084.000,1280257.000,1161067.000,1053641.000,889777.000,802081.000,790653.000,698562.000,698695.000,664563.000,415097.000,401665.000,1191935.000,923352.000,424130.000,387368.000,384417.000,390965.000,366264.000,369242.000
PartnersCapitalAccountRedemptions,,,-4002709.000,,,,3647478.000,,,,6000208.000,,,,1039949.000,,,,544753.000,,
PartnersCapitalAccountUnitsRedeemed,,,-320771.250,,,,310792.558,,,,499344.742,,,,68395.006,,,,36508.328,,
PrincipalTransactionsRevenue,,,,,,,,,,,,,,,,,,,1103741.000,776213.000,-482671.000
ProceedsFromLegalSettlements,,0.000,,,,,,,,,,,,,,,,,,,
RealizedInvestmentGainsLosses,363213.000,5025353.000,1254692.000,,,,3173089.000,-545321.000,-793703.000,2931591.000,835454.000,2387920.000,1094341.000,4230821.000,2968496.000,-1719650.000,-152793.000,,,,
SellingExpense,,,,,,,,,,,,,,,,,,,142169.000,133187.000,134270.000
