,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2016-12-31
AccumulatedDepreciationDepletionAndAmortizationExpensePropertyPlantAndEquipmentCurrentCharge,,431710.000,421982.000,,
AmortizationOfAcquisitionCosts,,2091652.000,2129661.000,2147211.000,0.000
BusinessAcquisitionProFormaIncomeLossFromContinuingOperationsBeforeChangesInAccountingAndExtraordinaryItemsNetOfTaxPerShareDiluted,,,-1765314.000,,
CapitalizedCostsOfUnprovedPropertiesExcludedFromAmortization,1174909.000,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-2085624.000,-111942.000,55277.000,-135928.000,27646.000
CashProvidedByUsedInDiscontinuedOperationsInvestingActivities,-10835495.000,,,,
ComprehensiveIncomeNetOfTax,-2525245.000,-1518820.000,-2483457.000,-2452095.000,-5870808.000
CostOfGoodsAndServicesSold,-4875791.000,,,,
CostOfGoodsSoldExcludingDepreciationDepletionAndAmortization,,360734.000,337684.000,,
CostOfRevenue,,-5037214.000,-3243600.000,4164767.000,374713.000
Depreciation,210518.000,431710.000,421982.000,414189.000,446649.000
DirectOperatingCosts,,-1901039.000,-819724.000,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,,,0.000,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerBasicAndDilutedShare,,,,0.000,
DisposalGroupIncludingDiscontinuedOperationRevenue,,,,0.000,
EarningsPerShareBasic,,,,,-0.050
EarningsPerShareBasicAndDiluted,-0.000,-0.020,-0.020,-0.020,-0.050
EarningsPerShareDiluted,,,,,-0.050
EffectOfExchangeRateOnCashAndCashEquivalents,-13128.000,55490.000,-7955.000,49872.000,64468.000
ForeignCurrencyTransactionLossBeforeTax,92297.000,178203.000,116479.000,,
GainLossOnDispositionOfAssets1,,,,69656.000,
GainLossOnSaleOfPropertyPlantEquipment,,,252.000,0.000,
GainOrLossOnSaleOfStockInSubsidiary,,,,-454200.000,
