,2011-06-30,2011-09-30
CostOfRevenue,266039000.000,278298000.000
DirectCostsOfLeasedAndRentedPropertyOrEquipment,157706000.000,171851000.000
EarningsPerShareBasicAndDiluted,0.070,15.830
GrossProfit,101089000.000,129074000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,1064000.000,26154000.000
IncomeTaxExpenseBenefit,997000.000,10321000.000
InterestExpense,46984000.000,47363000.000
NetIncomeLoss,67000.000,15833000.000
OperatingExpenses,53210000.000,55113000.000
OperatingIncomeLoss,47879000.000,73961000.000
OtherDepreciationAndAmortization,10691000.000,10619000.000
OtherNonoperatingIncomeExpense,169000.000,-444000.000
OtherOperatingIncome,964000.000,1025000.000
Revenues,367128000.000,407372000.000
SalesRevenueGoodsNet,13126000.000,14573000.000
SalesRevenueNet,366164000.000,406347000.000
SellingGeneralAndAdministrativeExpense,43483000.000,45519000.000
