,2012-06-30,2012-09-30,2012-12-31,2013-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,2750.000,5250.000,,
AdditionalPaidInCapital,9000.000,9000.000,13075.000,15075.000
Assets,6275.000,6275.000,,
AssetsCurrent,6275.000,6275.000,,
CashAndCashEquivalentsAtCarryingValue,6275.000,6275.000,,
CommonStockValue,25000.000,25000.000,25000.000,25000.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,30475.000,32975.000,38075.000,40075.000
LiabilitiesAndStockholdersEquity,6275.000,6275.000,,
LiabilitiesCurrent,2750.000,5250.000,,
StockholdersEquity,3525.000,1025.000,,
