,2011-04-30,2011-07-31,2011-10-31,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31,2017-04-30
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,-209000000.000,,,,,,,,,,,,,,,,,,,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,4000000.000,,,,,,,,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,2005000000.000,,,,1567000000.000,,,,1074000000.000,,,,-1269000000.000,,,,-1376000000.000,,,,-1108000000.000,,,,-322000000.000
CommonStockDividendsPerShareDeclared,1.460,,,,1.590,0.000,0.000,0.000,1.880,0.000,0.000,0.000,1.920,,0.000,,1.960,0.000,0.000,0.000,2.000,0.000,0.000,0.000,2.040
ComprehensiveIncomeNetOfTax,3631000000.000,4209000000.000,675000000.000,5128000000.000,4689000000.000,2948000000.000,4604000000.000,5581000000.000,2403000000.000,3148000000.000,4444000000.000,3618000000.000,3877000000.000,4848000000.000,1417000000.000,2049000000.000,1914000000.000,3682000000.000,1033000000.000,3636000000.000,3681000000.000,3096000000.000,2371000000.000,1860000000.000,4317000000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,236000000.000,198000000.000,-713000000.000,241000000.000,574000000.000,-228000000.000,298000000.000,178000000.000,153000000.000,-132000000.000,146000000.000,128000000.000,91000000.000,283000000.000,-82000000.000,-102000000.000,-189000000.000,238000000.000,-188000000.000,-16000000.000,122000000.000,37000000.000,170000000.000,111000000.000,395000000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,3867000000.000,4407000000.000,-38000000.000,5369000000.000,5310000000.000,2720000000.000,4950000000.000,5788000000.000,2580000000.000,2981000000.000,4610000000.000,3738000000.000,3968000000.000,5131000000.000,1335000000.000,1947000000.000,1725000000.000,3920000000.000,845000000.000,3620000000.000,3803000000.000,3133000000.000,2541000000.000,1971000000.000,4712000000.000
CostOfRevenue,78177000000.000,81770000000.000,82591000000.000,92589000000.000,85186000000.000,85657000000.000,85517000000.000,96128000000.000,86027000000.000,87455000000.000,86687000000.000,97900000000.000,86714000000.000,90010000000.000,89247000000.000,99115000000.000,86483000000.000,90056000000.000,87446000000.000,96999000000.000,86544000000.000,89485000000.000,87484000000.000,97743000000.000,87688000000.000
DepreciationAndAmortization,1985000000.000,,,,2106000000.000,,,,2194000000.000,,,,2250000000.000,,,,2319000000.000,,,,2388000000.000,,,,2551000000.000
DividendsCash,5094000000.000,,,,5409000000.000,,,,6190000000.000,,,,6189000000.000,,,,6314000000.000,,,,6291000000.000,,,,6173000000.000
EarningsPerShareBasic,0.970,1.090,0.970,1.510,1.100,1.190,1.080,1.670,1.150,1.240,1.150,1.360,1.110,1.270,1.150,1.540,1.030,1.080,1.030,1.440,0.980,1.210,0.980,1.230,1.000
EarningsPerShareDiluted,0.970,1.090,0.960,1.500,1.090,1.180,1.080,1.670,1.140,1.240,1.140,1.360,1.110,1.260,1.150,1.530,1.030,1.080,1.030,1.430,0.980,1.210,0.980,1.210,1.000
EffectOfExchangeRateOnCashAndCashEquivalents,234000000.000,,,,376000000.000,,,,-83000000.000,,,,90000000.000,,,,-14000000.000,,,,250000000.000,,,,139000000.000
IncomeLossFromContinuingOperations,3427000000.000,3801000000.000,3344000000.000,5194000000.000,3742000000.000,4016000000.000,3635000000.000,5606000000.000,,,3727000000.000,,3582000000.000,3923000000.000,3711000000.000,4966000000.000,3341000000.000,3475000000.000,3304000000.000,4574000000.000,3079000000.000,3773000000.000,3034000000.000,3757000000.000,3039000000.000
IncomeLossFromContinuingOperationsAttributableToNoncontrollingEntity,,,,,,,,,,,-143000000.000,,-129000000.000,166000000.000,115000000.000,480000000.000,-58000000.000,160000000.000,110000000.000,174000000.000,137000000.000,116000000.000,168000000.000,229000000.000,113000000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,5378000000.000,5805000000.000,5343000000.000,7872000000.000,5852000000.000,6193000000.000,5569000000.000,8123000000.000,5926000000.000,6240000000.000,5730000000.000,6760000000.000,5625000000.000,6202000000.000,5609000000.000,7363000000.000,4856000000.000,5526000000.000,5162000000.000,6094000000.000,4714000000.000,5599000000.000,4534000000.000,5650000000.000,4674000000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,3578000000.000,3937000000.000,3501000000.000,5438000000.000,3894000000.000,4161000000.000,3825000000.000,5876000000.000,,,3870000000.000,,3711000000.000,4089000000.000,3826000000.000,5188000000.000,3283000000.000,3635000000.000,3414000000.000,4748000000.000,3216000000.000,3889000000.000,3202000000.000,3986000000.000,3152000000.000
IncomeLossFromContinuingOperationsPerBasicShare,0.980,1.090,0.970,1.520,1.100,1.190,1.080,1.670,,,1.140,,1.100,1.220,1.150,1.540,1.030,1.080,1.030,1.440,0.980,1.210,0.980,1.230,1.000
