,2012-06-26,2012-09-25,2013-03-26,2013-06-25,2013-09-24,2014-04-01,2014-07-01,2014-09-30,2014-12-30,2015-03-31,2015-06-30,2015-09-29,2015-12-29,2016-03-29,2016-06-28,2016-09-27,2016-12-27
AmortizationOfFinancingCostsAndDiscounts,,,829000.000,,,1013000.000,,,,953000.000,,,,1138000.000,,,
AmortizationOfIntangibleAssets,3600000.000,3500000.000,3600000.000,3600000.000,3800000.000,4200000.000,4200000.000,4600000.000,4300000.000,4400000.000,4600000.000,4500000.000,4400000.000,4500000.000,4500000.000,4700000.000,4900000.000
AssetImpairmentCharges,,,,,,,,,,,3730000.000,1050000.000,,321000.000,2253000.000,1392000.000,
BusinessAcquisitionsProFormaNetIncomeLoss,,,,,,,,306000.000,,,,,,,,,
BusinessAcquisitionsProFormaRevenue,8500000.000,8400000.000,,,,,,302326000.000,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,26568000.000,,,-12649000.000,,,,11649000.000,,,,13134000.000,,,
ConstructionInProgressExpendituresIncurredButNotYetPaid,,,,,,,,,,,,,,1950000.000,,,
CostOfGoodsSoldDirectLabor,,,75590000.000,70449000.000,72773000.000,83469000.000,80957000.000,84431000.000,85813000.000,88645000.000,88363000.000,87127000.000,84660000.000,90977000.000,85286000.000,87218000.000,86320000.000
CostOfGoodsSoldDirectMaterials,,,76848000.000,71793000.000,74144000.000,88087000.000,86605000.000,89114000.000,87698000.000,85725000.000,84605000.000,85541000.000,86474000.000,87481000.000,82755000.000,85512000.000,84705000.000
CostsAndExpenses,242839000.000,,253118000.000,241044000.000,248522000.000,281856000.000,279603000.000,292626000.000,291485000.000,293021000.000,296885000.000,295929000.000,294736000.000,301767000.000,291235000.000,300536000.000,292221000.000
CurrentIncomeTaxExpenseBenefit,,,2400000.000,,,1300000.000,,,,700000.000,,,,-1200000.000,274000.000,-2137000.000,
DeferredIncomeTaxExpenseBenefit,,,350000.000,,,-906000.000,,,,-2614000.000,,,,-3072000.000,,,
DeferredStateAndLocalIncomeTaxExpenseBenefit,,,,,,1200000.000,,,,,,,,,,,
DepreciationAndAmortization,,,4393000.000,4480000.000,4747000.000,5097000.000,5097000.000,5343000.000,5192000.000,5247000.000,5262000.000,5316000.000,5345000.000,5277000.000,5312000.000,5634000.000,5736000.000
DepreciationDepletionAndAmortization,,,12950000.000,,,15048000.000,,,,14933000.000,,,,16824000.000,,,
EffectiveIncomeTaxRateContinuingOperations,,,0.152,,,0.302,,,,0.131,,,,,,,
GainsLossesOnExtinguishmentOfDebt,-5144000.000,,,0.000,,,,,,,,,,,,,
GeneralAndAdministrativeExpense,,,14424000.000,15097000.000,14637000.000,15459000.000,15684000.000,15932000.000,16138000.000,16702000.000,17412000.000,17773000.000,19742000.000,18449000.000,18665000.000,19387000.000,20058000.000
