,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31
AccountsAndOtherReceivablesNetCurrent,,,,,,,14725.000,2107.000,,,,,,,,
AccountsPayableCurrent,1697987.000,1695605.000,1699804.000,1682761.000,1678065.000,1497642.000,1483192.000,1468203.000,1416492.000,1399344.000,1396050.000,1401751.000,1400393.000,1399834.000,1396382.000,1365365.000
AccountsPayableRelatedPartiesCurrent,,,,,361299.000,,,352622.000,,,,,,,,
AccountsReceivableNet,,,,,,,,,,5732.000,,,,,4446.000,0.000
AccountsReceivableNetCurrent,25922.000,6677.000,23841.000,7005.000,387.000,6357.000,,,2068.000,35088.000,1403.000,1403.000,1403.000,4446.000,,
AccruedLiabilitiesCurrent,2158796.000,2296193.000,2433310.000,2570838.000,2708576.000,2984188.000,3121470.000,3259856.000,3148769.000,3277874.000,3407280.000,3662903.000,3792262.000,3921922.000,4051835.000,4064056.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,-568642.000,,,-568786.000,,,,,,,,
AdditionalPaidInCapital,19831800.000,19831800.000,19831800.000,19831800.000,19831800.000,19831800.000,19831800.000,19831800.000,19831800.000,19831800.000,19831800.000,19831800.000,19831800.000,19831800.000,19831800.000,19831800.000
AllowanceForDoubtfulAccountsReceivableCurrent,38538.000,38538.000,38538.000,38538.000,35088.000,38088.000,,35088.000,35088.000,,35088.000,35088.000,35088.000,35088.000,35088.000,35088.000
Assets,131600.000,102486.000,107273.000,97599.000,62639.000,44679.000,53212.000,20816.000,12821.000,13120.000,9534.000,4646.000,5569.000,8718.000,9653.000,2588.000
AssetsCurrent,37584.000,18968.000,34252.000,35075.000,10612.000,13447.000,32378.000,10379.000,12782.000,13120.000,9534.000,4646.000,5569.000,,,
BadDebtReserveForTaxPurposesOfQualifiedLender,,,,,,,,0.000,,,,,,,,
CapitalLeaseObligationsCurrent,0.000,,,,,,,,,,,,,,,
CapitalLeaseObligationsNoncurrent,0.000,,,,,,,,,,,,,,,
Cash,,,,,,1273.000,12043.000,3070.000,5512.000,2186.000,2929.000,2567.000,1690.000,3596.000,4531.000,1912.000
CashAndCashEquivalentsAtCarryingValue,4356.000,5332.000,3452.000,21469.000,3846.000,1273.000,,3070.000,5512.000,2186.000,2929.000,2567.000,1690.000,3596.000,4531.000,1912.000
CashEquivalentsAtCarryingValue,,,,21469.000,,,,,,,,,,,,
CommonStockNoParValue,,,,,,,,,,,,0.001,,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.010,0.010,0.001,0.001,0.001,0.001,0.001,,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,68090590.000,68090590.000,68090590.000,68090590.000,68090590.000,68090590.000,68090590.000,68090590.000,68090590.000,68090590.000,68090590.000,68090590.000,68090590.000,68090590.000,68090590.000,68090590.000
CommonStockSharesOutstanding,68090590.000,68090590.000,68090590.000,68090590.000,68090590.000,68090590.000,68090590.000,68090590.000,68090590.000,68090590.000,68090590.000,68090590.000,68090590.000,68090590.000,68090590.000,68090590.000
CommonStockValue,68091.000,68091.000,68091.000,68091.000,68091.000,68091.000,68091.000,68091.000,68091.000,68091.000,68091.000,68091.000,68091.000,68091.000,68091.000,68091.000
ConvertibleDebtCurrent,,,,,,,,25000.000,,,,,,,,
ConvertibleDebtNoncurrent,,,,,,,,0.000,,,,,,,,
DeferredTaxAssetsGoodwillAndIntangibleAssets,,,,,,,,597000.000,,,,,,,,
DeferredTaxAssetsLiabilitiesNet,,,,,0.000,,,0.000,,,,,,,0.000,
DeferredTaxAssetsNetCurrent,,,,,1320647.000,,,,,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,5779734.000,,,5406460.000,,,,,,,,
DeferredTaxAssetsOther,,,,,60031.000,,,,,,,,,,,
DeferredTaxAssetsOtherTaxCarryforwards,,,,,,,,60031.000,,,,,,,,
DeferredTaxAssetsValuationAllowance,,,,,-1333195.000,,,-7610613.000,,,,,,,,
DueFromRelatedPartiesCurrent,,,,,,,,,,,228854.000,,,,,
DueToRelatedPartiesCurrent,,,,,252086.000,,,,,,,,,,,
EmployeeRelatedLiabilitiesCurrent,,,,,2040629.000,,,,,,,,,,,
FurnitureAndFixturesGross,,,,,25068.000,,,25068.000,,,,,,,,
IntangibleAssetsNetExcludingGoodwill,93256.000,82894.000,72532.000,62170.000,51808.000,31085.000,20723.000,10362.000,0.000,0.000,0.000,,,,,
InterestPayableCurrent,,,,,415861.000,,,,,,344942.000,,364947.000,371592.000,,
InventoryFinishedGoods,,,,,5144.000,,,4526.000,4526.000,4526.000,4526.000,,,,,
InventoryLIFOReserve,0.000,,,,,,,,,,,,,,,
InventoryNet,6286.000,6283.000,6283.000,5925.000,5144.000,5141.000,4934.000,4526.000,4526.000,4526.000,4526.000,0.000,,,,
InventoryRawMaterials,,,,,0.000,,,,,,,,,,,
InventoryRawMaterialsAndSupplies,,,,,,,,0.000,0.000,,,,,,,
Liabilities,6881234.000,7026249.000,7174565.000,7323050.000,7456092.000,7600281.000,7753113.000,7876510.000,7379688.000,7511645.000,7642757.000,1915081.000,8060082.000,8204183.000,8342644.000,8337848.000
LiabilitiesAndStockholdersEquity,131600.000,102486.000,107273.000,97599.000,62639.000,44679.000,53212.000,20816.000,12821.000,13120.000,9534.000,4646.000,5569.000,8718.000,9653.000,2588.000
LiabilitiesCurrent,6881234.000,,,,7456092.000,,,,,,,,,,,
LitigationReserveCurrent,,,,,603921.000,,,603921.000,,,,,,,,
LongTermDebtCurrent,,,,,-3069451.000,,,,,,,,,,,
LongTermDebtNoncurrent,,,,,0.000,,,,,,,,,,,
LongTermNotesPayable,0.000,,,,,,,,,,,,,,,
MachineryAndEquipmentGross,,,,,543793.000,,,543793.000,,,,,,,,
NotesPayableCurrent,1919585.000,1919585.000,1919585.000,1919585.000,1919585.000,1919585.000,1919585.000,1919585.000,1747585.000,1747585.000,1747585.000,1747585.000,1747585.000,1747585.000,1747585.000,1747585.000
NotesPayableRelatedPartiesClassifiedCurrent,1104866.000,1114866.000,1121866.000,1149866.000,1149866.000,1198866.000,1228866.000,1228866.000,1066842.000,1086842.000,1091842.000,1102842.000,1119842.000,1134842.000,1146842.000,1160842.000
OtherIntangibleAssetsNet,,,,,597000.000,,,,,,,,,,,
PreferredStockNoParValue,,,,,,,,,,,,0.500,,,,
PreferredStockParOrStatedValuePerShare,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,,0.500,0.500,0.500,0.500
