,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31
PreferredStockSharesAuthorized,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000
PreferredStockSharesIssued,2763699.000,2763699.000,2763699.000,2763699.000,2763699.000,2763699.000,2763699.000,2763699.000,2763699.000,2763699.000,2763699.000,2763699.000,2763699.000,2763699.000,2763699.000,2763699.000
PreferredStockSharesOutstanding,2763699.000,2763699.000,2763699.000,2763699.000,2763699.000,2763699.000,2763699.000,2763699.000,2763699.000,2763699.000,2763699.000,2763699.000,2763699.000,2763699.000,2763699.000,2763699.000
PreferredStockValue,1381849.000,1381849.000,1381849.000,1381849.000,1381849.000,1381849.000,1381849.000,1381849.000,1381849.000,1381849.000,1381849.000,1381849.000,1381849.000,1381849.000,1381849.000,1381849.000
PrepaidExpenseAndOtherAssetsCurrent,1020.000,676.000,676.000,676.000,1235.000,676.000,676.000,676.000,676.000,676.000,676.000,676.000,2476.000,676.000,676.000,676.000
PropertyPlantAndEquipmentGross,,,,,568861.000,,,568861.000,,,,,,,,
PropertyPlantAndEquipmentNet,760.000,624.000,489.000,354.000,219.000,147.000,111.000,75.000,39.000,0.000,0.000,,0.000,,,
RetainedEarningsAccumulatedDeficit,-28031374.000,-28205503.000,-28349032.000,-28507191.000,-28675193.000,-28837342.000,-28981641.000,-29137434.000,-28648607.000,-28780265.000,-28914963.000,-29192175.000,-29336253.000,-29477206.000,-29614731.000,-29617000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,,,,,0.500,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,,,,,0.500,,,,,,,,,,,
SharesOutstanding,,,,,,,,-7855694.000,,,,,,,,
ShortTermBorrowings,,,,,3069451.000,,,,,,,,,,,
StockholdersEquity,-6749634.000,-6923763.000,-7067292.000,-7225451.000,-7393453.000,-7555602.000,-7699901.000,-7855694.000,-7366867.000,-7498525.000,-7633223.000,-7910435.000,-8054513.000,-8195466.000,-8332991.000,-8335260.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-6749634.000,-6923763.000,-7067292.000,-7225451.000,-7393453.000,-7555602.000,-7699901.000,-7855694.000,-7366867.000,-7498525.000,-7633223.000,-1910435.000,-8054513.000,-8195465.000,-8332991.000,-8335260.000
ValuationAllowanceAmount,,,,,-7757412.000,,,,,,,,,,,
WeightedAverageNumberOfSharesOutstandingBasicAndDiluted,,68090590.000,,,,,,,,,,,,,,
