,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AdjustmentForAmortization,,,,9625.000,10282.000,6127.000
AllowanceForDoubtfulAccountsReceivableWriteOffs,,,7000.000,1000.000,0.000,
AllowanceForLoanAndLeaseLossRecoveryOfBadDebts,,,4000.000,-4023.000,,
AmortizationOfAcquisitionCosts,10481.000,8246.000,9028.000,9205.000,9851.000,5834.000
CapitalLeasesIncomeStatementDirectFinancingLeaseRevenue,,,-285.000,-1860.000,-2427.000,-2371.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-187757.000,50769.000,-50691.000,-2531.000,2148.000,14939.000
CostsAndExpenses,354967.000,386142.000,369991.000,372789.000,644219.000,1041177.000
DebtInstrumentDecreaseForgiveness,70000.000,,40000.000,36000.000,60000.000,13000.000
Depreciation,247089.000,268818.000,277521.000,291087.000,548505.000,876111.000
DepreciationAndAmortization,257570.000,277064.000,286549.000,300292.000,558356.000,881945.000
EarningsPerShareBasic,,,0.030,0.020,-0.020,-0.030
GainLossOnDispositionOfAssets,-8862.000,-4311.000,-11090.000,-6077.000,-8457.000,-14217.000
GainLossOnSaleOfPropertyPlantEquipment,8862.000,4311.000,11090.000,6077.000,8457.000,14217.000
IncomeTaxReconciliationDeductionsOther,,-303.000,3754.000,,,
IncomeTaxReconciliationDispositionOfAssets,,-905.000,2848.000,,,
IncomeTaxReconciliationNondeductibleExpenseAmortization,,7981.000,8879.000,,,
IncomeTaxReconciliationNondeductibleExpenseDepreciation,,-108057.000,8318.000,,,
IncreaseDecreaseInAccountsPayable,,,,987.000,6317.000,8107.000
IncreaseDecreaseInAccountsPayableRelatedParties,,,,30261.000,248215.000,11807.000
IncreaseDecreaseInDueFromAffiliatesCurrent,,,,,70.000,-41242.000
IncreaseDecreaseInLeasingReceivables,,,,,,10387.000
IncreaseDecreaseInOperatingCapital,-77961.000,67501.000,-108772.000,,,
IncreaseDecreaseInOtherAccruedLiabilities,,,,,,4871.000
IncreaseDecreaseInOtherReceivables,,,,-14858.000,418.000,-1944.000
InterestAndOtherIncome,5165.000,5604.000,2179.000,2382.000,2800.000,2758.000
InterestExpense,3613.000,6887.000,7173.000,8257.000,23181.000,80927.000
NetCashProvidedByUsedInFinancingActivities,-351012.000,-189842.000,-154843.000,-120399.000,59294.000,0.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-351012.000,-189842.000,-154843.000,-120399.000,59294.000,0.000
NetCashProvidedByUsedInInvestingActivities,48378.000,22577.000,34374.000,-36773.000,-431776.000,8217.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,48378.000,22577.000,34374.000,-36773.000,-431776.000,8217.000
NetCashProvidedByUsedInOperatingActivities,114877.000,218034.000,69778.000,154641.000,374630.000,6722.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,114877.000,218034.000,69778.000,154641.000,374630.000,6722.000
NetIncomeLossAllocatedToLimitedPartners,6271.000,-17502.000,24135.000,11947.000,-16269.000,-23860.000
NetIncomeLossPerOutstandingLimitedPartnershipUnit,0.010,-0.020,,,,
OperatingExpenses,105784.000,102191.000,80537.000,67240.000,62682.000,77682.000
OperatingLeasesIncomeStatementLeaseRevenue,,,380857.000,376277.000,616693.000,1000342.000
OtherSignificantNoncashTransactionValueOfConsiderationReceived1,,264000.000,134000.000,,,
PartnersCapitalAccountContributions,,,,74404.000,11404.000,
PartnersCapitalAccountDistributions,-369910.000,-369842.000,-369843.000,-240399.000,,
PartnersCapitalAccountExchangesAndConversions,,,,,,0.000
PartnersCapitalAccountRedemptions,-1102.000,,,0.000,0.000,
PartnersCapitalAccountUnitsRedeemed,-275.000,0.000,0.000,,,
PaymentsForRepurchaseOfEquity,-1102.000,0.000,,,,
PaymentsToAcquireFinanceReceivables,,,,4799.000,14026.000,0.000
PaymentsToAcquirePropertyPlantAndEquipment,,,,53518.000,464647.000,30174.000
ProceedsFromCollectionOfFinanceReceivables,13201.000,9166.000,2529.000,7129.000,12558.000,16543.000
ProceedsFromContributedCapital,20000.000,180000.000,215000.000,120000.000,7619.000,0.000
ProceedsFromContributionsFromAffiliates,207047.000,444289.000,348968.000,120000.000,7619.000,
ProceedsFromFeesReceived,-2690.000,-970.000,,,,
ProceedsFromFinancingRevenueReceivedUnderLeases,,,,,51675.000,0.000
ProceedsFromOtherDebt,-47451.000,-103748.000,-116491.000,-158250.000,-414134.000,-832610.000
ProceedsFromSaleOfPropertyPlantAndEquipment,35177.000,13411.000,31845.000,14415.000,34339.000,21848.000
ProfitLoss,6271.000,-17502.000,24135.000,11947.000,-16269.000,-23860.000
RevenueFromLeaseOrRentalOfPropertyOrEquipment,347211.000,358725.000,,,,
Revenues,361238.000,368640.000,394126.000,384736.000,627950.000,1017317.000
SalesRevenueNet,361238.000,368640.000,394126.000,384736.000,627950.000,1017317.000
ValuationAllowancesAndReservesChargedToCostAndExpense,-12000.000,,,,,
ValuationAllowancesAndReservesRecoveries,,0.000,-4268.000,-3000.000,,623.000
WeightedAverageLimitedPartnershipUnitsOutstanding,748102.000,747925.000,747925.000,747925.000,747925.000,747925.000
