,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AccruedProfessionalFeesCurrentAndNoncurrent,,,63198.000,,,,73058.000,,,,68590.000,,,
Assets,32778338.000,23072752.000,19771254.000,18979436.000,15561115.000,14718457.000,12947165.000,13629555.000,11058186.000,10655170.000,9433993.000,8111337.000,8126300.000,8156843.000
Cash,223255.000,188567.000,174708.000,191539.000,196769.000,183119.000,178640.000,200013.000,182573.000,209988.000,161963.000,183427.000,149001.000,170140.000
CommissionsPayableToBrokerDealersAndClearingOrganizations,122919.000,86523.000,74142.000,71173.000,58354.000,55194.000,48552.000,51111.000,41468.000,39957.000,35377.000,30418.000,16930.000,16993.000
DerivativeAssets,,,,,5490751.000,3677829.000,5006715.000,4838994.000,-5609698.000,4229742.000,4757569.000,2171006.000,3914930.000,7667728.000
DerivativeAssetsLiabilitiesAtFairValueNet,,,,,,-3414788.000,1591998.000,1727355.000,-814039.000,1000870.000,2665045.000,-64208.000,2317452.000,5069051.000
DerivativeFairValueOfDerivativeLiability,,,,,5324623.000,7092617.000,3414717.000,3111639.000,5053300.000,3228872.000,2092524.000,2235214.000,1597478.000,2598677.000
DerivativeFairValueOfDerivativeLiabilityAmountOffsetAgainstCollateral,,,,,,,,,,,,2038520.000,1597478.000,2598677.000
DerivativeLiabilities,,,,,,,,,,,,196694.000,,
DerivativeLiabilityFairValueNet1,,,,,166128.000,,,,,,,,,
GeneralPartnersCapitalAccount,530120.000,375416.000,241845.000,242537.000,228763.000,155382.000,145042.000,157508.000,143660.000,146363.000,159178.000,139801.000,149206.000,80053.000
GeneralPartnersCapitalAccountUnitsOutstanding,546.319,413.887,295.640,295.640,295.640,202.640,202.640,202.640,202.640,202.640,202.640,202.640,202.640,102.027
InvestmentOwnedAtFairValue,32555083.000,22884185.000,19596546.000,18787897.000,15364346.000,14535338.000,12768525.000,13429542.000,10875613.000,10445182.000,9272030.000,7927910.000,7977299.000,7986703.000
InvestmentOwnedUnrecognizedUnrealizedAppreciationDepreciationNet,,,,,166128.000,-3414788.000,,1727355.000,-814039.000,1000870.000,,-64208.000,2317452.000,5069051.000
Liabilities,5558010.000,814068.000,377551.000,2195704.000,423686.000,361011.000,310123.000,994846.000,198596.000,1585787.000,343011.000,233760.000,282772.000,425205.000
LiabilitiesAndStockholdersEquity,32778338.000,23072752.000,19771254.000,18979436.000,15561115.000,14718457.000,12947165.000,13629555.000,11058186.000,10655170.000,9433993.000,8111337.000,8126300.000,8156843.000
LimitedPartnersCapitalAccount,26260924.000,21481988.000,18789956.000,16178258.000,14566340.000,13862835.000,12175347.000,12133331.000,10402294.000,8603482.000,8584289.000,7432565.000,7368576.000,7304463.000
LimitedPartnersCapitalAccountUnitsOutstanding,27063.466,23683.431,22969.462,19720.495,18824.599,18079.070,17010.390,15610.080,14673.069,11911.480,10928.136,10773.437,10007.408,9309.425
ManagementFeePayable,,,,,25645.000,24279.000,21343.000,22432.000,18193.000,17489.000,15540.000,13308.000,11725.000,11748.000
OtherAccruedLiabilitiesCurrentAndNoncurrent,145913.000,93793.000,17992.000,110138.000,115530.000,95575.000,19702.000,118950.000,101116.000,121726.000,5782.000,95835.000,69656.000,83886.000
OtherOwnershipInterestsCapitalAccount,429284.000,401280.000,361902.000,362937.000,342326.000,339229.000,316653.000,343870.000,313636.000,319538.000,347515.000,305211.000,325746.000,347122.000
OtherOwnershipInterestsUnitsOutstanding,442.401,442.401,442.401,442.401,442.401,442.401,442.401,442.401,442.401,442.401,442.401,442.401,442.401,442.401
PartnersCapital,27220328.000,22258684.000,19393703.000,16783732.000,15137429.000,14357446.000,12637042.000,12634709.000,10859590.000,9069383.000,9090982.000,7877577.000,7843528.000,7731638.000
PartnersCapitalAccountUnits,28052.186,24539.719,,20458.536,19562.640,18724.111,,16255.121,15318.110,12556.521,,11418.478,10652.449,9853.853
PayablesToCustomers,5221449.000,586059.000,181353.000,1975230.000,217746.000,179893.000,142132.000,796745.000,33271.000,1402243.000,213837.000,90872.000,181111.000,
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,27220328.000,22258684.000,19393703.000,16783732.000,15137429.000,14357446.000,12637042.000,12634709.000,10859590.000,9069383.000,9090982.000,7877577.000,7843528.000,7731638.000
