,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,,,-43174.000,,,,-47544.000,
CashPeriodIncreaseDecrease,,,-7958.000,,,,-21833.000,
ComprehensiveIncomeNetOfTax,-81478.000,-58159.000,43174.000,-68356.000,-55900.000,-142055.000,-47544.000,-33875.000
EarningsPerShareBasicAndDiluted,-0.002,-0.000,-0.000,-0.000,-0.000,-0.010,-0.000,-0.000
EffectiveIncomeTaxRateReconciliationTaxSettlements,,,,,,,0.500,
ExplorationExpenseMining,12416.000,2696.000,,7411.000,12812.000,,,2850.000
ForeignCurrencyTransactionGainLossBeforeTax,,,,,,,,9418.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-5189.000,,,,-711.000,
IncreaseDecreaseInDueToOfficersAndStockholdersCurrent,,,-30027.000,,,,,
IncreaseDecreaseInDueToOtherRelatedPartiesCurrent,,,,,,,-25000.000,
IncreaseDecreaseInOperatingCapital,,,35216.000,,,,25711.000,
InterestExpense,878.000,789.000,15.000,235.000,306.000,1156.000,57.000,367.000
NetCashProvidedByUsedInOperatingActivities,,,-7958.000,,,,-21833.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-7958.000,,,,-21833.000,
NetIncomeLoss,-81478.000,-58159.000,-43174.000,-68356.000,-56022.000,-55707.000,-47544.000,-33875.000
OfficersCompensation,30000.000,30000.000,30027.000,30000.000,30000.000,20000.000,29925.000,30000.000
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,,,,,122.000,,,
ProfitLoss,,,,,,,47544.000,
