,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,395131000.000,303902000.000,320053000.000,436006000.000,335276000.000,277647000.000,298363000.000,350147000.000,319674000.000,344468000.000,318013000.000,347214000.000,323593000.000,365961000.000,267811000.000,265389000.000,246539000.000,220475000.000,207892000.000,223221000.000,142955000.000,138659000.000,114392000.000,108224000.000,83782000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,2727227000.000,2863482000.000,2999235000.000,3139645000.000,3282511000.000,3632532000.000,3825482000.000,3945694000.000,4144693000.000,4354168000.000,4534474000.000,4640677000.000,4866009000.000,5118363000.000,2671092000.000,2330413000.000,2483057000.000,2640518000.000,2798645000.000,2572700000.000,2712587000.000,2859370000.000,3013008000.000,2302940000.000,2437452000.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,-5537000.000,-3061000.000,-644000.000,,,,-1202000.000,-4731000.000,589000.000,,5946000.000,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,-58958000.000,,,,95071000.000,-93429000.000,91797000.000,-90136000.000,-58598000.000,-57835000.000,-57070000.000,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,-12302000.000,,,,-20378000.000,-17721000.000,-19901000.000,-21036000.000,-23566000.000,-22557000.000,-20846000.000,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-46731000.000,-42316000.000,-56212000.000,-74321000.000,-70560000.000,-75461000.000,-72077000.000,-115449000.000,-112352000.000,-116429000.000,-110583000.000,-82164000.000,-74446000.000,-71264000.000,-45768000.000,-69418000.000,-74781000.000,-69173000.000,-72032000.000,-63175000.000,-60638000.000,-61870000.000,-61169000.000,-52140000.000,-51672000.000
AdditionalPaidInCapital,44947000.000,50499000.000,49010000.000,48356000.000,52180000.000,60991000.000,75696000.000,83531000.000,92289000.000,103878000.000,117458000.000,810286000.000,814868000.000,828879000.000,787374000.000,,,,,,,,,,
AdditionalPaidInCapitalCommonStock,,,,,,,,,,,,,,,,695638000.000,600194000.000,609667000.000,618808000.000,628483000.000,630371000.000,638964000.000,646601000.000,654168000.000,657149000.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,21000000.000,
Assets,11929885000.000,12438238000.000,12951533000.000,13495159000.000,13895201000.000,14036016000.000,14460406000.000,14607774000.000,14889958000.000,15466086000.000,15729331000.000,16217957000.000,16444497000.000,16989900000.000,13950197000.000,13286822000.000,13157973000.000,13204716000.000,13058018000.000,12891984000.000,12454912000.000,12739444000.000,12584138000.000,11440117000.000,11005966000.000
