,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,134500000.000,119100000.000,142200000.000,185800000.000,141600000.000,145000000.000,159100000.000,180600000.000,158300000.000,117900000.000,159500000.000,227200000.000,206900000.000,146800000.000,172200000.000,248900000.000,216100000.000,180800000.000,218400000.000,248800000.000,213000000.000,239800000.000,266300000.000,302200000.000,242300000.000
AccountsPayableRelatedPartiesCurrent,28500000.000,27700000.000,25400000.000,36800000.000,19300000.000,13800000.000,15400000.000,29700000.000,41000000.000,0.000,0.000,0.000,,,,,,,,,,,,,
AccountsReceivableNetCurrent,216200000.000,179000000.000,219800000.000,221300000.000,214600000.000,202200000.000,239900000.000,216700000.000,300000000.000,231700000.000,265800000.000,259200000.000,272400000.000,172800000.000,189900000.000,196000000.000,243300000.000,207800000.000,219100000.000,227500000.000,176500000.000,176500000.000,227900000.000,225300000.000,183500000.000
AccrualForEnvironmentalLossContingencies,,,,,,,,,,,5100000.000,5700000.000,5200000.000,4600000.000,4300000.000,3600000.000,3500000.000,3400000.000,3400000.000,3300000.000,3000000.000,2800000.000,2500000.000,2900000.000,2900000.000
AccruedLiabilitiesCurrent,207400000.000,184500000.000,176700000.000,181100000.000,183600000.000,162600000.000,159300000.000,198800000.000,195100000.000,175200000.000,167700000.000,182100000.000,201400000.000,198800000.000,187400000.000,184900000.000,190500000.000,173700000.000,182100000.000,183600000.000,183100000.000,170500000.000,184800000.000,207700000.000,207500000.000
AccruedSalariesCurrent,,,,63000000.000,,,,66500000.000,,,,68200000.000,,,,71400000.000,,,,65700000.000,,,,87000000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-5000000.000,-3800000.000,-6600000.000,-13300000.000,-11700000.000,-9100000.000,-8700000.000,-4300000.000,-4200000.000,-1600000.000,-1500000.000,-700000.000,-700000.000,-800000.000,-800000.000,-1300000.000,-1300000.000,-1300000.000,-1300000.000,-1200000.000,-1200000.000,-1200000.000,-1200000.000,-1300000.000,-1300000.000
AllowanceForDoubtfulAccountsReceivableCurrent,8100000.000,7600000.000,6500000.000,6700000.000,6100000.000,6100000.000,6200000.000,6800000.000,7300000.000,7600000.000,5700000.000,6800000.000,8200000.000,8100000.000,6000000.000,6000000.000,7300000.000,7100000.000,5300000.000,5600000.000,6600000.000,6000000.000,5400000.000,6000000.000,6600000.000
AssetRetirementObligation,,,,,,,,37700000.000,,,,41300000.000,,,,55000000.000,,15600000.000,25000000.000,82000000.000,25000000.000,25000000.000,25000000.000,106700000.000,
Assets,4741800000.000,4720100000.000,4838400000.000,4878900000.000,4798100000.000,4833500000.000,4936200000.000,5089100000.000,5040800000.000,4985300000.000,5080300000.000,5102600000.000,5075800000.000,5047600000.000,4837300000.000,5162300000.000,5035400000.000,5115200000.000,5250100000.000,5409900000.000,5323200000.000,5411100000.000,5591900000.000,5800700000.000,5712600000.000
AssetsCurrent,554300000.000,512800000.000,622500000.000,610000000.000,495200000.000,498300000.000,568900000.000,678400000.000,617700000.000,559300000.000,607700000.000,630400000.000,612700000.000,777700000.000,492600000.000,686400000.000,544000000.000,506600000.000,538900000.000,659400000.000,521700000.000,496600000.000,580200000.000,678800000.000,525100000.000
AssetsHeldForSaleAtCarryingValue,,,,,,,,,,,,,,310300000.000,,,,,,,,,,,
AssetsHeldForSaleCurrent,,,,,,,,,,,,,,348300000.000,,,,,,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,,,,,,,,,,,348300000.000,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,34500000.000,14800000.000,6400000.000,8600000.000,14200000.000,5600000.000,7000000.000,19500000.000,12100000.000,5900000.000,9300000.000,21500000.000,54500000.000,8400000.000,8400000.000,86400000.000,17100000.000,11300000.000,4800000.000,74700000.000,62600000.000,15900000.000,34400000.000,68600000.000,32600000.000
CashSurrenderValueOfLifeInsurance,,,,27300000.000,,,,29100000.000,,,,32900000.000,,,,32300000.000,,,,30100000.000,,,,33100000.000,
CommonStockCapitalSharesReservedForFutureIssuance,,,,391300000.000,,,,391300000.000,,,,391700000.000,,,,392200000.000,,,,392100000.000,,,,392500000.000,
CommonStockSharesAuthorized,,,,480000000.000,,,,480000000.000,,,,480000000.000,,,,480000000.000,,,,480000000.000,,,,480000000.000,
