,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31
DistributionMadeToLimitedPartnerDistributionsDeclaredPerUnit,,,0.000,0.000,0.000
GainLossOnDerivativeInstrumentsHeldForTradingPurposesNet,,-18797649.000,6854142.000,3895374.000,-1288760.000
GeneralAndAdministrativeExpense,7959412.000,5491333.000,3446043.000,2215044.000,1704741.000
IncomeLossAttributableToParent,-1569350.000,-24204652.000,3445054.000,1694491.000,-2978390.000
IncomeTaxExpenseBenefit,,,0.000,0.000,0.000
InterestAndDividendIncomeOperating,-7873879.000,-5407003.000,-3409088.000,,
InterestIncomeExpenseNet,,,,14161.000,15111.000
InterestIncomeOperating,85533.000,84330.000,36955.000,,
LimitedLiabilityCompanyLLCOrLimitedPartnershipLPMembersOrLimitedPartnersOwnershipInterest,,,,,0.111
LossContingencyAccrualProvision,,,0.000,0.000,0.000
NetIncomeLossPerOutstandingLimitedPartnershipAndGeneralPartnershipUnitBasicAndDiluted,-3.290,-64.130,12.840,10.130,-24.750
OperatingExpenses,7959412.000,5491333.000,3446043.000,2215044.000,1704741.000
PartnersCapitalAccountContributions,548696.000,174865.000,,16000.000,
PartnersCapitalAccountRedemptions,30130625.000,27770033.000,23590822.000,16882403.000,4784885.000
PartnersCapitalAccountUnitsContributed,1952.000,636.000,,72.000,
PartnersCapitalAccountUnitsRedeemed,104702.000,113164.000,104891.000,74147.000,19763.000
RealizedInvestmentGainsLosses,12292987.000,-18809252.000,5064626.000,4450248.000,-234937.000
RevenuesExcludingInterestAndDividends,6304529.000,-18797649.000,6854142.000,,
UnrealizedGainLossOnInvestments,,11603.000,1789516.000,-554874.000,-1053823.000
WeightedAverageNumberOfLimitedPartnershipAndGeneralPartnershipUnitOutstandingBasicAndDiluted,476534.000,377460.000,268274.000,167291.000,120342.000
