,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccountsPayableCurrent,964000000.000,1027000000.000,1121000000.000,1031000000.000,1044000000.000,1019000000.000,1127000000.000,1103000000.000,967000000.000,1045000000.000,1125000000.000,1274000000.000,1064000000.000,1109000000.000,1255000000.000,1242000000.000,1038000000.000,1089000000.000,1237000000.000,1289000000.000,1496000000.000,1547000000.000,1573000000.000,1666000000.000,1746000000.000,1909000000.000
AccountsReceivableNetCurrent,2991000000.000,3443000000.000,3242000000.000,3201000000.000,3472000000.000,3553000000.000,3562000000.000,3589000000.000,3591000000.000,3964000000.000,3659000000.000,3853000000.000,3408000000.000,4081000000.000,3785000000.000,4004000000.000,3741000000.000,3619000000.000,3322000000.000,2778000000.000,2989000000.000,3085000000.000,3100000000.000,3499000000.000,3090000000.000,3648000000.000
AccountsReceivableRelatedPartiesCurrent,,,,,,,,,,,85000000.000,,,,,,,,,,,,,,,
AccruedIncomeTaxesCurrent,477000000.000,850000000.000,1132000000.000,897000000.000,915000000.000,968000000.000,1125000000.000,1456000000.000,783000000.000,710000000.000,925000000.000,1192000000.000,424000000.000,536000000.000,744000000.000,1078000000.000,493000000.000,651000000.000,1063000000.000,970000000.000,576000000.000,665000000.000,875000000.000,832000000.000,330000000.000,421000000.000
AccruedMarketingCostsCurrent,,472000000.000,485000000.000,519000000.000,428000000.000,477000000.000,511000000.000,527000000.000,472000000.000,509000000.000,520000000.000,503000000.000,504000000.000,629000000.000,587000000.000,549000000.000,437000000.000,476000000.000,535000000.000,640000000.000,536000000.000,599000000.000,638000000.000,575000000.000,576000000.000,682000000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,6705000000.000,7119000000.000,6802000000.000,6663000000.000,7022000000.000,6793000000.000,7118000000.000,7234000000.000,7095000000.000,7083000000.000,7315000000.000,7202000000.000,7216000000.000,7423000000.000,7088000000.000,6688000000.000,6388000000.000,6512000000.000,6265000000.000,6046000000.000,6337000000.000,6389000000.000,6565000000.000,6296000000.000,6598000000.000,6927000000.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,1000000.000,,1000000.000,,0.000,,0.000,0.000,,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,31000000.000,21000000.000,9000000.000,15000000.000,51000000.000,15000000.000,-10000000.000,92000000.000,157000000.000,153000000.000,92000000.000,63000000.000,32000000.000,15000000.000,74000000.000,123000000.000,121000000.000,123000000.000,74000000.000,59000000.000,-10000000.000,-111000000.000,-106000000.000,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,1628000000.000,1598000000.000,1576000000.000,2585000000.000,2547000000.000,2508000000.000,2467000000.000,3365000000.000,3306000000.000,3247000000.000,3188000000.000,2046000000.000,2008000000.000,2006000000.000,1968000000.000,3020000000.000,2964000000.000,2910000000.000,2854000000.000,3332000000.000,3287000000.000,3232000000.000,3178000000.000,3565000000.000,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,1450000000.000,1315000000.000,141000000.000,-293000000.000,129000000.000,-883000000.000,-358000000.000,-331000000.000,-571000000.000,-1021000000.000,-1724000000.000,-2207000000.000,-2237000000.000,-2323000000.000,-3128000000.000,-3929000000.000,-5247000000.000,-5320000000.000,-6147000000.000,-6129000000.000,-5617000000.000,-5612000000.000,-5605000000.000,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-146000000.000,-262000000.000,-1425000000.000,-2863000000.000,-2367000000.000,-3376000000.000,-2835000000.000,-3604000000.000,-3720000000.000,-4115000000.000,-4820000000.000,-4190000000.000,-4213000000.000,-4314000000.000,-5022000000.000,-6826000000.000,-8090000000.000,-8107000000.000,-8927000000.000,-9402000000.000,-8914000000.000,-8955000000.000,-8889000000.000,-9559000000.000,-9265000000.000,-9070000000.000
AdditionalPaidInCapital,1134000000.000,1159000000.000,1200000000.000,1235000000.000,1175000000.000,1233000000.000,1285000000.000,1334000000.000,1266000000.000,,,,,,,,,,,,,,,,,
AdditionalPaidInCapitalCommonStock,,,,,,,,,,1306000000.000,679000000.000,723000000.000,608000000.000,649000000.000,692000000.000,710000000.000,613000000.000,757000000.000,783000000.000,1929000000.000,1874000000.000,1907000000.000,1934000000.000,1964000000.000,1892000000.000,1917000000.000
AllowanceForDoubtfulAccountsReceivableCurrent,58000000.000,59000000.000,45000000.000,45000000.000,49000000.000,49000000.000,54000000.000,56000000.000,57000000.000,56000000.000,58000000.000,53000000.000,52000000.000,51000000.000,49000000.000,50000000.000,48000000.000,72000000.000,54000000.000,58000000.000,58000000.000,42000000.000,42000000.000,42000000.000,42000000.000,41000000.000
Assets,35554000000.000,36794000000.000,36220000000.000,35488000000.000,36399000000.000,35798000000.000,38309000000.000,37670000000.000,37418000000.000,37140000000.000,36795000000.000,38168000000.000,36137000000.000,36325000000.000,35401000000.000,35187000000.000,33255000000.000,32713000000.000,32011000000.000,33956000000.000,34621000000.000,34802000000.000,35577000000.000,36851000000.000,36627000000.000,38660000000.000
