,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AccountsPayableCurrent,47000000.000,40000000.000,60000000.000,35000000.000,29000000.000,29000000.000,32000000.000,25000000.000,33000000.000,34000000.000,54000000.000,9000000.000,11000000.000,8000000.000,21000000.000,10000000.000,15000000.000,7000000.000
AccountsReceivableNetCurrent,863000000.000,689000000.000,802000000.000,714000000.000,686000000.000,678000000.000,781000000.000,648000000.000,624000000.000,593000000.000,772000000.000,451000000.000,443000000.000,398000000.000,572000000.000,449000000.000,446000000.000,439000000.000
AccruedIncomeTaxes,,,,,,,,,,,,,,6000000.000,,,,
AccruedIncomeTaxesCurrent,,,,434000000.000,172000000.000,85000000.000,,,,,,,,,,,,
AccruedLiabilitiesAndOtherLiabilities,,,,,,,,,207000000.000,212000000.000,206000000.000,111000000.000,101000000.000,98000000.000,131000000.000,132000000.000,125000000.000,124000000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,1255000000.000,1258000000.000,1296000000.000,1361000000.000,1405000000.000,1471000000.000,1509000000.000,1569000000.000,1609000000.000,1683000000.000,1729000000.000,386000000.000,398000000.000,405000000.000,414000000.000,420000000.000,433000000.000,428000000.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,,-3000000.000,2000000.000,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,-48000000.000,-21000000.000,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,51000000.000,-28000000.000,-46000000.000,-10000000.000,-51000000.000,-19000000.000,-3000000.000,-47000000.000,-51000000.000,1000000.000,16000000.000,-41000000.000,-47000000.000,-94000000.000,-132000000.000,-203000000.000,-174000000.000,-190000000.000
AdditionalPaidInCapital,2746000000.000,2753000000.000,2768000000.000,2776000000.000,2770000000.000,2781000000.000,2483000000.000,2484000000.000,2483000000.000,2488000000.000,2482000000.000,2673000000.000,2666000000.000,2674000000.000,2674000000.000,2681000000.000,2672000000.000,2612000000.000
AllowanceForDoubtfulAccountsReceivableCurrent,50000000.000,44000000.000,38000000.000,46000000.000,48000000.000,39000000.000,30000000.000,29000000.000,32000000.000,25000000.000,23000000.000,18000000.000,19000000.000,20000000.000,22000000.000,20000000.000,21000000.000,21000000.000
Assets,12886000000.000,12432000000.000,12550000000.000,11585000000.000,10587000000.000,10053000000.000,10018000000.000,9742000000.000,9596000000.000,9664000000.000,9779000000.000,6452000000.000,6378000000.000,6339000000.000,6511000000.000,6389000000.000,6405000000.000,6458000000.000
AssetsCurrent,2343000000.000,3301000000.000,3475000000.000,2599000000.000,1772000000.000,1713000000.000,1676000000.000,1559000000.000,1520000000.000,1632000000.000,1824000000.000,1045000000.000,1003000000.000,1039000000.000,1249000000.000,1219000000.000,1207000000.000,1311000000.000
AssetsHeldForSaleCurrent,,1321000000.000,1326000000.000,,,,,,,,49000000.000,,0.000,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,,,,,0.000,,,,24000000.000
BuildingsAndImprovementsGross,,,,,,,143000000.000,,,,153000000.000,,,,26000000.000,,,
BusinessAcquisitionContingentConsiderationAtFairValue,,,,,6000000.000,6000000.000,6000000.000,,,,,,,,,,,
BusinessAcquisitionContingentConsiderationAtFairValueCurrent,,,,,3000000.000,,,,,,,,,,,,,
BusinessAcquisitionContingentConsiderationAtFairValueNoncurrent,,,,,,3000000.000,3000000.000,,,,,,,,,,,
BusinessCombinationContingentConsiderationLiability,,,,,,,,,,,,,,,6000000.000,,,
BusinessCombinationContingentConsiderationLiabilityNoncurrent,,,,,,,,,,,,,,,1000000.000,,,
CapitalizedComputerSoftwareAccumulatedAmortization,,,,,,,,,,,,,1717000000.000,1735000000.000,1754000000.000,1760000000.000,1771000000.000,1756000000.000
CashAndCashEquivalentsAtCarryingValue,821000000.000,746000000.000,868000000.000,1378000000.000,699000000.000,752000000.000,546000000.000,537000000.000,538000000.000,689000000.000,706000000.000,355000000.000,314000000.000,396000000.000,447000000.000,555000000.000,538000000.000,591000000.000
CashAndCashEquivalentsAtCarryingValueIncludingDiscontinuedOperations,,749000000.000,873000000.000,1378000000.000,699000000.000,752000000.000,546000000.000,537000000.000,538000000.000,689000000.000,706000000.000,355000000.000,314000000.000,396000000.000,447000000.000,555000000.000,538000000.000,595000000.000
CashAndSecuritiesSegregatedUnderFederalAndOtherRegulations,,,,,13000000.000,13000000.000,3000000.000,,,,,,,,,,,
CashFlowHedgeDerivativeInstrumentLiabilitiesAtFairValue,,,,,,,,1000000.000,5000000.000,,,,,,,,,
ConstructionInProgressGross,,,,,,,46000000.000,,,,34000000.000,,,,13000000.000,,,
DebtAndCapitalLeaseObligations,,,,,,,6662000000.000,6562000000.000,6506000000.000,6448000000.000,6392000000.000,,,,,,,
DebtCurrent,10000000.000,11000000.000,10000000.000,508000000.000,10000000.000,9000000.000,63000000.000,441000000.000,392000000.000,342000000.000,293000000.000,2000000.000,2000000.000,2000000.000,,1000000.000,3000000.000,
DebtInstrumentFaceAmount,,,,,,,1000000000.000,,,,,,,,,,,
DebtInstrumentInterestRateStatedPercentage,,,,,,,,,,,0.010,,,,,,,
DebtInstrumentUnamortizedDiscount,,,,,,,4000000.000,,,,,,,,,,,
DeferredRevenueCurrent,999000000.000,817000000.000,862000000.000,872000000.000,817000000.000,790000000.000,836000000.000,842000000.000,803000000.000,773000000.000,845000000.000,592000000.000,563000000.000,509000000.000,589000000.000,569000000.000,541000000.000,507000000.000
DeferredTaxAssetsGoodwillAndIntangibleAssets,,,,,,,-1083000000.000,,,,1025000000.000,,,,596000000.000,,,
DeferredTaxAssetsGrossCurrent,,,,,,,66000000.000,,,,35000000.000,,,,12000000.000,,,
DeferredTaxAssetsLiabilitiesNetCurrent,,,,,,,49000000.000,,,,30000000.000,,,,8000000.000,,,
DeferredTaxAssetsLiabilitiesNetNoncurrent,,,,,,,1033000000.000,,,,929000000.000,,,,-512000000.000,,,
DeferredTaxAssetsNetCurrent,10000000.000,8000000.000,,,,,,,,,-11000000.000,,,,-5000000.000,,,
DeferredTaxAssetsNetNoncurrent,,,,,,,,,,,34000000.000,,,,6000000.000,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,101000000.000,,,,98000000.000,,,,71000000.000,,,
DeferredTaxAssetsOther,,,,,,,-17000000.000,,,,13000000.000,,,,-15000000.000,,,
DeferredTaxAssetsPropertyPlantAndEquipment,,,,,,,-22000000.000,,,,1000000.000,,,,-2000000.000,,,
DeferredTaxAssetsTaxCreditCarryforwards,,,,,,,29000000.000,,,,20000000.000,,,,,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,,,56000000.000,,,,62000000.000,,,,55000000.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,,,,28000000.000,,,,28000000.000,,,,17000000.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,,,,,,,9000000.000,,,,-2000000.000,,,,,,,
DeferredTaxAssetsValuationAllowance,,,,,,,17000000.000,,,,5000000.000,,,,4000000.000,,,
DeferredTaxAssetsValuationAllowanceNoncurrent,,,,,,,-48000000.000,,,,62000000.000,,,,48000000.000,,,
DeferredTaxLiabilitiesCurrent,,,76000000.000,,,,,,,,,,,,,,,
DeferredTaxLiabilitiesGrossNoncurrent,,,,,,,-985000000.000,,,,-867000000.000,,,,464000000.000,,,
DeferredTaxLiabilitiesNoncurrent,1197000000.000,1040000000.000,1125000000.000,1103000000.000,1084000000.000,1042000000.000,1127000000.000,1096000000.000,1057000000.000,1032000000.000,1028000000.000,657000000.000,649000000.000,639000000.000,616000000.000,607000000.000,604000000.000,618000000.000
DeferredTaxLiabilitiesUndistributedForeignEarnings,,,,,,,-20000000.000,,,,24000000.000,,,,13000000.000,,,
DisposalGroupIncludingDiscontinuedOperationAccountsNotesAndLoansReceivableNet,,,,,,,,,,,,,,,,,,9000000.000
DisposalGroupIncludingDiscontinuedOperationAccruedLiabilities,,,,,,,,,,,,,,,,,,2000000.000
DisposalGroupIncludingDiscontinuedOperationCashAndCashEquivalents,,3000000.000,5000000.000,,0.000,,,0.000,0.000,,,,,,,,,4000000.000
DisposalGroupIncludingDiscontinuedOperationDeferredRevenue,,,,,,,,,,,,,,,,,,5000000.000
DisposalGroupIncludingDiscontinuedOperationGoodwill1,,,,,,,,,,,,,,,,,,6000000.000
DisposalGroupIncludingDiscontinuedOperationPropertyPlantAndEquipment,,,,,,,,,,,,,,,,,,1000000.000
DueToRelatedPartiesCurrent,,,,,3000000.000,3000000.000,,,,,,,,,,,,
EmployeeRelatedLiabilitiesCurrent,260000000.000,293000000.000,300000000.000,215000000.000,245000000.000,268000000.000,297000000.000,224000000.000,218000000.000,253000000.000,281000000.000,157000000.000,160000000.000,194000000.000,227000000.000,143000000.000,167000000.000,183000000.000
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,,,,,,,,,,,,84000000.000,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,,,,,,,,,,,,,46000000.000,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,,,,,,,,,,,,54000000.000,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,,,,,,,,,,,,59000000.000,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,,,,,,,,,,,,67000000.000,,,
ForeignCurrencyContractAssetFairValueDisclosure,,,,,,,4000000.000,,,,2000000.000,,,3000000.000,3000000.000,,,
FurnitureAndFixturesGross,,,,,,,162000000.000,,,,185000000.000,,,,67000000.000,,,
Goodwill,5825000000.000,4853000000.000,4885000000.000,4904000000.000,4872000000.000,4503000000.000,4539000000.000,4505000000.000,4510000000.000,4545000000.000,4531000000.000,3827000000.000,3827000000.000,3784000000.000,3760000000.000,3711000000.000,3744000000.000,3733000000.000
IndefiniteLivedTradeNames,,,,,,,1019000000.000,,,,,672000000.000,672000000.000,672000000.000,672000000.000,672000000.000,672000000.000,672000000.000
InterestPayableCurrent,92000000.000,103000000.000,92000000.000,101000000.000,68000000.000,69000000.000,41000000.000,84000000.000,40000000.000,89000000.000,40000000.000,68000000.000,29000000.000,69000000.000,30000000.000,68000000.000,29000000.000,68000000.000
InterestRateCashFlowHedgeGainLossToBeReclassifiedDuringNext12MonthsNet,,,,,7000000.000,7000000.000,5000000.000,2000000.000,3000000.000,4000000.000,4000000.000,8000000.000,,,8000000.000,8000000.000,8000000.000,8000000.000
Land,,,,,,,17000000.000,,,,17000000.000,,,,2000000.000,,,
LeaseholdImprovementsGross,,,,,,,922000000.000,,,,974000000.000,,,,84000000.000,,,
LettersOfCreditOutstandingAmount,,,,,,,23000000.000,,,,19000000.000,,,,,,,
Liabilities,11289000000.000,10923000000.000,11094000000.000,9857000000.000,8905000000.000,8695000000.000,9328000000.000,9136000000.000,8976000000.000,8959000000.000,8980000000.000,6302000000.000,6227000000.000,6227000000.000,6322000000.000,6236000000.000,6185000000.000,6211000000.000
LiabilitiesAndStockholdersEquity,12886000000.000,12432000000.000,12550000000.000,11585000000.000,10587000000.000,10053000000.000,10018000000.000,9742000000.000,9596000000.000,9664000000.000,9779000000.000,6452000000.000,6378000000.000,6339000000.000,6511000000.000,6389000000.000,6405000000.000,6458000000.000
LiabilitiesCurrent,2024000000.000,2043000000.000,2150000000.000,2653000000.000,1720000000.000,1551000000.000,1507000000.000,1823000000.000,1693000000.000,1703000000.000,1734000000.000,939000000.000,866000000.000,880000000.000,998000000.000,923000000.000,880000000.000,897000000.000
LiabilitiesOfAssetsHeldForSale,,,,,,,,,,,15000000.000,,0.000,,,,,
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperation,,,,,,,,,,,,,,0.000,,,,
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationCurrent,,254000000.000,230000000.000,,,,,,,,,,,,,,,8000000.000
LineOfCreditFacilityMaximumBorrowingCapacity,,,,,,,880000000.000,,,,850000000.000,,,,,,,
LineOfCreditFacilityRemainingBorrowingCapacity,,,,,,,857000000.000,,,,831000000.000,,,,,,,
LongTermDebt,,,,,6111000000.000,6111000000.000,,,,,,4671000000.000,4671000000.000,4671000000.000,4669000000.000,4670000000.000,4672000000.000,4669000000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,,,,,,,3286000000.000,,,,4452000000.000,3618000000.000,3758000000.000,3758000000.000,2618000000.000,2618000000.000,2618000000.000,2618000000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,,,,,63000000.000,,,,293000000.000,2000000.000,,,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,,,,,,,1115000000.000,,,,929000000.000,511000000.000,511000000.000,511000000.000,1140000000.000,1140000000.000,1140000000.000,1140000000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,,,,,,,1729000000.000,,,,656000000.000,540000000.000,400000000.000,400000000.000,511000000.000,511000000.000,511000000.000,511000000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,,,,,,,8000000.000,,,,31000000.000,,0.000,0.000,400000000.000,400000000.000,400000000.000,400000000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,,,,,,461000000.000,,,,31000000.000,,2000000.000,2000000.000,,,3000000.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalRemainderOfFiscalYear,,,,,,,,,,,,,0.000,0.000,,1000000.000,,
LongTermDebtNoncurrent,8068000000.000,7840000000.000,7819000000.000,6101000000.000,6101000000.000,6102000000.000,6599000000.000,6121000000.000,6114000000.000,6106000000.000,6099000000.000,4669000000.000,4669000000.000,4669000000.000,4669000000.000,4669000000.000,4669000000.000,4669000000.000
MachineryAndEquipmentGross,,,,,,,1093000000.000,,,,1187000000.000,,,,374000000.000,,,
MinorityInterest,1917000000.000,1974000000.000,2038000000.000,2102000000.000,2161000000.000,2227000000.000,1575000000.000,1600000000.000,1646000000.000,1693000000.000,1741000000.000,1365000000.000,1406000000.000,1447000000.000,1490000000.000,1532000000.000,1576000000.000,1637000000.000
OperatingLeasesFutureMinimumPaymentsDue,,,,,,,994000000.000,,,,1031000000.000,,,,231000000.000,,,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,,,178000000.000,,,,193000000.000,,,,62000000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,,96000000.000,,,,97000000.000,,,,14000000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,115000000.000,,,,121000000.000,,,,33000000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,132000000.000,,,,140000000.000,,,,45000000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,163000000.000,,,,169000000.000,,,,56000000.000,,,
