,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30
AmortizationOfAcquisitionCosts,,,16562.000,,,,,,,
AmortizationOfIntangibleAssets,,,16562.000,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,,,,,133470.000,
ConversionOfStockSharesConverted1,,,,,,1000000.000,,,,
DebtConversionOriginalDebtAmount1,,,,,,40000.000,,,,
Depreciation,,,3816.000,,,,,,,
DepreciationExpense,,,3816.000,,,,,,,
DiscontinuedOperationGainLossFromDisposalOfDiscontinuedOperationBeforeIncomeTax,-13106.000,,,,,,,,,
EarningsPerShareBasicAndDiluted,-0.000,-0.000,-0.020,-0.010,-0.000,-0.000,0.010,-0.020,0.000,-0.000
ForeignCurrencyTransactionGainLossBeforeTax,,,111.000,,,,,,,
GainLossOnSaleOfDebtInvestments,,,,,,63000.000,,,,
GeneralAndAdministrativeExpense,1427.000,6180.000,206040.000,-153327.000,1766.000,7329.000,55664.000,69995.000,19889.000,-29580.000
IncomeLossFromContinuingOperations,,,,,-43923.000,75232.000,11986.000,-869475.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-13106.000,-27762.000,,,,,,,-27066.000,29197.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,,-221068.000,199454.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,,,,-0.000,-0.000,0.010,-0.020,0.000,-0.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,,,,,-0.000,-0.000,0.000,0.000,0.000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,10677.000,,,,19662.000,,,,83819.000,
IncreaseDecreaseInIncomeTaxes,,,,,-473.000,,,,,
IncreaseDecreaseInOtherReceivables,,,,,,,,,5462.000,
InterestExpense,9679.000,3437.000,19111.000,12648.000,11513.000,-12232.000,-11986.000,-41076.000,27066.000,-29197.000
NetCashProvidedByUsedInContinuingOperations,-2429.000,,,,-24734.000,,,,-145102.000,
NetCashProvidedByUsedInFinancingActivities,2429.000,,,,24734.000,,,,274718.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,2429.000,,,,24734.000,,,,274718.000,
NetCashProvidedByUsedInOperatingActivities,-2429.000,,,,-24734.000,,,,-145102.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-2429.000,,,,-24734.000,,,,-145102.000,
NetIncomeLoss,13106.000,-27762.000,-822848.000,-1081373.000,-43923.000,,,,221068.000,-199454.000
OperatingExpenses,13106.000,27762.000,822848.000,69600.000,32410.000,95490.000,400794.000,180705.000,194002.000,-170257.000
ProceedsFromIssuanceOfCommonStock,,,,,,,,,25000.000,
ProceedsFromRelatedPartyDebt,,,,,,,,,337622.000,
ProfessionalFees,2000.000,18145.000,55190.000,52149.000,8780.000,49489.000,56994.000,22894.000,69927.000,-61972.000
ProfitLoss,,,,,,170722.000,412780.000,,-221068.000,
RepaymentsOfRelatedPartyDebt,,,,,,,,,87904.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,52140000.000,,62583258.000,62666404.000,63583258.000,-124660002.000,65590742.000,65597988.000
