,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,457000.000,474000.000,918000.000,1856000.000,463000.000,399000.000,715000.000,632000.000,1170000.000,623000.000,1368000.000,1335000.000,2003000.000,1585000.000,1387000.000,1024000.000,1448000.000,1597000.000,263000.000,489000.000,660000.000,555000.000,787000.000,1311000.000
AccountsReceivableNet,2167000.000,,,,,,,,,,,,,,,,,,,,,,,
AccountsReceivableNetCurrent,,1912000.000,2045000.000,2047000.000,1341000.000,1480000.000,1640000.000,1196000.000,479000.000,447000.000,813000.000,483000.000,666000.000,593000.000,320000.000,60000.000,289000.000,173000.000,2000.000,2000.000,84000.000,279000.000,606000.000,556000.000
AccruedLiabilitiesCurrent,72000.000,26000.000,34000.000,39000.000,26000.000,37000.000,40000.000,40000.000,31000.000,35000.000,40000.000,41000.000,32000.000,33000.000,35000.000,35000.000,52000.000,167000.000,341000.000,350000.000,479000.000,611000.000,623000.000,594000.000
AccumulatedAmortizationDeferredFinanceCosts,,,,,,,,,,,,,,,,,,,,,,,100000.000,
AssetRetirementObligation,,,,,,944000.000,964000.000,,,,1503000.000,,,,1540000.000,,2210000.000,2209000.000,2815000.000,,,,2550000.000,
AssetRetirementObligationCurrent,,,,,,46000.000,33000.000,90000.000,90000.000,90000.000,90000.000,90000.000,90000.000,,90000.000,90000.000,37000.000,,,,,37000.000,,
AssetRetirementObligationsNoncurrent,709000.000,709000.000,994000.000,994000.000,994000.000,898000.000,931000.000,931000.000,931000.000,931000.000,1413000.000,1413000.000,1413000.000,1503000.000,1450000.000,1450000.000,2173000.000,2209000.000,2815000.000,2815000.000,2815000.000,2778000.000,2550000.000,2579000.000
Assets,26773000.000,25104000.000,24565000.000,24378000.000,21618000.000,20627000.000,21230000.000,21305000.000,20740000.000,20276000.000,21014000.000,21225000.000,21574000.000,20807000.000,19998000.000,20745000.000,22051000.000,22155000.000,24916000.000,24583000.000,24848000.000,26150000.000,27848000.000,27851000.000
AssetsCurrent,12542000.000,13114000.000,12934000.000,12345000.000,10426000.000,10297000.000,11055000.000,11783000.000,10620000.000,10506000.000,9850000.000,9444000.000,7514000.000,5464000.000,3908000.000,4220000.000,3512000.000,2275000.000,2193000.000,1557000.000,694000.000,1530000.000,3537000.000,4177000.000
CashAndCashEquivalentsAtCarryingValue,9860000.000,5415000.000,5635000.000,5205000.000,9014000.000,8621000.000,9220000.000,10397000.000,9979000.000,9829000.000,8521000.000,8844000.000,6752000.000,4817000.000,3462000.000,4052000.000,3185000.000,2102000.000,2191000.000,1555000.000,610000.000,1099000.000,2794000.000,3582000.000
CashUninsuredAmount,,,,,5500000.000,5600000.000,9400000.000,10300000.000,10400000.000,10600000.000,9800000.000,10200000.000,,,,,,,,,,,,
