,2011-03-31,2011-06-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AmortizationOfIntangibleAssets,743400.000,743400.000,558900.000,558900.000,558900.000,558900.000,426600.000,426600.000,426600.000,426600.000,311000.000,311000.000,311000.000,310000.000,0.000,0.000,0.000,0.000,,,,,,
ComprehensiveIncomeNetOfTax,,,,,,,2561372.000,2202598.000,2032375.000,2559131.000,1154000.000,956000.000,1781000.000,-42182000.000,1529000.000,1495000.000,347000.000,2118000.000,1948000.000,,,,,
DebtInstrumentIncreaseAccruedInterest,,,-545029.000,,,,,,,,,,,,,,,,,,,,,
DeferredIncomeTaxExpenseBenefit,,,-700678.000,,,,,,,,-108000.000,,,,2755000.000,,,,730000.000,,,,1650000.000,
DeferredIncomeTaxesAndTaxCredits,,,,,,,211035.000,,,,,,,,,,,,,,,,,
DepreciationDepletionAndAmortization,,,561865.000,,,,460481.000,,,,342000.000,,,,28000.000,,,,0.000,,,,87000.000,
DividendsCommonStock,,,1957234.000,,,,1197575.000,,,,1282000.000,,,,,,,,,,,,,
EarningsPerShareBasic,4205993.000,,,,,,,,,,,,,,,,,,,,,,,
EarningsPerShareBasicAndDiluted,,4644763.000,,,,,,,,,,,,,,,,,1948000.000,38000.000,72000.000,1760000.000,23000.000,-4183000.000
EarningsPerShareDiluted,4205993.000,,,,,,,,,,,,,,,,,,,,,,,
FinancingReceivableAllowanceForCreditLossesRecovery,,,,,771000.000,,738262.000,1077960.000,916712.000,1158298.000,807000.000,1348000.000,1298000.000,1131000.000,1034000.000,1569000.000,1385000.000,376000.000,1028000.000,1345000.000,1160000.000,983000.000,861000.000,1378000.000
