,2011-09-30,2012-03-31,2012-09-30
AmortizationOfDebtDiscountPremium,,15000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,12851797.000,
Depreciation,94328.000,80518.000,
DerivativeGainLossOnDerivativeNet,1687605.000,,
ExplorationExpenseMining,926994.000,690483.000,
GeneralAndAdministrativeExpense,191203.000,57764.000,9238.000
IncomeLossFromContinuingOperations,-16004596.000,-10730937.000,-40950.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-16004596.000,-10730937.000,-40950.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,-0.170,-0.110,-0.000
IncomeLossFromDiscontinuedOperationsNetOfTax,-986565.000,-56873.000,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,-0.010,0.000,-0.000
IncomeLossFromEquityMethodInvestments,,-8096745.000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,95920.000,
IncreaseDecreaseInOtherNoncurrentAssets,,417.000,
IncreaseDecreaseInPrepaidExpense,,-355470.000,
IncreaseDecreaseInSecurityDeposits,,-35000.000,
InterestAndOtherIncome,5556.000,,
InterestExpense,-1665933.000,405752.000,
InterestPaidNet,,2250.000,
LiabilitiesAssumed1,,50000.000,
LitigationSettlementExpense,4761500.000,,
MinorityInterestPeriodIncreaseDecrease,,-747459.000,
NetCashProvidedByUsedInFinancingActivities,,14282601.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,14282601.000,
NetCashProvidedByUsedInInvestingActivities,,-64198.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-64198.000,
NetCashProvidedByUsedInOperatingActivities,,-1366606.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-1366606.000,
NetIncomeLoss,-11142108.000,-9547972.000,-40950.000
NetIncomeLossAttributableToNoncontrollingInterest,5849053.000,1239838.000,
NetIncomeLossAvailableToCommonStockholdersBasic,-14426504.000,-9547972.000,-40950.000
NonoperatingIncomeExpense,-9932478.000,-8502497.000,
OperatingExpenses,6072118.000,2228440.000,40950.000
OperatingIncomeLoss,-6072118.000,-2228440.000,-40950.000
OtherLaborRelatedExpenses,570667.000,697890.000,
PaymentsToAcquireBusinessesNetOfCashAcquired,,59959.000,
PaymentsToAcquirePropertyPlantAndEquipment,,4239.000,
ProceedsFromIssuanceOfCommonStock,,14332601.000,
ProfessionalAndContractServicesExpense,4288926.000,701785.000,31712.000
ProfitLoss,-16991161.000,-10787810.000,-40950.000
RepaymentsOfConvertibleDebt,,50000.000,
ShareBasedCompensation,,64050.000,
StockIssuedDuringPeriodValueAcquisitions,,2960000.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,95119019.000
