,2011-06-30,2011-09-30
AccountsPayableRelatedPartiesCurrent,1456000.000,1490000.000
AccountsPayableTradeCurrent,2106000.000,2021000.000
AccountsReceivableNetCurrent,26555000.000,34260000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-483000.000,-322000.000
AssetRetirementObligationsNoncurrent,13305000.000,16785000.000
Assets,628331000.000,790075000.000
AssetsCurrent,31707000.000,51896000.000
CashAndCashEquivalentsAtCarryingValue,2695000.000,651000.000
DeferredTaxLiabilitiesNoncurrent,23000.000,63000.000
DerivativeAssetsCurrent,855000.000,14813000.000
DerivativeAssetsNoncurrent,0.000,15884000.000
DerivativeLiabilitiesCurrent,10752000.000,66000.000
DerivativeLiabilitiesNoncurrent,38252000.000,241000.000
FiniteLivedIntangibleAssetsNet,2860000.000,2784000.000
GeneralPartnersCapitalAccount,-515000.000,309000.000
GeneralPartnersCapitalAccountUnitsIssued,504851.000,504851.000
GeneralPartnersCapitalAccountUnitsOutstanding,504851.000,504851.000
Goodwill,9290000.000,9290000.000
InterestPayableCurrent,225000.000,375000.000
Liabilities,316973000.000,403502000.000
LiabilitiesAndStockholdersEquity,628331000.000,790075000.000
LiabilitiesCurrent,264981000.000,386413000.000
LimitedPartnersCapitalAccountUnitsIssued,,24560808.000
LimitedPartnersCapitalAccountUnitsOutstanding,,20924055.000
LongTermDebtCurrent,230000000.000,356000000.000
LongTermDebtNoncurrent,0.000,0.000
OilAndGasPropertySuccessfulEffortMethodAccumulatedDepreciationDepletionAndAmortization,281990000.000,294014000.000
OilAndGasPropertySuccessfulEffortMethodNet,578739000.000,708878000.000
OilAndGasSalesPayableCurrent,339000.000,3276000.000
OtherAssetsCurrent,1602000.000,2172000.000
OtherAssetsNoncurrent,4738000.000,318000.000
OtherLiabilitiesCurrent,2184000.000,2497000.000
OtherLiabilitiesNoncurrent,412000.000,
PartnersCapital,311358000.000,386573000.000
PropertyPlantAndEquipmentOther,1735000.000,1694000.000
PropertyPlantAndEquipmentOtherAccumulatedDepreciation,738000.000,669000.000
PropertyPlantAndEquipmentOtherNet,997000.000,1025000.000
ProvedOilAndGasPropertySuccessfulEffortMethod,860724000.000,1002851000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,311358000.000,386573000.000
UnprovedOilAndGasPropertySuccessfulEffortMethod,5000.000,41000.000
