,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,14865000.000,14278000.000,25278000.000,13484000.000,11302000.000,3221000.000,2587000.000,4172000.000,6848000.000
AccountsReceivableNetCurrent,3706000.000,8909000.000,7229000.000,9926000.000,11111000.000,11148000.000,8831000.000,8758000.000,7126000.000
AccumulatedAmortizationDeferredFinanceCosts,,,,600000.000,,,,2100000.000,
AssetRetirementObligation,,,,,,,,5790000.000,
Assets,430364000.000,468320000.000,527299000.000,689790000.000,726725000.000,748927000.000,757911000.000,1399217000.000,1415551000.000
AssetsCurrent,23454000.000,28372000.000,31053000.000,24153000.000,34372000.000,39864000.000,27205000.000,42494000.000,35266000.000
CashAndCashEquivalentsAtCarryingValue,8670000.000,0.000,18961000.000,7597000.000,9811000.000,15323000.000,7634000.000,21834000.000,12990000.000
DeferredFinanceCostsNoncurrentNet,2734000.000,2596000.000,2462000.000,2310000.000,2164000.000,2021000.000,2002000.000,12591000.000,11542000.000
DeferredTaxLiabilitiesNoncurrent,,,,0.000,,,,,
DueFromRelatedPartiesCurrent,10789000.000,19181000.000,4592000.000,6438000.000,13212000.000,13247000.000,10636000.000,11838000.000,15035000.000
DueToRelatedPartiesCurrent,0.000,0.000,0.000,0.000,,,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,,,,4422000.000,
FiniteLivedIntangibleAssetsGross,,,,,,,,48947000.000,
FiniteLivedIntangibleAssetsNet,,,,,,,,44525000.000,
GeneralPartnersCapitalAccount,,,,0.000,,,,0.000,
Goodwill,39142000.000,39142000.000,39142000.000,39142000.000,39142000.000,39142000.000,39142000.000,494580000.000,494580000.000
IntangibleAssetsNetExcludingGoodwill,47383000.000,46976000.000,46568000.000,46159000.000,45752000.000,45349000.000,44937000.000,44525000.000,44124000.000
Liabilities,28297000.000,63710000.000,120420000.000,177956000.000,193329000.000,22638000.000,24536000.000,216811000.000,221905000.000
LiabilitiesAndStockholdersEquity,430364000.000,468320000.000,527299000.000,689790000.000,726725000.000,748927000.000,757911000.000,1399217000.000,1415551000.000
LiabilitiesCurrent,28274000.000,33654000.000,48358000.000,31828000.000,31106000.000,19292000.000,21253000.000,21622000.000,25938000.000
LongTermDebtNoncurrent,,30000000.000,72000000.000,143000000.000,159000000.000,0.000,0.000,190000000.000,190000000.000
MinorityInterestOwnershipPercentageByParent,,,,0.410,0.410,0.350,0.350,,0.280
OtherLiabilitiesCurrent,628000.000,1123000.000,1106000.000,3067000.000,6088000.000,9387000.000,6396000.000,8376000.000,7139000.000
OtherLiabilitiesNoncurrent,23000.000,56000.000,62000.000,3128000.000,3223000.000,3346000.000,3283000.000,5189000.000,5967000.000
PartnersCapital,402067000.000,404610000.000,406879000.000,511834000.000,533396000.000,726289000.000,733375000.000,1182406000.000,1193646000.000
PartnersCapitalAccountUnits,,,,,70917372.000,81170847.000,81186474.000,102272756.000,102272756.000
PropertyPlantAndEquipmentNet,317651000.000,351234000.000,408074000.000,578026000.000,605295000.000,622551000.000,644625000.000,805027000.000,830039000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,402067000.000,404610000.000,406879000.000,511834000.000,533396000.000,726289000.000,733375000.000,1182406000.000,1193646000.000
