,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
FloorBrokerageExchangeAndClearanceFees,898319.000,646609.000,462917.000,354938.000,311861.000,214658.000
GeneralAndAdministrativeExpense,205343.000,140046.000,99595.000,75921.000,66402.000,45891.000
IncomeLossAttributableToParent,-1617019.000,-1136770.000,-811500.000,-620663.000,,
IncomeTaxExpenseBenefit,,,0.000,0.000,0.000,0.000
NetIncomeLoss,,-2883485.000,-237852.000,1222070.000,-1025834.000,-1208508.000
NetIncomeLossAllocatedToLimitedPartners,-5849339.000,-2883485.000,-237852.000,1222070.000,,
NetInvestmentIncome,,,,,-544266.000,-374969.000
NetRealizedOrUnrealizedGainLossOnTradingSecurities,-4232320.000,-1746715.000,573648.000,1842733.000,,
OperatingExpenses,1617019.000,1136770.000,811500.000,620663.000,544266.000,376066.000
OtherExpenses,,,,,,789.000
PartnersCapitalAccountContributions,,,,,227500.000,
PartnersCapitalAccountRedemptions,18379186.000,11678380.000,6955142.000,5193262.000,3953815.000,3370582.000
PartnersCapitalAccountSaleOfUnits,3891344.000,4588867.000,381504.000,938035.000,,
RealizedInvestmentGainsLosses,,,,,56843.000,-38497.000
TradingGainsLosses,,,,,-481568.000,-833539.000
TradingSecuritiesRealizedGainLoss,2601519.000,-727487.000,-1122610.000,-597666.000,,
TradingSecuritiesUnrealizedHoldingGainLoss,-6833839.000,-1019228.000,1696258.000,2440399.000,,
UnrealizedGainLossOnInvestments,,,,,-538411.000,-795042.000
