,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
CashAndCashEquivalentsPeriodIncreaseDecrease,-7047.000,,,,-10781.000,,,,-15514.000,,-140739.000,-604776.000,,,-18830.000,,,,4422.000,,,
CostOfGoodsAndServicesSold,,,,,,,,,,,156737.000,65558.000,,,,,,,,,,
CostOfGoodsSoldAmortization,,,,,,,,,,,56845.000,47284.000,,,,,,,,,,
CostOfGoodsSoldDirectLabor,,,,,,,,,,,6023.000,-166.000,,,,,,,,,,
CostOfGoodsSoldDirectMaterials,,,,,,,,,,,66317.000,3755.000,,,,,,,,,,
CostsIncurredExplorationCosts,,-2009.000,,,,,,,,4278.000,,,,,,,,,,,,
Depreciation,,,,,,,,,,,,,,,394.000,,,,276.000,,,
DepreciationAndAmortization,14.000,-12.000,-11.000,56.000,73.000,105.000,92.000,82.000,73.000,65.000,56845.000,104817.000,,,394.000,393.000,394.000,393.000,276.000,275.000,276.000,275.000
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,,,,,,,,,,,,343498.000,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationOperatingExpense,,,,,,,,,,,,,-453661.000,,,,,,,,,
EarningsPerShareBasicAndDiluted,,,,,,,,,,,,,0.010,,0.000,-0.010,0.000,0.000,0.000,-0.000,0.000,0.000
ExplorationCosts,,,,,0.000,0.000,0.000,,,4278.000,,,,,,,,,,,,
ExplorationExpense,,,,,,,,,,,,,,,,3568.000,3438.000,,6025.000,1486.000,10706.000,52383.000
FairValueAssumptionsExpectedDividendRate,,,,,,,,,,,,0.000,,,,,,,,,,
ForeignCurrencyTransactionGainLossBeforeTax,,,,,,,,,,,-14072.000,-56923.000,,,,,,,1633.000,3183.000,11479.000,-5432.000
ForeignCurrencyTransactionGainLossUnrealized,,,,,,,,,,,-14984.000,,,,,,,,,,,
GainLossOnDispositionOfAssets,,,,,,,,,,,,64210.000,,,,,,,,,,
GainLossOnSaleOfPropertyPlantEquipment,,,,,,,,,,,79529.000,,,,,,,,,,,
GeneralAndAdministrativeExpense,271.000,-639.000,-70.000,1577.000,308.000,200.000,490.000,257.000,2500.000,10.000,28359.000,111298.000,37310.000,40122.000,23573.000,14327.000,6444.000,3337.000,12074.000,10500.000,8401.000,6323.000
GrossProfit,,,,,,,,,,,-156737.000,-65558.000,,,,,,,,,,
IncomeLossFromContinuingOperations,,,,,,,,,,,,,-465349.000,,,,,,,,,
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,-0.000,-0.000,0.000,0.000,0.000,0.000,0.000,-0.010,0.000,0.000,-0.000,-0.010,0.000,-0.010,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTax,,,,,,,,,,,,,-110163.000,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,,,,,,,,,,,,,0.000,,,,,,,,,
IncreaseDecreaseInAccountsPayable,,,,,,,,,-2793.000,,-18505.000,33101.000,,,17672.000,,,,-8481.000,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,494.000,,,,412.000,,,,,,,,,,,,,,,,,
IncreaseDecreaseInAccountsReceivable,,,,,,,,,,,-3009.000,2726.000,,,,,,,,,,
IncreaseDecreaseInDeposits,3282.000,,,,12294.000,,,,4030.000,,,,,,,,,,,,,
IncreaseDecreaseInDueToRelatedPartiesCurrent,-3756.000,,,,157.000,,,,1116.000,,,,,,,,,,,,,
IncreaseDecreaseInPrepaidExpense,,,,,-750.000,,,,660.000,,122471.000,205179.000,,,4493.000,,,,3600.000,,,
IncreaseDecreaseInTimeDeposits,51851.000,,,,,,,,,,,,,,,,,,,,,
InterestAndOtherIncome,5.000,5.000,7.000,10.000,1.000,,,,,,,,,,,,,,,,,
InterestExpense,,,,,,,,,,,,,,,569.000,850.000,533.000,,,,2845.000,
NetCashProvidedByUsedInFinancingActivities,-3756.000,,,,157.000,,,,1116.000,,,,,,38204.000,,,,123444.000,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-3756.000,,,,157.000,,,,1116.000,,,,,,38204.000,,,,123444.000,,,
NetCashProvidedByUsedInInvestingActivities,,,,,-925.000,,,,,,79529.000,-76989.000,,,,,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,-925.000,,,,,,79529.000,-76989.000,,,,,,,,,,
NetCashProvidedByUsedInOperatingActivities,-3291.000,,,,10013.000,,,,16630.000,,-220268.000,-527787.000,,,-57034.000,,,,-119022.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-3291.000,,,,10013.000,,,,16630.000,,-220268.000,-527787.000,,,-57034.000,,,,-119022.000,,,
NetIncomeLoss,-3799.000,-11334.000,-1919.000,41116.000,11248.000,-5845.000,-11957.000,84966.000,13250.000,12240.000,378982.000,846139.000,-907269.000,-2806828.000,-156769.000,-637573.000,-48237.000,-32715.000,-114417.000,-101971.000,-105246.000,-117929.000
OperatingExpenses,-3804.000,-11339.000,-1926.000,41160.000,11249.000,5845.000,11957.000,49362.000,13250.000,12240.000,207261.000,659006.000,,,156769.000,637573.000,48237.000,116950.000,114417.000,101971.000,105246.000,173262.000
OperatingIncomeLoss,,,,,,,,,,,-363998.000,-788774.000,-575512.000,-436336.000,-156769.000,-637573.000,-48237.000,,,,,
