,2011-09-30
DepreciationAndAmortization,2026000.000
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,15371000.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodNetOfTax,-980000.000
EarningsPerShareBasic,0.010
EarningsPerShareDiluted,0.010
GeneralAndAdministrativeExpense,15976000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-13737000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,-9599000.000
IncomeLossFromContinuingOperationsPerBasicShare,-0.190
IncomeLossFromContinuingOperationsPerDilutedShare,-0.190
IncomeLossFromDiscontinuedOperationsNetOfTax,14391000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,0.200
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,0.200
IncomeTaxExpenseBenefit,-4138000.000
InterestExpense,2372000.000
InvestmentIncomeInterest,43000.000
LaborAndRelatedExpense,121362000.000
ManagementFeesRevenue,57110000.000
NetIncomeLoss,4990000.000
NetIncomeLossAttributableToNoncontrollingInterest,-198000.000
NetIncomeLossAvailableToCommonStockholdersBasic,949000.000
NonoperatingIncomeExpense,43000.000
OperatingExpenses,142472000.000
OperatingIncomeLoss,-13780000.000
PreferredStockDividendsIncomeStatementImpact,3018000.000
ProfitLoss,4792000.000
ProvisionForDoubtfulAccounts,736000.000
Revenues,128692000.000
SalesRevenueNet,128692000.000
WeightedAverageNumberOfDilutedSharesOutstanding,66784000.000
WeightedAverageNumberOfSharesOutstandingBasic,66059000.000
