,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-10454.000,,
CostOfGoodsAndServicesSold,335610.000,319474.000,312209.000,365753.000,288602.000
Depreciation,,8569.000,10716.000,,
DepreciationExpense,,,1266.000,1376.000,1406.000
EarningsPerShareBasic,0.000,0.000,,,
EarningsPerShareBasicAndDiluted,,,0.000,0.000,0.000
EarningsPerShareDiluted,0.000,0.000,,,
GainLossOnSaleOfPropertyPlantEquipment,,,-895.000,,
GeneralAndAdministrativeExpense,,400020.000,,,
GrossProfit,348759.000,377503.000,328238.000,326996.000,412942.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-108062.000,-85374.000,-93496.000,-73096.000,99648.000
IncreaseDecreaseInAccountsPayable,,,101.000,,
IncreaseDecreaseInAccountsReceivable,,,-13678.000,,
IncreaseDecreaseInAccruedLiabilities,,,64799.000,,
IncreaseDecreaseInInventories,,,54528.000,,
IncreaseDecreaseInOtherReceivables,,,20927.000,,
IncreaseDecreaseInPrepaidExpense,,,25000.000,,
InterestExpense,5538.000,7043.000,6639.000,6293.000,6545.000
InterestPaid,,,8706.000,,
InvestmentIncomeInterest,,,671.000,535.000,418.000
NetCashProvidedByUsedInFinancingActivities,,,-104900.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-104900.000,,
NetCashProvidedByUsedInInvestingActivities,,,-22005.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-22005.000,,
NetCashProvidedByUsedInOperatingActivities,,,116451.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,116451.000,,
NetIncomeLoss,108062.000,-85374.000,-93496.000,-73096.000,
NonoperatingIncomeExpense,-5538.000,-7043.000,-5073.000,-5758.000,163030.000
OperatingCostsAndExpenses,451283.000,,,,
OperatingExpenses,,455834.000,416661.000,394334.000,476324.000
OperatingIncomeLoss,-102524.000,-78331.000,-88423.000,-67338.000,-63382.000
PaymentsToAcquireBusinessesNetOfCashAcquired,,,20516.000,,
PaymentsToAcquirePropertyPlantAndEquipment,,,6542.000,,
ProceedsFromLongTermLinesOfCredit,,,254137.000,,
ProceedsFromSaleOfPropertyPlantAndEquipment,,,895.000,,
ProfitLoss,,,,,99648.000
ProvisionForDoubtfulAccounts,,,1095.000,,
RepaymentsOfLongTermLinesOfCredit,,,359037.000,,
Revenues,684369.000,696977.000,640447.000,692749.000,701544.000
SalesReturnsAndAllowancesGoods,-1260.000,13935.000,3448.000,1695.000,2907.000
SalesRevenueGoodsGross,153072.000,146128.000,169009.000,212771.000,231244.000
SalesRevenueNet,684369.000,696977.000,640447.000,692749.000,701544.000
SalesRevenueServicesNet,530037.000,564784.000,474886.000,481673.000,473207.000
SellingGeneralAndAdministrativeExpense,395600.000,,368041.000,360758.000,434870.000
WeightedAverageNumberOfDilutedSharesOutstanding,,,,,35873703.000
WeightedAverageNumberOfSharesOutstandingBasic,,,,,35873703.000
