,2011-12-31,2012-12-31
CashAndCashEquivalentsPeriodIncreaseDecrease,-906155.000,-11999490.000
CostsAndExpenses,818074.000,816627.000
DerivativeInstrumentsGainLossRecognizedInIncomeNet,,333902.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-214343.000,9713.000
IncreaseDecreaseInAccruedInterestReceivableNet,-1661.000,66994.000
IncreaseDecreaseInOtherOperatingAssets,-55786.000,21142.000
IncreaseDecreaseInPrepaidExpense,8430.000,4615.000
IncreaseDecreaseInRestrictedCash,788979.000,538764.000
InvestmentIncomeInterest,8271.000,36790.000
InvestmentIncomeNet,-809803.000,-777961.000
NetCashProvidedByUsedInFinancingActivities,1208698.000,2520256.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,1208698.000,2520256.000
NetCashProvidedByUsedInOperatingActivities,-2114853.000,-14519746.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-2114853.000,-14519746.000
NetIncomeLoss,-109827.000,-563558.000
NoninterestExpenseInvestmentAdvisoryFees,348223.000,392207.000
OperatingExpenses,86508.000,107065.000
PaymentsForRepurchaseOfOtherEquity,,383827.000
PaymentsToAcquireHeldToMaturitySecurities,650000.000,
PaymentsToAcquireTradingSecuritiesHeldforinvestment,,315014309.000
ProceedsFromOtherEquity,1295455.000,3001281.000
ProceedsFromSaleAndMaturityOfTradingSecuritiesHeldforinvestment,,301429806.000
RevenuesExcludingInterestAndDividends,699976.000,214403.000
TradingSecuritiesRealizedGainLoss,,1209.000
TradingSecuritiesUnrealizedHoldingGainLoss,,667.000
