,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,488000.000,448000.000,824000.000,1807000.000,414000.000,352000.000,647000.000,518000.000,1049000.000,530000.000,1211000.000,1191000.000,1875000.000,1484000.000,1358000.000,1020000.000,1458000.000,1563000.000,333000.000,548000.000,702000.000,540000.000,786000.000,1277000.000
AccountsReceivableNet,1530000.000,,,,,,,,,,,,,,,,,,,,,,,
AccountsReceivableNetCurrent,,1105000.000,1445000.000,1181000.000,708000.000,667000.000,649000.000,399000.000,193000.000,164000.000,255000.000,235000.000,280000.000,253000.000,540000.000,213000.000,211000.000,115000.000,73000.000,69000.000,132000.000,294000.000,604000.000,547000.000
AccruedLiabilitiesCurrent,73000.000,27000.000,35000.000,39000.000,25000.000,37000.000,40000.000,39000.000,31000.000,35000.000,40000.000,40000.000,32000.000,33000.000,33000.000,33000.000,51000.000,397000.000,722000.000,938000.000,1234000.000,1513000.000,1614000.000,1339000.000
AccumulatedAmortizationDeferredFinanceCosts,,,,,,,,,,,,,,,,,,,,,,,100000.000,
AssetRetirementObligation,,,,,,,1585000.000,,,,2241000.000,,,,2271000.000,,2476000.000,2476000.000,3082000.000,,,,2782000.000,
AssetRetirementObligationCurrent,,,,,,,,,,,,,,,,,,,285000.000,,,285000.000,285000.000,285000.000
AssetRetirementObligationsNoncurrent,1277000.000,1277000.000,1552000.000,1552000.000,1552000.000,1552000.000,1585000.000,1585000.000,1585000.000,1585000.000,2241000.000,2241000.000,2241000.000,2241000.000,2271000.000,2271000.000,2476000.000,2476000.000,2797000.000,3082000.000,3082000.000,2797000.000,2497000.000,2518000.000
Assets,19192000.000,17154000.000,16540000.000,16819000.000,14482000.000,13864000.000,12480000.000,12744000.000,13199000.000,12176000.000,13438000.000,13787000.000,15354000.000,16434000.000,17881000.000,18973000.000,19925000.000,22870000.000,26583000.000,26499000.000,27016000.000,26840000.000,26963000.000,26456000.000
AssetsCurrent,8793000.000,8045000.000,7693000.000,6938000.000,4918000.000,4596000.000,4777000.000,5212000.000,4836000.000,4531000.000,4129000.000,3741000.000,2902000.000,1286000.000,1730000.000,2234000.000,1239000.000,2918000.000,4480000.000,3784000.000,2927000.000,2403000.000,2826000.000,2879000.000
