,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30
AccountsPayableCurrent,36000000.000,23000000.000,20000000.000,21000000.000,10000000.000,26000000.000,24000000.000
AccountsReceivableNetCurrent,,,,,,4000000.000,4000000.000
AccruedLiabilitiesCurrent,15000000.000,7000000.000,10000000.000,9000000.000,10000000.000,8000000.000,9000000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,626000000.000,637000000.000,652000000.000,0.000,13000000.000,26000000.000,35000000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,-17000000.000,-13000000.000
Assets,2100000000.000,1986000000.000,2010000000.000,1346000000.000,1292000000.000,1247000000.000,1082000000.000
AssetsCurrent,321000000.000,252000000.000,287000000.000,213000000.000,168000000.000,146000000.000,142000000.000
CapitalLeaseObligationsCurrent,79000000.000,81000000.000,81000000.000,84000000.000,84000000.000,147000000.000,147000000.000
CapitalLeaseObligationsNoncurrent,1006000000.000,932000000.000,932000000.000,922000000.000,922000000.000,851000000.000,851000000.000
CashAndCashEquivalentsAtCarryingValue,147000000.000,61000000.000,108000000.000,84000000.000,84000000.000,56000000.000,58000000.000
DeferredTaxAssetsNetCurrent,5000000.000,2000000.000,4000000.000,0.000,,,
DeferredTaxAssetsNetNoncurrent,114000000.000,122000000.000,120000000.000,0.000,,,
DerivativeAssets,,,,,,0.000,
DerivativeAssetsCurrent,11000000.000,10000000.000,4000000.000,1000000.000,0.000,0.000,0.000
DerivativeAssetsLiabilitiesAtFairValueNet,,,,,,-3000000.000,
DerivativeAssetsNoncurrent,,,,,,0.000,
DerivativeLiabilities,,,,,,3000000.000,
DerivativeLiabilitiesCurrent,,,,,,0.000,
DerivativeLiabilitiesNoncurrent,6000000.000,6000000.000,4000000.000,3000000.000,3000000.000,3000000.000,0.000
DueFromAffiliateCurrent,9000000.000,22000000.000,16000000.000,1000000.000,0.000,0.000,0.000
DueToAffiliateCurrent,27000000.000,41000000.000,32000000.000,42000000.000,17000000.000,38000000.000,23000000.000
DueToRelatedPartiesNoncurrent,489000000.000,490000000.000,490000000.000,490000000.000,490000000.000,492000000.000,492000000.000
EnergyRelatedInventory,83000000.000,81000000.000,67000000.000,105000000.000,62000000.000,22000000.000,19000000.000
IntangibleAssetsCurrent,23000000.000,37000000.000,41000000.000,19000000.000,19000000.000,19000000.000,14000000.000
InterestPayableCurrent,42000000.000,20000000.000,40000000.000,20000000.000,39000000.000,19000000.000,39000000.000
InventoryNet,,,,,,60000000.000,57000000.000
Liabilities,1773000000.000,1684000000.000,1704000000.000,1700000000.000,1695000000.000,1712000000.000,1723000000.000
LiabilitiesAndStockholdersEquity,2100000000.000,1986000000.000,2010000000.000,1346000000.000,1292000000.000,1247000000.000,1082000000.000
LiabilitiesCurrent,218000000.000,201000000.000,222000000.000,225000000.000,160000000.000,238000000.000,242000000.000
LongLivedAssetsHeldForSaleImpairmentCharge,,,,,,,153000000.000
MoneyMarketFundsAtCarryingValue,,,,,,52000000.000,20000000.000
OtherAssetsNoncurrent,,,,5000000.000,5000000.000,5000000.000,5000000.000
OtherInventorySupplies,32000000.000,34000000.000,37000000.000,,,,
OtherLiabilitiesNoncurrent,54000000.000,55000000.000,56000000.000,60000000.000,61000000.000,59000000.000,59000000.000
PartnersCapital,327000000.000,302000000.000,306000000.000,-354000000.000,-403000000.000,-465000000.000,-641000000.000
PrepaidExpenseAndOtherAssetsCurrent,,,10000000.000,3000000.000,3000000.000,7000000.000,9000000.000
PropertyPlantAndEquipmentNet,1617000000.000,1590000000.000,1575000000.000,1085000000.000,1083000000.000,1066000000.000,1061000000.000
RestrictedCashAndCashEquivalentsNoncurrent,27000000.000,15000000.000,27000000.000,27000000.000,27000000.000,27000000.000,27000000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,327000000.000,302000000.000,306000000.000,-354000000.000,-403000000.000,-465000000.000,-641000000.000
SubordinatedLongTermDebt,,,,,,492000000.000,492000000.000
