,2011-10-31
CashAndCashEquivalentsPeriodIncreaseDecrease,-1532352.000
CommonStockDividendsPerShareCashPaid,1.870
ComprehensiveIncomeNetOfTax,610154.000
CostsAndExpenses,103321.000
EarningsPerShareBasicAndDiluted,1.930
EffectOfExchangeRateOnCashAndCashEquivalents,-1533686.000
ForeignCurrencyTransactionGainLossUnrealized,5894.000
IncreaseDecreaseInAccruedInterestReceivableNet,49139.000
InvestmentIncomeInterest,709885.000
NetCashProvidedByUsedInFinancingActivities,-573563.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-573563.000
NetCashProvidedByUsedInOperatingActivities,574897.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,574897.000
NetIncomeLoss,606564.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentBeforeTaxPortionAttributableToParent,3590.000
PaymentsForOperatingActivities,104844.000
PaymentsForRepurchaseOfRedeemablePreferredStock,8199312.000
PaymentsOfCapitalDistribution,581693.000
ProceedsFromInterestReceived,679741.000
ProceedsFromIssuanceOfRedeemablePreferredStock,8207442.000
Revenues,709885.000
SalesRevenueNet,709885.000
SponsorFees,103321.000
