,2011-07-31,2011-10-31,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31
Assets,149.000,127.000,128.000,129.000,122.000,115.000,112.000,,,,,,
AssetsCurrent,,,,,,,,111.000,101.000,100.000,90.000,95.000,93.000
CashAndCashEquivalentsAtCarryingValue,149.000,127.000,128.000,129.000,122.000,115.000,112.000,111.000,101.000,100.000,90.000,95.000,93.000
CommonStockSharesAuthorized,,,,,,,,10150000.000,10150000.000,10150000.000,10150000.000,10150000.000,10150000.000
CommonStockSharesIssued,,,,,,,,1.000,1.000,1.000,1.000,1.000,1.000
CommonStockSharesOutstanding,,,,,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
CommonStockValue,,,,,122.000,115.000,112.000,111.000,101.000,100.000,90.000,95.000,93.000
LiabilitiesAndStockholdersEquity,149.000,127.000,128.000,129.000,122.000,115.000,112.000,111.000,101.000,100.000,90.000,95.000,93.000
TemporaryEquityCarryingAmount,149.000,127.000,128.000,,,,,,,,,,
TemporaryEquityCarryingAmountAttributableToParent,,,,129.000,122.000,115.000,112.000,,,,,,
TemporaryEquitySharesAuthorized,10150000.000,10150000.000,10150000.000,10150000.000,10150000.000,10150000.000,10150000.000,,,,,,
TemporaryEquitySharesIssued,1.000,1.000,1.000,1.000,1.000,1.000,1.000,,,,,,
TemporaryEquitySharesOutstanding,1.000,1.000,1.000,1.000,1.000,1.000,1.000,,,,,,
WeightedAverageNumberOfSharesOutstandingBasicAndDiluted,1.000,1.000,1.000,,,,,,,,,,
